AccNum,cdReads0_RNA_1,cdReads1_RNA_1,cdReads2_RNA_1,cdReads3_RNA_1,cdReads4_RNA_1
NM_024533,2,1,3,2,2
NM_024532,20,39,40,24,17
NM_024534,4,2,2,1,3
NM_024536,1091,1341,1688,936,802
NM_001256006,16,26,17,6,11
NM_005967,273,614,591,261,258
NM_001130929,2,6,5,3,5
NM_005969,285,474,460,192,246
NM_005968,1512,2281,2458,957,993
NM_032464,7,7,14,3,5
NM_018717,21,26,15,14,6
NM_018714,212,354,477,242,232
NM_018715,717,1104,1140,560,700
NM_018710,74,129,102,52,58
NM_033225,466,600,598,255,297
NM_033224,169,216,176,67,95
NM_033222,52,71,39,18,19
NM_001252271,4,9,3,3,2
NM_001621,114,132,133,51,79
NM_177439,214,275,354,169,172
NM_001130438,1502,3220,4485,2329,2335
NM_031844,2640,3775,3226,1343,1589
NM_001353004,109,179,246,101,102
NM_001163735,615,825,996,478,526
NM_181877,65,73,98,53,59
NM_021958,165,209,209,113,104
NM_001267818,165,228,201,75,97
NM_007006,259,447,408,195,245
NM_032795,131,210,248,121,125
NM_004673,72,119,72,25,45
NM_032790,68,78,73,49,37
NM_018416,46,55,53,34,23
NM_007137,16,18,28,13,18
NM_203411,35,37,45,21,22
NM_001034841,484,592,618,324,357
NM_213605,26,41,43,28,33
NM_001060,25,29,26,15,11
NM_001242498,50,68,82,35,47
NM_001010844,16,27,18,14,16
NM_001318909,557,783,881,397,389
NM_001318905,201,336,349,140,165
NM_001130677,95,117,111,61,64
NM_001030055,597,786,445,162,297
NM_006517,77,115,124,59,58
NM_001190724,40,72,67,29,21
NM_014810,299,434,258,113,217
NM_014812,81,112,76,27,40
NM_005347,1074,1737,1714,698,833
NM_005346,88,132,110,48,45
NM_014819,247,320,311,129,156
NM_000297,70,122,117,72,83
NM_001300800,52,73,96,40,50
NM_001242903,345,485,514,232,217
NM_001319050,407,592,688,379,366
NM_001112726,340,520,685,362,333
NM_001099294,15,20,23,18,11
NM_001290189,301,548,609,313,224
NM_012419,79,97,101,44,63
NM_173200,12,8,8,5,4
NM_001004309,5,11,12,5,6
NM_001099293,54,90,83,35,40
NM_001004306,2,8,11,4,4
NM_012416,76,97,70,29,50
NM_012414,228,346,326,172,246
NM_018370,8,16,15,6,5
NM_001330464,93,150,93,42,81
NM_152334,36,72,53,28,30
NM_001330469,1342,1810,2222,1040,966
NM_004910,596,715,908,466,459
NM_001173524,286,326,226,90,112
NM_001114091,188,264,269,126,174
NM_001173523,3005,4476,4631,1845,1874
NM_024327,90,138,138,65,62
NM_182501,102,162,161,81,101
NM_182500,7,8,7,2,1
NM_001348169,990,1458,1646,875,803
NM_182505,6,15,8,6,5
NM_001354525,21,44,32,17,24
NM_058169,35,28,52,9,15
NM_058164,111,127,185,78,93
NM_001351156,484,662,697,322,317
NM_173502,5,4,3,1,2
NM_001066,112,153,199,103,94
NM_001067,579,827,411,193,300
NM_004760,82,104,98,53,72
NM_004761,307,477,542,291,336
NM_001330602,824,1174,1397,631,753
NM_001321236,236,316,365,213,169
NM_015204,248,326,246,147,162
NM_022371,281,440,524,271,345
NM_022370,90,121,144,86,90
NM_022373,115,137,136,37,64
NM_001199563,224,342,260,136,197
NM_014339,118,145,230,113,104
NM_001164824,108,119,139,47,68
NM_001242546,49,88,88,40,46
NM_000441,32,34,33,17,24
NM_000447,97,153,237,116,137
NM_007279,1634,2440,2881,1366,1367
NM_003920,583,1024,1074,535,487
NM_006875,69,70,59,41,41
NM_006876,252,318,312,179,148
NM_014886,24,47,37,13,20
NM_001037582,102,152,197,86,78
NM_006730,101,130,168,76,71
NM_001320724,71,100,76,25,51
NM_018067,2039,2495,2738,1311,1113
NM_003925,65,83,79,42,42
NM_058180,45,44,50,14,21
NM_021570,94,120,150,64,66
NM_145341,91,132,123,52,93
NM_020153,50,94,114,50,61
NM_004580,5,14,13,6,6
NM_004581,139,215,250,157,111
NM_003927,213,320,291,112,134
NM_004584,69,86,113,58,82
NM_020154,131,236,234,115,110
NM_018639,331,443,510,205,281
NM_018475,257,357,257,159,172
NM_014331,10,15,16,5,9
NM_016248,85,134,104,40,56
NM_203400,11,8,10,9,4
NM_001317100,59,55,46,18,39
NM_016243,154,266,379,161,209
NM_016240,392,470,606,289,279
NM_018328,32,54,40,11,17
NM_016246,2,4,8,2,3
NM_016247,6,3,5,1,1
NM_016245,155,226,224,74,119
NM_001348990,134,188,157,69,102
NM_001304799,172,242,318,159,151
NM_000709,501,739,894,426,439
NM_001304793,42,48,46,29,28
NM_152720,19,19,22,8,10
NM_001304794,11,18,17,11,8
NM_001201552,33,54,64,39,52
NM_030907,11,10,12,7,5
NM_182565,196,256,223,103,114
NM_002487,708,871,939,392,427
NM_004383,230,327,388,194,187
NM_005601,1,2,1,1,3
NM_001287763,6,5,7,2,1
NM_000911,1,2,3,1,1
NM_002489,227,330,366,117,169
NM_001242481,72,97,146,63,49
NM_007232,11,24,24,12,13
NM_000916,15,9,19,9,7
NM_000918,4103,6179,6979,3256,3269
NM_018008,13,22,41,29,12
NM_022731,349,493,401,158,225
NM_152556,14,29,20,11,12
NM_001333,42,74,64,36,32
NM_194283,91,115,82,47,28
NM_194282,135,192,147,64,115
NM_006051,23,17,22,15,29
NM_001330,16,17,31,11,11
NM_194285,131,176,205,95,110
NM_003932,35,80,52,19,28
NM_003930,27,37,29,14,17
NM_003931,69,99,96,36,36
NM_003936,6,4,2,3,2
NM_001167734,234,306,392,212,271
NM_003934,446,706,785,359,392
NM_001244676,4,12,11,2,12
NM_138639,231,376,430,199,167
NM_000489,104,174,94,46,87
NM_199344,54,94,108,48,68
NM_001010853,129,210,154,74,119
NM_001323578,130,201,218,93,95
NM_001287491,345,472,556,252,278
NM_001287497,21,41,37,9,26
NM_001323570,39,88,55,33,39
NM_006516,476,927,1201,548,584
NM_007055,321,461,428,207,311
NM_001285404,25,32,27,12,15
NM_007056,179,301,355,192,212
NM_007051,472,711,686,283,352
NM_001025091,1077,1706,2004,952,949
NM_007277,203,289,354,226,202
NM_007059,55,86,109,56,59
NM_006262,48,62,76,48,39
NM_015701,198,293,272,117,143
NM_007021,10,14,3,3,4
NM_004128,31,53,67,22,40
NM_007022,62,92,112,55,44
NM_007023,2,1,2,1,2
NM_007276,57,79,49,16,25
NM_024715,172,225,262,127,150
NM_012448,210,350,372,160,198
NM_024717,9,8,13,4,4
NM_003749,116,147,91,47,41
NM_000316,68,74,76,29,30
NM_203406,8,15,19,11,10
NM_001323565,9,25,15,2,4
NM_001025105,334,514,397,174,287
NM_007271,107,154,135,73,71
NM_153813,55,63,85,38,34
NM_153812,159,199,187,68,61
NM_006181,87,94,102,55,57
NM_006184,631,938,1134,572,559
NM_006186,18,11,12,5,5
NM_006187,172,217,350,187,201
NM_153033,96,153,199,112,81
NM_001145667,639,1040,1034,479,502
NM_025235,265,356,326,159,249
NM_207352,13,13,14,7,15
NM_207356,148,213,230,87,85
NM_207359,52,68,70,26,61
NM_138962,263,364,350,138,159
NM_138966,18,31,25,12,11
NM_005578,136,171,172,70,111
NM_004655,67,66,77,41,38
NM_001290768,42,49,49,23,34
NM_001017975,10,11,11,10,7
NM_014668,146,225,202,118,115
NM_005570,338,476,370,137,228
NM_005573,1248,1831,1812,873,1014
NM_005574,423,557,662,342,336
NM_014663,344,660,717,305,384
NM_014660,170,273,206,86,123
NM_014661,685,836,870,501,525
NM_001258024,10,9,13,13,7
NM_139215,145,190,193,101,112
NM_003756,639,917,972,340,350
NM_003757,1079,1509,1793,655,774
NM_003754,338,485,586,243,279
NM_003755,1700,2377,3015,1339,1226
NM_004450,387,571,621,220,272
NM_003753,990,1462,1684,695,628
NM_003750,1006,1487,1252,547,753
NM_003758,30,48,40,10,17
NM_001317335,76,90,112,49,54
NM_001252065,35,53,60,25,21
NM_001349712,99,109,164,78,63
NM_014481,220,313,364,170,141
NM_014487,56,110,93,45,57
NM_052864,28,36,31,12,15
NM_005751,242,374,232,108,318
NM_152636,7,5,8,1,3
NM_152637,8,13,14,8,10
NM_032634,163,256,279,149,167
NM_032324,96,139,160,53,74
NM_032323,44,77,87,45,49
NM_032630,106,180,238,108,143
NM_152320,37,74,92,52,41
NM_001347716,201,226,309,140,162
NM_021228,942,1246,1410,722,594
NM_032329,179,327,330,162,204
NM_152329,114,133,146,47,74
NM_015630,205,309,301,162,219
NM_001352018,51,64,84,44,44
NM_014342,330,487,572,247,346
NM_024829,275,344,347,144,176
NM_001144825,6,10,18,5,7
NM_001144822,30,58,48,18,20
NM_001204286,12,13,18,6,5
NM_033055,382,593,642,239,360
NM_022145,33,49,36,7,26
NM_001348194,22,38,32,14,19
NM_022149,455,553,424,172,172
NM_015530,485,739,607,263,276
NM_001350942,12,12,8,8,6
NM_015534,148,232,173,75,124
NM_015285,129,165,159,80,102
NM_015284,269,338,366,201,202
NM_015283,75,92,69,41,64
NM_001271592,24,40,33,23,23
NM_002409,8,14,21,6,8
NM_002408,266,357,293,137,170
NM_001316968,42,53,26,17,22
NM_002403,141,183,227,135,102
NM_015689,112,159,221,137,97
NM_024844,680,1175,1374,640,696
NM_001287135,787,1219,1074,517,737
NM_004455,3,6,1,4,4
NM_001350197,99,140,148,66,76
NM_013975,242,386,373,166,182
NM_001033576,23,34,54,14,12
NM_001319311,3,3,7,3,3
NM_013979,62,115,129,73,85
NM_001145450,13,22,16,9,14
NM_001040125,95,155,176,70,84
NM_001101372,7,3,8,7,5
NM_138356,46,59,76,29,25
NM_001930,360,515,545,265,242
NM_138353,627,904,1332,682,690
NM_138350,45,61,75,58,46
NM_001009881,211,304,194,90,128
NM_001282652,1198,1798,1892,760,787
NM_001282651,144,168,231,127,98
NM_001277,123,159,176,82,99
NM_001271,187,285,273,117,156
NM_001270,192,251,162,55,117
NM_001353942,219,329,263,132,153
NM_001334,5,12,25,14,13
NM_001278,136,194,190,72,147
NM_197966,168,232,286,113,127
NM_197964,5,5,6,1,3
NM_016001,265,451,504,189,260
NM_001349118,11,15,11,6,9
NM_021147,8,26,16,9,3
NM_021145,109,183,146,72,84
NM_021143,25,29,37,27,39
NM_001142285,463,607,550,221,249
NM_021141,2059,3256,2922,1132,1656
NM_001308142,73,98,94,36,35
NM_001308147,172,195,246,136,116
NM_021149,294,401,488,174,203
NM_021148,27,35,26,9,16
NM_012081,54,94,92,58,63
NM_012082,77,111,115,59,66
NM_012083,31,27,14,6,11
NM_012084,185,241,301,106,140
NM_001188,50,79,94,45,59
NM_012086,182,324,304,102,205
NM_001184,130,188,115,46,84
NM_001277291,11,17,8,3,2
NM_001183,249,404,468,207,231
NM_001182,128,201,201,100,88
NM_033446,24,37,45,22,21
NM_001322349,106,127,87,43,83
NM_178191,134,177,159,63,62
NM_001143887,33,43,31,11,37
NM_017822,192,333,455,264,339
NM_001024688,64,90,80,32,49
NM_030667,61,65,98,45,44
NM_001040709,35,39,60,30,38
NM_017670,457,673,796,343,363
NM_017671,33,35,27,19,23
NM_017672,67,107,61,22,48
NM_017673,20,39,23,6,13
NM_021727,141,232,335,148,197
NM_017676,4,14,9,2,8
NM_021724,20,20,23,15,15
NM_001042749,324,518,288,96,210
NM_001009555,64,65,83,38,32
NM_001009552,157,275,286,102,140
NM_001316332,22,29,55,27,33
NM_015571,141,199,138,49,89
NM_001984,90,140,104,44,48
NM_001987,64,76,89,40,46
NM_019852,198,295,282,127,169
NM_001983,550,853,931,423,491
NM_001982,178,215,166,79,122
NM_001174072,19,22,19,13,18
NM_019858,207,276,302,146,130
NM_001288718,21,37,50,31,31
NM_001135999,188,299,342,161,188
NM_178229,480,843,997,512,658
NM_000050,2396,3324,4053,2016,1981
NM_001135993,37,65,64,29,44
NM_000053,15,17,19,11,9
NM_144721,4,12,11,1,10
NM_015570,77,93,104,40,43
NM_001278503,567,811,963,414,492
NM_017908,142,166,178,112,103
NM_017909,82,113,93,47,50
NM_003239,78,110,122,59,72
NM_017902,71,118,142,75,72
NM_003234,316,543,429,179,277
NM_001011667,9,26,21,12,9
NM_017457,245,524,622,325,289
NM_017906,54,68,68,30,45
NM_017907,240,378,430,186,212
NM_203472,68,112,120,47,63
NM_004249,29,46,32,13,35
NM_004939,295,475,410,141,190
NM_001184986,83,94,95,39,36
NM_153207,104,153,154,73,67
NM_005371,85,103,162,70,74
NM_004933,1452,2282,3113,1449,1532
NM_153208,21,26,29,14,20
NM_153209,1,3,1,2,1
NM_004937,70,94,121,59,57
NM_004935,106,157,164,95,61
NM_001206572,9,8,8,8,9
NM_001017440,45,39,74,35,40
NM_001001410,375,542,585,300,313
NM_001142651,70,87,94,71,43
NM_198516,62,84,68,23,42
NM_198514,166,256,168,78,126
NM_006196,735,995,1202,498,426
NM_000635,188,392,385,178,169
NM_000636,646,904,996,416,482
NM_001161334,103,306,446,199,148
NM_006195,189,273,339,140,165
NM_000633,15,19,18,8,10
NM_006062,327,525,654,294,348
NM_003581,523,770,720,318,372
NM_006067,218,337,405,195,178
NM_006066,336,507,569,293,271
NM_003588,126,154,142,57,76
NM_139178,59,85,118,49,62
NM_139179,138,235,269,117,143
NM_025138,22,31,32,24,11
NM_020459,4,7,5,1,2
NM_001206612,234,401,614,285,307
NM_013382,159,267,294,137,176
NM_001351455,101,120,118,53,72
NM_016333,858,1328,1543,690,717
NM_020452,917,1277,1510,823,832
NM_020453,212,291,236,144,195
NM_001025,1215,1722,1635,543,669
NM_020456,16,22,19,8,10
NM_020457,467,550,636,276,327
NM_020455,122,157,155,68,94
NM_173517,98,129,122,52,45
NM_002982,36,40,59,35,10
NM_138568,3,7,4,3,1
NM_016500,15,31,38,13,15
NM_016504,219,329,379,195,175
NM_016507,466,800,754,324,397
NM_173511,44,80,68,18,36
NM_015160,479,773,813,372,471
NM_016442,130,213,195,83,141
NM_032211,291,364,431,262,270
NM_016335,2,2,6,4,1
NM_004780,30,25,28,21,11
NM_152405,39,60,54,16,26
NM_001278529,591,813,973,463,454
NM_006454,105,161,212,125,91
NM_015161,137,221,248,121,167
NM_001098525,70,109,52,26,39
NM_002185,3,6,14,6,9
NM_002180,110,142,199,94,134
NM_001308053,7,10,7,6,3
NM_001147,4,8,4,3,1
NM_001287533,21,22,24,5,13
NM_013366,290,420,598,304,266
NM_001039503,57,63,82,44,36
NM_001171162,486,656,719,352,357
NM_001314007,217,383,420,181,240
NM_013368,193,132,106,65,57
NM_005456,362,530,695,353,301
NM_001330377,29,51,71,36,31
NM_001330376,171,230,245,118,135
NM_138462,250,328,379,191,174
NM_014521,296,597,744,266,285
NM_001303474,6,11,10,5,1
NM_018489,417,603,484,206,279
NM_002360,63,65,68,46,42
NM_002364,17,29,17,7,9
NM_018176,24,40,38,21,18
NM_002792,1708,2474,2684,1084,1070
NM_001256599,67,71,91,41,44
NM_024518,42,37,57,20,29
NM_001040118,436,620,691,322,359
NM_024516,239,319,347,147,146
NM_001007231,4,2,4,2,3
NM_024513,90,111,148,69,94
NM_001265597,79,89,89,49,70
NM_032408,1186,1680,1592,676,767
NM_032409,176,253,271,180,175
NM_201555,120,238,258,124,105
NM_033201,174,261,261,131,130
NM_033200,334,423,625,365,366
NM_001308963,15,24,21,4,18
NM_033208,13,12,3,1,4
NM_001287140,27,55,38,13,23
NM_001282463,48,47,54,29,20
NM_001243351,86,137,133,56,80
NM_014672,115,171,124,58,89
NM_178012,124,182,178,102,74
NM_178422,44,55,75,39,37
NM_018158,121,163,204,81,137
NM_018159,13,11,14,5,12
NM_021934,174,272,265,129,129
NM_021933,309,432,542,219,280
NM_080750,2,2,4,3,3
NM_018150,477,743,825,402,373
NM_018154,428,613,663,347,326
NM_001134647,159,195,196,101,116
NM_021939,1203,1686,2197,1076,1024
NM_207043,78,117,91,47,53
NM_004713,49,85,53,23,50
NM_003379,763,1253,1262,605,536
NM_001105079,152,222,198,108,116
NM_014832,224,297,222,102,130
NM_173794,17,17,17,8,5
NM_014830,187,261,283,87,108
NM_014345,307,448,426,193,195
NM_014344,246,382,348,137,184
NM_014347,82,144,168,98,91
NM_005325,4,4,3,3,3
NM_005324,1397,2002,2241,1021,1207
NM_005321,10059,16294,16465,7918,5276
NM_005320,760,1550,1360,697,580
NM_005323,2,11,15,4,6
NM_005322,3440,6103,5847,2725,1975
NM_001349382,44,79,81,32,70
NM_152794,24,35,54,33,15
NM_152793,24,33,24,8,12
NM_152791,17,38,33,19,18
NM_001010000,27,28,10,6,9
NM_001286813,26,22,12,7,10
NM_017921,1189,1854,1916,950,1161
NM_024496,1423,1612,1318,720,619
NM_006252,13,13,16,3,6
NM_012163,9,10,10,13,12
NM_001009944,540,658,661,361,353
NM_012161,169,304,330,113,229
NM_001282526,43,73,71,21,47
NM_012164,203,326,342,175,206
NM_001349660,76,134,134,61,76
NM_012168,10,6,18,14,5
NM_006255,39,49,50,20,24
NM_032940,315,520,648,300,330
NM_024531,571,745,920,429,449
NM_017922,49,67,57,28,54
NM_145166,109,159,198,70,54
NM_001173543,93,127,145,85,90
NM_001258359,307,389,509,227,224
NM_198897,404,569,582,267,299
NM_001258353,1567,2433,2932,1329,1387
NM_206920,17,13,19,9,28
NM_152868,18,19,22,12,14
NM_001323342,90,95,97,46,66
NM_001162407,127,194,359,184,287
NM_001258459,8,9,10,5,4
NM_001042522,94,113,116,45,45
NM_001042,13,19,14,7,10
NM_004747,998,1530,1607,875,827
NM_001516,54,90,73,33,53
NM_004034,471,766,712,342,408
NM_001515,7,6,10,3,7
NM_004748,20,33,20,10,16
NM_004749,1310,1775,2105,1011,1094
NM_001142286,113,165,98,45,69
NM_021932,1118,1496,1828,960,953
NM_022358,5,2,3,2,1
NM_004429,66,78,50,35,41
NM_007217,44,88,81,18,40
NM_022353,53,76,66,21,43
NM_022350,4,2,6,2,7
NM_006892,77,124,148,69,88
NM_006893,310,418,384,231,238
NM_006896,31,68,48,20,17
NM_006897,34,24,31,10,11
NM_006899,532,913,957,464,520
NM_001943,42,49,49,21,42
NM_004424,395,595,844,426,417
NM_001142569,191,231,243,162,140
NM_001142568,229,244,178,92,142
NM_001031855,31,51,58,21,31
NM_030573,240,281,330,147,146
NM_006566,2,3,5,1,1
NM_004877,25,37,42,16,20
NM_012260,118,191,217,100,108
NM_001024678,123,131,182,82,80
NM_003329,223,314,298,84,148
NM_004420,31,39,55,24,23
NM_016261,37,48,41,13,23
NM_016262,60,74,114,55,86
NM_016263,473,771,837,393,346
NM_032985,314,454,554,266,301
NM_198183,120,132,164,85,55
NM_016269,14,18,25,10,6
NM_004422,682,935,1185,536,592
NM_198189,132,172,161,70,103
NM_002293,3990,5844,5466,2512,3117
NM_030581,176,227,269,117,128
NM_001290043,545,678,824,372,440
NM_181714,11,9,14,5,9
NM_001198909,226,345,415,173,153
NM_007156,35,39,36,18,31
NM_173084,94,110,75,27,46
NM_001198903,186,305,293,160,179
NM_173083,39,87,61,31,48
NM_001300739,13,29,19,10,13
NM_018352,33,62,41,15,20
NM_001354469,1,8,13,4,3
NM_006302,1043,1389,1356,637,677
NM_181726,6,6,8,2,3
NM_007215,41,72,88,41,66
NM_007214,49,78,67,23,52
NM_007213,26,26,35,10,20
NM_181723,32,44,67,21,43
NM_001350628,26,33,27,16,13
NM_052875,165,271,268,136,132
NM_007219,20,30,34,12,13
NM_007218,195,276,195,65,115
NM_003918,26,70,69,27,33
NM_001206897,65,127,134,58,69
NM_001010860,8,10,11,9,5
NM_198141,41,47,68,30,26
NM_003910,769,1181,1417,537,583
NM_001190274,203,310,199,81,106
NM_052876,1228,1669,2033,997,978
NM_003914,35,46,65,32,29
NM_003915,907,1212,1505,673,694
NM_001308351,15,12,25,18,20
NM_001318058,52,58,65,23,25
NM_001351684,11,16,14,5,13
NM_014498,134,217,170,77,69
NM_001618,1525,2503,2550,1051,1132
NM_144668,2,2,6,4,8
NM_001351860,7,7,10,3,6
NM_199360,449,608,718,345,372
NM_001174098,4,1,12,5,2
NM_001323512,539,811,900,412,470
NM_001164664,91,134,106,59,66
NM_198147,74,80,87,34,32
NM_007076,31,29,43,26,21
NM_032947,72,75,95,34,39
NM_001143948,2,1,3,1,1
NM_001320309,370,506,729,321,328
NM_001029976,104,138,169,74,102
NM_130898,40,63,74,50,35
NM_032312,62,133,100,38,67
NM_173628,4,8,7,4,5
NM_001242924,311,500,667,338,376
NM_032943,95,149,188,78,120
NM_173620,185,193,227,137,118
NM_173627,77,132,181,96,97
NM_001167867,272,357,458,238,208
NM_020197,183,264,258,128,136
NM_152624,79,113,106,40,88
NM_152649,7,6,9,7,4
NM_032316,15,14,21,14,13
NM_006951,96,125,150,74,120
NM_001080779,1125,1590,2121,1046,929
NM_006950,3,2,3,3,3
NM_032314,115,186,214,99,119
NM_173614,25,33,23,17,20
NM_152357,15,22,17,7,15
NM_145288,3,3,3,3,1
NM_145285,23,26,31,37,7
NM_005775,337,386,466,240,197
NM_001145642,141,261,287,156,150
NM_153018,2,5,4,5,2
NM_152339,116,198,166,72,69
NM_153015,16,17,13,8,10
NM_001286035,239,330,415,168,182
NM_207336,31,33,32,20,13
NM_003155,31,34,50,19,17
NM_001282444,547,938,1172,637,615
NM_207338,19,25,20,10,15
NM_005028,93,146,141,64,59
NM_014646,108,179,132,94,91
NM_006437,321,459,377,142,206
NM_014640,447,675,779,407,339
NM_014641,302,451,460,204,252
NM_014643,435,471,443,242,254
NM_005516,189,262,354,173,179
NM_006430,2250,3327,2956,1216,1865
NM_005515,20,26,38,18,20
NM_005512,29,41,79,40,17
NM_014649,340,576,554,289,257
NM_005510,120,152,191,92,79
NM_001172438,10918,14391,16551,7302,6982
NM_006309,163,253,240,89,124
NM_139239,12,15,19,10,10
NM_003774,4,1,2,2,3
NM_003776,185,277,333,112,108
NM_006307,696,924,990,348,433
NM_003772,22,12,14,5,6
NM_006305,144,206,178,74,83
NM_177995,110,123,125,64,95
NM_031407,2501,3553,3475,1679,1878
NM_001419,416,710,807,362,388
NM_001353100,80,98,93,38,51
NM_006445,4877,7494,6638,2708,2995
NM_001256214,233,411,479,205,181
NM_152308,76,112,126,47,33
NM_001256964,165,190,285,127,161
NM_152658,43,45,76,31,21
NM_001320179,12,28,20,7,8
NM_032345,59,83,88,38,43
NM_152305,44,51,63,27,31
NM_152655,10,8,7,6,3
NM_032341,41,63,69,32,34
NM_032340,299,395,429,213,251
NM_032343,60,90,111,50,47
NM_001185077,756,1086,1248,512,563
NM_000725,126,185,278,134,132
NM_001185072,221,299,267,134,156
NM_001347733,58,107,117,53,78
NM_006736,109,139,178,107,110
NM_001037637,293,461,443,152,201
NM_001353009,49,63,45,22,37
NM_001037633,168,263,279,136,129
NM_000723,43,60,83,37,32
NM_002799,1263,1877,2086,831,921
NM_203422,1,5,8,1,2
NM_020312,150,204,219,110,109
NM_001355406,12,22,10,6,8
NM_002790,617,956,958,349,413
NM_002793,1557,2294,2527,954,1217
NM_002795,841,1141,1338,590,667
NM_002794,690,965,1109,418,535
NM_002796,1619,2407,2986,1255,1476
NM_001355409,12,19,26,11,3
NM_138431,196,231,276,145,137
NM_001514,146,206,195,97,102
NM_006939,108,107,99,45,80
NM_001635,6,6,3,4,3
NM_001318203,58,109,90,61,63
NM_001318202,356,489,603,301,299
NM_173802,6,5,12,4,5
NM_020232,177,311,277,99,146
NM_000287,149,165,219,95,109
NM_001258205,13,42,49,25,21
NM_001206864,79,105,77,38,44
NM_032796,145,195,190,88,92
NM_015514,178,307,360,161,136
NM_015513,63,69,90,52,47
NM_001320222,99,143,108,37,66
NM_015511,361,505,591,286,289
NM_021959,59,82,76,44,39
NM_020981,108,119,115,45,85
NM_030753,29,29,38,26,19
NM_001278657,384,648,697,376,346
NM_019619,430,589,630,286,322
NM_002428,13,14,13,10,11
NM_002427,2,2,2,2,1
NM_019613,524,867,922,423,501
NM_001349192,134,214,252,91,99
NM_020897,21,16,19,7,13
NM_001270401,379,579,691,369,367
NM_033338,106,158,150,66,102
NM_004489,199,282,378,176,180
NM_001136195,604,907,1246,670,618
NM_001136194,186,230,206,82,129
NM_052844,933,1332,1552,796,880
NM_052845,68,109,127,69,83
NM_052846,372,497,590,302,271
NM_001076786,278,445,343,126,138
NM_001354199,99,125,141,43,59
NM_015411,727,965,1101,556,593
NM_001301828,77,117,128,64,67
NM_001178010,382,560,722,286,360
NM_170745,636,1288,2026,1150,935
NM_177538,86,119,120,48,85
NM_001321772,24,21,26,14,19
NM_001040105,27,29,44,13,14
NM_183008,41,77,68,40,50
NM_198581,23,22,10,9,10
NM_138335,25,41,30,17,23
NM_001322487,49,50,66,40,34
NM_138336,134,206,230,100,98
NM_001278381,194,256,358,183,158
NM_138330,23,32,16,10,24
NM_183002,442,580,627,288,310
NM_001303448,60,114,114,52,41
NM_001255995,18,30,30,15,8
NM_032824,48,84,63,30,42
NM_001217,123,160,206,106,97
NM_001216,5,2,1,4,3
NM_001211,216,343,328,165,223
NM_001143912,50,81,101,41,56
NM_022168,19,23,17,11,19
NM_001353214,133,220,217,90,93
NM_001358292,37,50,29,9,21
NM_022160,16,19,25,7,15
NM_022163,129,218,257,107,101
NM_022165,18,28,43,18,12
NM_022166,5,4,9,5,4
NM_030912,381,475,498,311,259
NM_021129,150,181,139,47,74
NM_030917,216,292,327,121,156
NM_014716,1,3,4,3,1
NM_030915,17,23,30,13,6
NM_030918,192,262,266,112,122
NM_030919,430,533,522,363,388
NM_058229,10,26,20,9,11
NM_021120,117,186,184,79,90
NM_138481,12,15,30,17,13
NM_001308164,186,327,269,127,156
NM_001322263,33,51,61,27,33
NM_001322260,59,95,139,82,68
NM_001322267,194,328,414,146,214
NM_001033045,19,15,11,3,12
NM_001190482,66,99,86,36,55
NM_001141936,141,165,217,104,76
NM_198584,17,23,15,7,8
NM_001317805,110,160,138,60,120
NM_001321685,8,17,28,9,23
NM_001005751,12,14,16,7,5
NM_007212,98,145,176,69,82
NM_017619,9,14,19,9,6
NM_017617,3017,3689,4211,2193,1890
NM_017615,394,671,747,303,373
NM_017613,140,217,228,104,161
NM_012208,149,210,271,116,152
NM_001316311,1024,1432,1351,437,562
NM_001711,224,302,415,201,164
NM_004483,11,22,23,6,6
NM_004486,529,934,1053,507,510
NM_012204,539,740,622,301,352
NM_012205,75,110,135,65,80
NM_018396,63,79,63,34,53
NM_144703,443,720,744,388,427
NM_133452,518,734,938,473,427
NM_006931,119,166,205,95,151
NM_006930,68,145,83,28,63
NM_000033,69,104,101,63,59
NM_006937,100,154,179,68,77
NM_017924,105,113,147,57,74
NM_003216,55,85,69,39,45
NM_017926,181,258,276,138,153
NM_153221,274,380,458,299,253
NM_153223,50,74,70,28,55
NM_001206559,14,16,18,8,13
NM_001324165,56,56,77,28,42
NM_004269,77,120,150,69,63
NM_001330169,19,34,45,16,14
NM_004267,115,132,145,83,75
NM_001001436,15,17,15,8,11
NM_004263,228,296,395,203,211
NM_001001433,75,117,144,56,109
NM_004260,1043,1361,1658,878,998
NM_001124767,37,53,55,15,25
NM_001291415,133,214,201,81,100
NM_001135644,180,276,328,148,192
NM_001135642,138,199,230,127,142
NM_198573,12,11,22,8,10
NM_004304,129,171,246,142,127
NM_001164496,10,16,9,4,9
NM_001281453,839,1387,1807,937,976
NM_014818,3,11,13,1,16
NM_020470,273,373,445,237,227
NM_001324301,2294,3416,3884,1569,1755
NM_025113,79,118,103,40,42
NM_020474,240,339,216,93,175
NM_025115,72,126,163,88,96
NM_001324309,474,726,818,419,394
NM_015227,69,107,143,79,90
NM_001308158,1,4,2,3,2
NM_198795,4,8,10,3,5
NM_198794,86,132,128,56,91
NM_016526,42,32,52,34,26
NM_016524,36,61,58,26,20
NM_001010983,114,167,147,67,68
NM_175875,184,211,191,125,102
NM_175876,95,89,91,34,61
NM_175871,24,24,14,15,7
NM_175872,34,42,39,29,30
NM_004477,28,44,51,14,29
NM_013240,6,9,9,3,3
NM_013348,26,35,52,18,27
