AccNum,cdReads0_RNA_1,cdReads1_RNA_1,cdReads2_RNA_1,cdReads3_RNA_1,cdReads4_RNA_1
NM_014762,1023,1570,2157,1141,1061
NM_001001323,327,502,317,111,209
NM_014760,187,285,363,178,212
NM_005259,391,554,337,135,253
NM_014765,83,115,139,46,64
NM_014764,92,136,137,74,69
NM_005255,581,978,1284,627,639
NM_005257,17,15,22,16,11
NM_005253,214,257,279,132,142
NM_005252,504,82,252,219,308
NM_152447,175,207,220,87,96
NM_152445,37,63,75,28,41
NM_006099,134,205,256,125,116
NM_032177,84,110,113,54,77
NM_152441,250,326,314,144,126
NM_032175,69,117,86,43,80
NM_032178,90,124,152,64,84
NM_152449,18,34,35,21,26
NM_018685,484,816,744,332,515
NM_018686,97,138,121,60,54
NM_001319036,193,266,272,114,131
NM_001352755,122,186,217,89,91
NM_003272,31,55,64,31,41
NM_002082,139,196,226,105,120
NM_018688,174,272,284,132,135
NM_006092,146,181,243,87,100
NM_022167,424,494,622,294,303
NM_001352289,164,253,368,164,238
NM_001123375,342,608,753,372,339
NM_001257134,51,99,89,40,47
NM_014501,257,337,332,189,202
NM_052966,365,497,428,171,242
NM_003275,6,6,11,2,7
NM_001256666,156,263,272,144,111
NM_032717,16,20,18,15,8
NM_003574,253,433,394,165,212
NM_032711,144,159,143,58,68
NM_003575,338,512,627,366,335
NM_001271893,30,25,48,17,20
NM_003513,2332,4900,7005,3759,3495
NM_001352130,23,21,25,11,14
NM_183353,128,213,174,62,109
NM_183357,7,7,8,2,3
NM_014423,302,468,354,180,242
NM_014149,77,107,123,66,75
NM_001098638,117,169,130,63,68
NM_001348143,26,40,26,6,9
NM_022006,6,13,14,4,1
NM_030935,796,942,849,522,486
NM_012283,8,6,5,6,3
NM_001111035,54,72,89,53,56
NM_015412,86,166,146,77,92
NM_015141,47,66,48,17,32
NM_015143,80,115,131,50,77
NM_015144,109,151,114,59,62
NM_015417,1,5,7,4,4
NM_015414,2145,3079,3300,1431,1493
NM_015147,186,194,198,88,95
NM_015149,62,57,73,34,42
NM_001127222,3,3,4,1,3
NM_175861,524,751,825,359,521
NM_001278116,568,696,886,410,382
NM_012434,31,59,37,21,24
NM_001278119,144,217,208,96,121
NM_001113546,155,283,324,103,127
NM_032780,71,94,129,62,43
NM_012124,11,18,14,4,13
NM_174928,18,16,22,7,12
NM_001353084,286,431,393,166,225
NM_001353080,24,50,54,24,38
NM_012430,33,68,58,19,41
NM_001304420,81,106,93,37,53
NM_170665,886,1611,1618,692,794
NM_015353,166,273,351,190,215
NM_016828,166,245,294,141,129
NM_033449,96,184,187,99,106
NM_001271918,61,124,124,41,81
NM_001040261,41,72,93,50,59
NM_033445,565,1054,1569,705,604
NM_020703,236,260,268,146,118
NM_001319,986,1361,1687,856,818
NM_001330482,23,20,10,4,6
NM_004308,180,266,326,157,161
NM_018237,183,252,234,98,150
NM_006600,490,846,893,373,287
NM_001310,24,15,28,15,11
NM_174953,125,169,295,180,108
NM_001282777,299,490,440,169,243
NM_001329642,60,107,74,28,55
NM_018105,18,37,25,11,19
NM_014460,7,19,8,9,6
NM_001164665,341,498,547,242,240
NM_001350039,160,263,283,158,149
NM_001350065,1052,1620,1333,690,933
NM_018584,1,3,4,1,3
NM_021200,37,42,48,22,24
NM_021202,20,25,29,17,12
NM_021203,213,336,495,175,222
NM_021204,138,202,200,63,78
NM_021205,9,8,8,9,1
NM_001261826,2325,3302,3692,1784,1630
NM_001308080,23,27,24,5,20
NM_001322855,39,73,74,43,52
NM_017966,94,121,144,83,82
NM_001322500,15,21,31,10,15
NM_001350121,169,212,224,77,143
NM_001114403,16,24,29,5,10
NM_014225,2819,4215,5199,2405,2410
NM_001329214,19,11,11,3,8
NM_152499,20,21,29,12,10
NM_138387,221,290,304,166,146
NM_001277313,150,223,222,94,125
NM_014220,17,33,44,23,11
NM_005452,758,1020,1222,607,639
NM_021064,4741,8323,9638,4599,3595
NM_021065,51,114,93,60,69
NM_021066,825,1648,1747,1002,873
NM_001142675,252,401,462,209,231
NM_021061,78,98,91,52,36
NM_021062,1358,2660,3389,1699,1411
NM_178011,98,102,98,48,57
NM_002553,41,64,83,38,51
NM_006929,822,1079,1062,570,647
NM_153477,146,221,266,113,130
NM_002220,53,68,78,39,31
NM_001281482,143,233,323,187,224
NM_153478,51,60,53,38,33
NM_001278351,69,120,147,47,95
NM_001166136,105,126,177,83,81
NM_001174116,74,106,78,23,51
NM_001001660,4,8,3,2,3
NM_001001662,13,18,10,1,4
NM_001297619,9,21,12,4,7
NM_000379,2,1,7,2,6
NM_001010911,8,10,8,13,3
NM_133264,44,76,91,50,34
NM_152493,272,320,389,208,137
NM_133261,53,82,94,55,41
NM_145331,130,179,159,59,95
NM_182925,87,136,188,80,80
NM_182924,87,114,163,98,121
NM_003316,346,414,231,111,176
NM_006234,16,25,17,13,7
NM_003312,86,128,148,83,55
NM_006233,416,583,750,293,234
NM_003311,104,139,149,80,57
NM_153614,6,8,12,4,5
NM_153610,29,28,31,17,25
NM_153613,149,190,212,118,62
NM_004502,117,173,146,66,83
NM_004855,10,10,12,1,9
NM_004506,73,84,85,32,47
NM_180989,63,79,101,39,75
NM_004853,28,51,42,21,26
NM_198439,3,5,3,1,2
NM_015322,210,244,174,65,105
NM_015177,10,24,32,24,11
NM_198433,130,255,190,96,131
NM_013306,254,339,399,178,184
NM_000191,46,70,72,40,49
NM_000190,79,137,143,73,36
NM_001677,212,367,352,144,196
NM_001018067,471,625,660,281,325
NM_032928,106,129,150,70,71
NM_198129,7,14,15,11,6
NM_001331022,99,131,145,57,77
NM_001080504,5,2,1,1,6
NM_001302819,5,6,3,1,2
NM_001286752,52,89,79,44,54
NM_033196,19,23,23,4,16
NM_001324266,34,56,43,24,33
NM_020338,226,332,420,221,162
NM_001206739,39,69,51,18,37
NM_020336,286,471,441,205,271
NM_020335,134,186,233,110,131
NM_001199251,37,55,37,17,22
NM_000064,5,10,11,5,4
NM_004229,192,339,279,124,188
NM_000998,3317,4728,5230,1981,2053
NM_001164372,74,108,92,31,62
NM_145271,53,72,74,42,44
NM_000992,369,491,560,259,221
NM_001348688,10,30,19,6,12
NM_001317238,145,248,304,174,188
NM_000997,1189,1711,1761,626,655
NM_004282,77,100,73,24,36
NM_175932,913,1301,1476,639,839
NM_001300942,165,200,171,90,95
NM_031966,631,978,857,385,596
NM_004704,248,333,414,230,202
NM_001326609,280,385,439,207,216
NM_005689,515,593,618,299,385
NM_001351179,186,308,313,131,191
NM_002040,11,11,14,6,5
NM_002043,1,4,1,1,4
NM_001305456,112,162,219,89,85
NM_002048,3628,4319,4261,1777,1766
NM_013265,1015,1449,1763,918,917
NM_024789,26,45,42,21,25
NM_013262,107,142,193,113,167
NM_024787,11,15,15,7,7
NM_024784,80,113,86,50,56
NM_001206998,265,334,366,159,169
NM_021626,311,392,465,233,257
NM_021199,19,32,16,11,14
NM_032725,156,229,280,128,126
NM_001047160,604,1006,1236,596,691
NM_001305630,26,33,36,18,21
NM_001346082,208,266,286,182,141
NM_002260,13,13,13,6,8
NM_001282666,60,79,121,63,53
NM_024888,12,16,18,3,4
NM_002269,35,70,43,23,36
NM_002268,110,171,139,71,86
NM_002598,436,610,625,320,355
NM_024430,8,11,14,5,7
NM_001136026,773,1131,1316,556,575
NM_021197,5,5,8,7,8
NM_001136022,273,363,338,146,182
NM_001256410,61,106,75,38,46
NM_001024593,9,14,14,5,12
NM_005458,6,9,8,2,2
NM_032546,2,4,14,4,8
NM_001024594,25,41,43,18,23
NM_032548,8,23,26,15,12
NM_007275,62,81,111,55,51
NM_033631,155,281,258,109,117
NM_001346228,131,204,192,77,122
NM_033141,278,334,374,218,197
NM_001130007,215,329,274,151,141
NM_014209,9,11,18,8,8
NM_001322966,349,524,390,156,253
NM_001349247,122,179,209,110,101
NM_001329765,232,282,333,164,168
NM_001025237,208,261,291,145,165
NM_080678,45,65,64,28,33
NM_001191003,304,440,449,198,227
NM_006598,226,319,490,241,219
NM_152271,94,148,109,45,65
NM_080670,312,385,497,211,192
NM_080672,1,1,11,1,1
NM_080677,159,254,322,147,169
NM_001319207,52,57,65,20,36
NM_015319,548,500,575,308,279
NM_001330159,33,49,48,23,26
NM_015315,738,975,1108,509,488
NM_015317,492,742,678,319,433
NM_015316,23,35,50,29,16
NM_001348239,29,60,50,20,23
NM_018273,46,64,81,38,45
NM_015312,169,265,189,73,151
NM_012338,31,58,67,21,30
NM_012339,121,170,198,93,92
NM_001277120,11,15,9,6,6
NM_012337,15,20,15,10,10
NM_012334,494,771,788,288,344
NM_152277,177,259,243,98,115
NM_012333,50,65,82,22,34
NM_012330,170,216,179,84,99
NM_017752,14,18,12,7,9
NM_014402,474,624,708,257,290
NM_002690,51,66,54,32,30
NM_014400,3,5,6,3,1
NM_014950,55,68,39,24,34
NM_001195124,14,26,18,19,10
NM_014405,7,11,15,6,3
NM_005066,2463,4038,4782,2350,2578
NM_005067,169,216,231,81,82
NM_001321118,111,178,174,75,94
NM_005063,474,737,734,311,369
NM_001242854,349,565,617,266,335
NM_018356,62,84,122,43,73
NM_001350593,17,13,15,5,21
NM_004220,30,42,52,29,38
NM_005069,62,88,108,42,49
NM_018091,319,472,559,221,301
NM_018090,158,229,248,155,167
NM_018093,343,499,646,339,406
NM_018092,247,360,291,127,191
NM_018094,52,93,57,18,32
NM_001307944,23,35,36,15,19
NM_004381,109,162,183,96,104
NM_001813,46,75,48,15,57
NM_001812,21,50,21,9,7
NM_001206938,120,185,194,94,105
NM_001244963,502,705,794,427,453
NM_001316919,2,3,5,3,3
NM_004227,112,161,160,62,90
NM_005558,2,6,5,1,3
NM_007274,196,332,421,166,185
NM_022496,26,31,34,12,34
NM_022497,101,147,130,66,86
NM_022491,53,93,73,43,37
NM_022492,143,189,212,119,136
NM_001301224,20,22,30,12,10
NM_018899,75,100,121,48,41
NM_018898,118,145,194,88,94
NM_018890,88,118,141,53,54
NM_004226,51,96,71,33,60
NM_001300940,28,40,37,12,18
NM_198077,116,145,178,91,66
NM_018896,148,226,253,143,120
NM_020928,190,334,351,172,199
NM_001142310,20,35,34,17,20
NM_001301228,31,49,30,13,19
NM_020922,50,66,53,18,30
NM_020923,38,47,23,13,12
NM_001142522,287,305,213,88,116
NM_001267708,3,12,9,1,2
NM_001105,107,150,153,69,87
NM_024104,47,88,107,46,56
NM_020343,61,88,75,29,34
NM_025207,284,355,462,197,236
NM_001101,7861,11148,14760,6473,6481
NM_025201,190,206,232,118,113
NM_025203,142,173,175,71,75
NM_004225,593,837,873,354,377
NM_001329114,69,84,114,45,51
NM_001109,4,11,16,5,7
NM_016141,190,339,308,136,163
NM_016140,269,399,440,221,194
NM_016143,184,328,359,161,143
NM_016142,127,129,119,44,87
NM_016145,452,614,756,313,356
NM_024100,799,1095,1527,744,694
NM_001321628,34,74,108,37,72
NM_000600,3,4,11,8,4
NM_000603,5,11,8,1,1
NM_000602,138,275,376,128,142
NM_001256185,153,218,291,117,139
NM_017814,210,307,343,182,162
NM_020175,785,1297,1723,799,900
NM_017816,42,61,74,27,36
NM_017817,97,189,153,63,63
NM_017811,137,185,195,83,103
NM_017813,247,333,328,129,212
NM_017818,241,318,382,189,209
NM_001198862,52,68,68,45,38
NM_001329224,1436,2396,2769,1246,1284
NM_024108,56,50,106,43,37
NM_001080503,4,1,2,3,2
NM_020170,807,1122,1491,778,761
NM_015948,7,24,19,7,10
NM_016496,111,159,155,73,86
NM_016494,411,561,705,294,287
NM_013332,34,29,23,11,5
NM_016360,224,333,406,246,251
NM_015941,108,166,173,72,102
NM_016368,938,1427,1808,898,791
NM_016498,98,80,161,65,67
NM_001012515,144,214,193,97,92
NM_001284304,168,235,299,152,135
NM_004064,104,136,96,63,75
NM_138426,31,53,41,13,22
NM_138421,80,160,176,70,113
NM_138420,853,1112,1118,611,551
NM_014203,1529,2247,2894,1447,1216
NM_001351010,55,110,85,38,52
NM_198841,56,74,76,37,36
NM_001199917,119,173,186,63,109
NM_001271840,75,125,127,52,42
NM_007332,13,15,8,3,4
NM_001303447,152,230,268,108,114
NM_006729,85,132,98,47,59
NM_173491,56,95,103,33,58
NM_152341,282,350,415,198,178
NM_173495,25,37,40,11,19
NM_001308274,3,6,4,1,3
NM_173496,24,32,41,16,29
NM_199420,124,163,169,91,155
NM_199421,55,97,72,29,50
NM_001349877,1,11,10,4,5
NM_181342,23,44,43,12,13
NM_001145547,155,240,247,83,136
NM_024848,27,31,67,31,22
NM_001323906,14,24,26,9,13
NM_001323900,37,28,27,27,3
NM_001080508,116,219,240,94,99
NM_001080509,2,5,2,3,1
NM_024333,422,624,766,370,360
NM_024332,27,30,23,5,7
NM_024843,256,351,383,195,247
NM_024330,7,17,8,14,7
NM_024336,422,529,502,225,195
NM_001080501,100,108,120,55,53
NM_001122957,231,276,338,180,170
NM_178862,432,603,525,192,323
NM_022760,101,137,142,75,80
NM_178868,9,5,11,5,6
NM_001078172,6,9,11,9,5
NM_001078173,17,29,26,10,15
NM_001078177,790,1087,1433,622,675
NM_001300868,44,59,75,39,32
NM_004060,115,141,120,40,77
NM_001085481,4,7,3,5,3
NM_032042,30,39,40,11,23
NM_001300862,86,115,125,54,38
NM_001085487,39,72,71,35,61
NM_001127358,150,249,175,69,108
NM_138572,144,218,274,150,129
NM_052857,75,82,64,21,43
NM_020165,58,108,114,27,46
NM_001012761,691,981,1085,546,541
NM_006579,98,140,188,63,89
NM_003509,1546,2722,4109,2304,1632
NM_003508,12,23,24,8,13
NM_006571,69,115,112,52,58
NM_003502,462,695,750,358,369
NM_003507,370,533,566,232,231
NM_015173,372,536,568,229,273
NM_003505,1160,1506,1695,795,694
NM_006576,2,1,8,3,6
NM_024963,352,388,516,275,292
NM_001139442,105,174,235,91,96
NM_001007237,397,509,468,246,260
NM_001127266,189,234,273,156,127
NM_078487,8,15,10,8,10
NM_002908,33,32,40,12,30
NM_001244949,116,154,163,80,138
NM_002906,111,139,119,39,64
NM_002901,142,222,173,83,108
NM_005273,3776,5552,6990,3184,3361
NM_001006941,154,208,234,110,110
NM_005902,150,198,233,99,111
NM_152429,38,37,68,28,23
NM_005907,40,51,30,22,34
NM_005274,79,107,117,44,33
NM_005909,459,633,506,196,225
NM_005908,69,104,88,59,58
NM_152421,429,558,659,288,300
NM_152420,37,40,31,18,26
NM_032156,32,46,60,32,32
NM_005029,149,177,179,86,75
NM_032482,609,886,1143,595,575
NM_001286270,149,199,249,126,130
NM_024099,2,6,7,7,4
NM_001286272,348,578,620,235,281
NM_001007090,11,14,8,4,8
NM_014547,52,60,59,15,35
NM_005470,118,154,166,74,106
NM_014918,484,701,520,197,258
NM_001346765,459,713,798,455,384
NM_031288,194,260,340,153,142
NM_031284,301,410,501,272,288
NM_031287,214,287,295,134,142
NM_031280,375,492,467,204,230
NM_031283,105,170,200,115,91
NM_020390,4,14,20,14,8
NM_032735,3,6,10,7,4
NM_032737,3102,4548,5096,2664,2762
NM_032730,38,51,43,20,25
NM_032731,143,239,240,75,96
NM_015291,87,114,114,54,64
NM_005479,6,9,5,5,2
NM_001353189,159,208,213,107,138
NM_001127671,260,324,217,102,143
NM_138961,14,22,27,9,4
NM_001104546,98,155,192,77,83
NM_001114118,182,263,261,131,171
NM_183376,35,66,134,73,126
NM_024811,211,329,333,189,198
NM_002676,110,166,206,90,93
NM_001354006,73,115,130,42,78
NM_006015,669,826,931,476,399
NM_013450,211,242,165,96,131
NM_013451,580,899,657,226,410
NM_015439,33,47,48,23,24
NM_018469,553,794,809,395,393
NM_015431,4,18,15,9,7
NM_015434,215,320,447,186,218
NM_006620,158,224,198,91,148
NM_001006617,520,756,755,356,389
NM_019056,486,642,754,322,353
NM_015124,95,125,116,67,68
NM_015089,353,482,600,338,352
NM_015123,10,12,16,6,7
NM_001289978,176,255,418,238,227
NM_033281,27,46,37,14,19
NM_033280,50,72,68,26,41
NM_001289972,35,43,28,16,10
NM_001289973,88,102,136,80,61
NM_001042533,43,36,51,30,34
NM_003262,45,61,49,11,38
NM_001031690,13,13,21,13,13
NM_020760,4,8,1,3,3
NM_003263,4,5,1,1,3
NM_006623,1520,2397,2882,1405,1316
NM_181836,8,5,4,1,3
NM_181837,93,122,111,35,58
NM_001358008,12,18,6,5,9
NM_052909,20,26,39,20,17
NM_001185092,75,110,130,66,78
NM_052905,192,267,174,62,92
NM_203394,170,238,267,159,177
NM_018462,181,247,231,109,123
NM_181838,69,137,141,59,75
NM_052902,233,368,509,264,331
NM_170607,125,192,227,107,119
NM_170606,240,349,281,131,216
NM_170600,18,14,18,6,7
NM_003613,2,2,9,4,7
NM_006622,857,2096,3087,1613,2425
NM_172312,2,6,6,1,1
NM_001354587,10,22,19,4,9
NM_020524,1154,2090,2550,1484,1289
NM_033467,3,6,5,1,1
NM_003536,6533,11990,15304,7213,5343
NM_020762,31,54,52,31,41
NM_001378,127,200,172,71,90
NM_177924,120,173,148,61,98
NM_001329991,22,24,16,6,13
NM_001329990,157,219,243,127,145
NM_001316958,29,34,46,17,18
NM_001373,173,215,177,75,117
NM_001370,10,12,9,12,5
NM_182898,10,26,34,10,8
NM_003537,9800,17196,23572,10871,8243
NM_022064,216,268,340,176,138
NM_022061,326,368,480,184,208
NM_022060,41,66,75,45,55
NM_022063,77,104,80,20,40
NM_022062,133,174,261,132,107
NM_001320743,10,18,15,4,11
NM_001350004,2,3,5,2,2
NM_001024858,4,4,14,6,3
NM_001320748,117,150,221,147,167
NM_012479,883,1304,1392,607,656
NM_004964,578,832,910,420,492
NM_012473,152,239,230,95,108
NM_001318508,41,34,47,10,26
NM_012477,143,196,215,124,127
NM_012476,65,58,79,38,33
NM_018490,7,4,8,4,11
NM_001146175,68,91,118,69,59
NM_001270837,557,829,1106,621,511
NM_001001709,4,2,3,2,1
NM_001146171,28,52,60,17,24
NM_001013439,217,322,279,118,133
NM_001304473,21,35,35,24,14
NM_003292,462,629,446,193,331
NM_012268,2770,3879,4721,2746,2328
NM_001330541,1321,1868,2528,1167,1079
NM_021082,1,3,1,2,1
NM_018641,144,179,228,84,91
NM_001850,78,105,101,55,66
NM_001286470,115,185,197,105,96
NM_153451,12,28,31,10,16
NM_153450,88,89,116,64,61
NM_001014443,151,209,223,127,113
NM_015237,3,9,5,1,4
NM_001330331,52,81,90,30,48
NM_001330330,62,77,69,24,51
NM_052859,131,175,193,88,125
NM_015086,63,81,110,43,50
NM_001173488,36,72,36,12,25
NM_032898,2,2,4,3,2
NM_001199054,117,177,166,108,78
NM_001321291,364,525,615,330,275
NM_001195259,52,67,70,45,34
NM_001321295,18,20,14,5,12
NM_014323,405,507,524,232,228
NM_001243974,108,175,165,73,96
NM_000355,55,73,83,47,45
NM_006812,824,1269,1397,684,748
NM_006813,154,181,142,71,55
NM_006810,103,144,130,62,54
NM_000358,5,9,11,10,8
NM_006816,477,628,773,316,303
NM_014321,187,321,383,139,232
NM_001168368,82,116,130,80,70
NM_006742,163,228,256,105,91
NM_006743,930,1448,1525,514,738
NM_006216,382,560,517,205,271
NM_001172688,275,347,428,232,230
NM_003331,718,1001,1233,720,703
NM_006745,88,111,123,46,81
NM_003998,195,303,233,79,113
NM_003999,182,269,207,61,87
NM_001351356,775,1110,1378,605,657
NM_006218,57,93,52,15,45
NM_001351601,44,64,66,29,55
NM_020131,120,168,235,111,126
NM_004522,247,302,235,112,162
NM_020135,383,499,489,252,312
NM_020137,222,347,356,185,208
NM_020139,54,74,81,29,35
NM_004529,16,23,16,4,3
NM_020685,13,27,18,3,4
NM_001324069,30,30,51,20,23
NM_020682,19,27,45,13,22
NM_020680,748,1129,1295,641,639
NM_001039141,500,645,759,432,370
NM_005614,44,61,89,33,42
NM_001243186,147,240,424,260,267
NM_032902,296,368,442,230,269
NM_032900,72,125,129,74,75
NM_198450,21,26,24,10,9
NM_018066,200,277,316,180,176
NM_001300883,88,158,111,45,87
NM_024658,874,1220,1403,606,724
NM_152735,80,105,112,53,58
NM_002479,211,343,400,169,157
NM_001330333,50,91,79,33,33
NM_001167575,21,22,22,16,11
NM_145648,129,153,202,116,141
NM_152736,27,37,34,23,21
NM_001324243,22,25,17,11,14
NM_001324240,102,145,184,76,101
NM_012265,111,152,157,107,103
NM_001278277,22,30,40,13,12
NM_001322795,91,143,99,41,69
NM_001113324,91,111,157,81,93
NM_001258038,435,409,562,282,329
NM_001453,133,210,174,74,69
NM_002470,26,48,69,18,33
NM_002024,68,108,94,45,77
NM_014419,6,15,10,3,3
NM_206866,748,1227,934,392,528
NM_001193452,182,252,322,142,155
NM_015102,79,131,114,61,74
NM_001166010,71,119,99,37,53
NM_001193362,108,135,204,89,103
NM_005053,589,819,1091,522,499
NM_001113378,359,582,618,240,330
NM_205548,12,13,6,3,6
NM_001165032,7,7,13,6,2
NM_001314052,135,139,175,74,85
NM_015012,33,72,88,36,65
NM_004134,741,1180,1203,484,645
NM_181900,3,5,11,4,8
NM_001287439,236,342,380,173,254
NM_002065,470,750,866,395,471
NM_002064,35,51,63,26,19
NM_002061,107,160,160,61,67
NM_001303124,56,61,70,32,29
NM_001003722,324,514,627,265,345
NM_001303126,12,19,14,11,13
NM_001287432,43,75,45,17,23
NM_001039111,43,61,61,34,33
NM_002451,67,60,57,22,32
NM_002069,269,357,328,149,206
NM_002068,5,7,10,4,9
NM_001243597,592,797,682,332,473
NM_145178,3,3,3,3,1
NM_001354607,5,8,9,3,3
NM_001199237,359,363,380,196,178
NM_003190,464,533,669,363,303
NM_003192,365,358,323,152,179
NM_003196,67,97,124,42,49
NM_007114,38,56,41,21,31
NM_002248,22,20,37,15,13
NM_001166159,540,846,1019,461,549
NM_002240,48,63,62,34,42
NM_001318042,138,173,198,94,97
NM_007037,92,73,88,98,8
NM_000321,69,98,64,24,35
NM_001271186,55,73,56,16,29
NM_001127217,11,15,16,13,7
NM_001136005,645,929,929,364,486
NM_001323044,100,134,133,59,113
NM_007111,273,376,403,172,183
NM_001297576,138,232,223,111,122
NM_001029891,5,2,1,2,2
NM_007033,203,264,320,174,175
NM_001287337,10,8,7,5,3
NM_001297573,232,226,287,160,108
NM_001127211,35,43,32,15,16
NM_001329096,3,2,2,2,1
NM_012263,41,66,48,21,42
NM_001349263,65,83,99,53,60
NM_025245,50,67,85,52,42
NM_025246,55,66,62,19,29
NM_001144944,216,329,340,130,155
NM_004411,1,5,7,2,4
NM_001300755,45,67,78,35,52
NM_001330760,50,93,115,65,61
NM_001288968,128,145,229,79,104
NM_005592,120,199,249,149,174
NM_001288962,447,655,800,370,328
NM_001320240,31,36,47,28,21
NM_015332,321,447,523,310,323
NM_001145427,91,130,99,55,61
NM_015330,319,464,456,199,232
NM_018257,166,182,151,77,106
NM_015336,84,116,102,42,82
NM_015335,493,730,609,298,426
NM_006486,421,584,675,361,294
NM_018259,205,338,381,185,227
NM_015338,841,1393,1193,572,782
NM_001197123,331,506,664,322,301
NM_019120,2,5,5,1,3
NM_019121,412,506,647,411,344
NM_012310,279,379,358,145,167
NM_012311,31,46,46,24,34
NM_004327,267,390,496,289,276
NM_001270482,480,800,923,384,499
NM_004553,279,469,451,187,212
NM_012318,555,829,948,418,523
NM_001110556,10825,17372,18893,9340,9981
NM_014421,27,21,32,16,22
NM_005738,22,37,21,5,14
NM_001190316,107,141,154,112,104
NM_005049,483,703,826,360,411
NM_014427,194,236,339,139,189
NM_005732,22,34,20,12,14
NM_005730,314,522,553,266,223
NM_001129891,44,35,54,29,20
NM_001256293,3,6,6,4,7
NM_005737,436,522,459,185,205
NM_005734,1001,1574,1403,735,889
NM_005735,245,312,410,190,230
NM_176869,81,124,115,44,78
NM_004324,272,378,393,204,202
NM_001291304,18,17,13,2,10
NM_198722,97,158,215,89,102
NM_021643,452,606,590,279,340
NM_198723,126,150,220,114,126
NM_001204527,560,799,983,426,443
NM_001352071,372,567,538,264,389
NM_001747,988,1381,1636,769,887
NM_001294,645,987,1272,626,496
NM_001293,208,303,320,134,168
NM_001322248,40,45,50,17,22
NM_001749,1387,2083,2484,1122,1062
NM_182688,154,226,197,88,112
NM_022473,454,621,600,278,335
NM_033515,176,262,207,78,144
NM_022474,83,110,114,46,64
NM_022479,19,32,23,14,15
NM_182687,512,686,865,421,369
NM_152335,3,3,3,1,4
NM_022900,248,346,357,124,212
NM_020321,4,6,5,3,7
NM_004675,114,117,115,49,42
NM_012192,105,103,177,78,69
NM_032023,86,110,163,72,78
NM_020904,330,399,442,210,183
NM_020909,98,158,177,70,113
NM_005001,188,203,237,88,89
NM_020784,25,46,26,18,16
NM_001317889,16,38,32,10,12
NM_001146699,267,430,460,235,247
NM_001321350,18,20,21,15,17
NM_001321357,428,717,860,418,439
NM_001321356,30,43,20,12,17
NM_016167,329,451,436,155,176
NM_001178099,2,16,6,2,4
NM_001319959,88,112,161,82,76
NM_031308,34,41,34,23,25
NM_181491,124,201,233,114,111
NM_016169,56,79,104,52,32
