AccNum,cdReads0_RNA_2,cdReads1_RNA_2,cdReads2_RNA_2,cdReads3_RNA_2,cdReads4_RNA_2
NM_173794,15,17,16,17,9
NM_014830,184,194,144,86,84
NM_014345,339,304,246,146,134
NM_014344,319,307,273,144,158
NM_014347,115,107,100,71,71
NM_005324,1672,1940,1763,1160,1043
NM_005321,11601,15940,13915,7310,4144
NM_005320,871,1432,1200,586,416
NM_005323,9,7,8,3,4
NM_005322,4248,5957,5026,2526,1384
NM_001349382,53,84,66,27,38
NM_152794,24,32,35,27,22
NM_152793,30,22,19,18,23
NM_152791,33,42,32,28,12
NM_001010000,24,30,9,10,11
NM_001286813,18,24,16,5,5
NM_017921,1210,1487,1266,873,806
NM_024496,1760,1118,933,485,402
NM_006252,16,24,10,12,12
NM_012163,24,11,11,8,2
NM_001009944,624,503,443,274,279
NM_012161,231,347,284,210,225
NM_001282526,43,66,74,53,39
NM_012164,275,290,278,187,175
NM_001349660,125,169,140,108,74
NM_012168,11,8,13,8,12
NM_006255,47,47,31,15,23
NM_032940,378,476,421,306,239
NM_024531,635,534,505,311,238
NM_017922,47,81,69,55,58
NM_145166,117,117,104,50,31
NM_001173543,146,110,129,69,73
NM_001258359,330,291,359,202,158
NM_198897,469,453,386,267,201
NM_001258353,1829,2118,1826,1141,1025
NM_206920,11,11,20,15,30
NM_152868,11,9,10,9,4
NM_001323342,77,103,86,82,65
NM_001162407,174,284,378,408,370
NM_001258459,7,3,5,2,4
NM_001042522,112,76,87,56,52
NM_001042,7,10,6,3,6
NM_004747,1152,1116,1009,713,613
NM_001516,83,111,67,59,64
NM_004034,609,769,644,466,352
NM_001515,8,8,8,8,3
NM_001330620,3,1,2,2,3
NM_004748,19,47,36,23,24
NM_004749,1676,1623,1482,913,808
NM_001142286,151,231,169,125,111
NM_021932,1277,1237,1179,783,607
NM_022358,3,2,1,2,2
NM_004429,63,69,37,33,17
NM_007217,73,75,99,52,43
NM_022353,73,99,61,44,34
NM_022350,2,4,2,2,7
NM_006892,101,106,104,58,57
NM_006893,303,348,319,198,169
NM_006896,58,48,40,16,14
NM_006897,39,35,24,8,6
NM_006899,711,828,757,514,383
NM_001943,55,64,39,22,42
NM_004424,487,514,596,394,314
NM_001142569,211,186,165,125,99
NM_001142568,247,350,177,156,182
NM_001031855,38,37,28,23,34
NM_030573,275,257,209,115,71
NM_006566,2,2,2,1,3
NM_004877,44,56,38,30,30
NM_012260,161,243,220,136,116
NM_001024678,148,143,146,76,55
NM_003329,255,329,250,191,160
NM_004420,24,31,39,22,17
NM_016261,47,53,37,24,27
NM_016262,73,99,79,65,72
NM_016263,502,504,495,278,212
NM_032985,438,480,465,290,218
NM_198183,144,136,107,57,52
NM_016269,16,20,25,10,10
NM_004422,685,705,738,494,374
NM_198189,147,185,153,96,86
NM_002293,3526,4545,3623,2652,2376
NM_030581,203,214,208,125,137
NM_001290043,545,515,419,300,267
NM_181714,10,18,18,12,7
NM_001198909,264,240,251,134,122
NM_007156,36,26,24,13,17
NM_173084,123,160,73,43,46
NM_001198903,218,243,218,142,152
NM_173083,64,101,66,48,56
NM_001300739,25,26,17,16,9
NM_018352,41,54,59,41,32
NM_001354469,6,5,8,3,3
NM_006302,1166,968,860,506,436
NM_181726,15,6,7,7,4
NM_007215,71,66,68,64,55
NM_007214,58,91,85,44,41
NM_007213,24,31,20,18,17
NM_181723,53,48,54,50,52
NM_001350628,33,30,32,26,9
NM_052875,172,177,185,119,89
NM_007219,17,19,14,16,7
NM_007218,311,309,176,106,95
NM_003918,41,45,36,22,18
NM_001206897,96,123,94,60,61
NM_001010860,7,13,10,10,7
NM_198141,41,46,46,28,18
NM_003910,982,1033,1015,673,474
NM_001190274,256,288,155,111,141
NM_052876,1441,1408,1376,827,752
NM_003914,64,71,33,37,29
NM_003915,993,1026,945,597,479
NM_001308351,12,21,39,31,30
NM_001318058,54,57,53,29,33
NM_001351684,13,19,17,13,9
NM_014498,171,208,193,155,103
NM_001618,1914,2350,1837,1251,930
NM_144668,6,9,11,4,8
NM_001351860,5,4,5,1,1
NM_199360,560,604,478,342,316
NM_001174098,5,3,6,6,3
NM_001323512,639,723,639,421,345
NM_001164664,146,136,85,60,74
NM_198147,104,83,54,33,27
NM_007076,40,48,40,22,27
NM_032947,57,48,44,21,17
NM_001143948,1,3,4,2,3
NM_001320309,407,495,467,270,207
NM_001029976,140,166,118,84,71
NM_130898,54,46,50,31,21
NM_032312,121,151,80,58,46
NM_173628,8,5,2,6,4
NM_001242924,381,506,430,321,316
NM_032943,131,215,189,164,136
NM_173620,205,158,170,118,93
NM_173627,108,135,129,78,71
NM_001167867,313,351,325,209,155
NM_020197,213,239,225,155,125
NM_152624,110,138,109,85,91
NM_152649,5,9,8,6,6
NM_032316,18,14,15,11,6
NM_006951,133,158,140,97,114
NM_001080779,1095,1301,1319,829,736
NM_032314,178,179,189,127,94
NM_173614,25,33,22,14,16
NM_152357,22,27,25,27,26
NM_145288,4,5,3,1,2
NM_145285,17,15,11,9,5
NM_005775,254,263,250,153,168
NM_001145642,151,170,205,134,105
NM_153018,5,7,5,7,6
NM_152339,195,187,123,56,59
NM_153015,19,17,7,8,6
NM_001286035,234,271,253,160,115
NM_207336,29,12,12,9,14
NM_207334,12,5,4,3,2
NM_003155,24,20,29,11,17
NM_001282444,543,679,765,483,464
NM_207338,19,20,22,5,5
NM_005028,99,137,134,82,67
NM_014646,119,158,96,71,83
NM_006437,396,447,340,199,258
NM_014640,531,537,461,268,270
NM_014641,224,245,254,150,151
NM_014643,576,485,345,232,217
NM_005516,228,220,227,153,140
NM_006430,2733,3229,2229,1610,1451
NM_005515,25,12,18,7,7
NM_005512,41,58,59,26,17
NM_014649,383,467,507,320,242
NM_005510,98,105,111,62,58
NM_001172438,10777,12109,11220,6993,6501
NM_006309,204,298,257,213,162
NM_139239,7,11,15,10,10
NM_003776,232,254,205,148,109
NM_006307,757,756,663,410,344
NM_003772,16,22,14,12,2
NM_006305,196,241,178,102,76
NM_177995,142,123,109,66,93
NM_031407,2159,2395,2062,1377,1295
NM_001419,556,660,588,394,367
NM_001353100,117,107,115,79,46
NM_006445,3983,4306,3387,1851,1975
NM_001256214,221,209,240,114,127
NM_152308,129,129,125,61,47
NM_001256964,273,193,205,114,110
NM_152658,46,42,43,33,21
NM_001320179,22,16,21,10,13
NM_032345,78,92,71,31,36
NM_152305,42,57,50,45,36
NM_152655,3,8,8,5,6
NM_032341,47,57,39,33,42
NM_032340,333,315,309,187,163
NM_032343,77,83,86,48,36
NM_001185077,860,768,840,501,563
NM_000725,150,149,174,117,104
NM_001185072,255,284,185,129,131
NM_001347733,67,96,96,74,76
NM_006736,139,152,146,96,93
NM_001037637,387,447,362,229,177
NM_001353009,53,66,75,46,38
NM_001037633,227,216,216,104,104
NM_000723,46,50,35,31,30
NM_002799,1465,1675,1469,930,770
NM_203422,3,5,5,2,1
NM_020312,156,169,150,85,91
NM_001355406,23,28,16,6,14
NM_002790,760,928,711,460,338
NM_002793,2044,2389,1911,1220,1033
NM_002795,952,1069,986,593,452
NM_002794,874,870,839,507,364
NM_002796,1929,2175,1946,1254,1022
NM_001355409,10,17,22,13,6
NM_138431,252,185,201,123,116
NM_001514,166,235,181,143,107
NM_006939,99,149,92,70,81
NM_001635,7,8,7,4,3
NM_001318203,77,100,82,63,67
NM_001318202,378,379,376,265,218
NM_173802,6,6,6,1,2
NM_020232,226,297,236,147,134
NM_000287,138,127,172,85,90
NM_001258205,22,39,41,27,24
NM_001206864,75,122,98,56,50
NM_032796,210,270,206,158,140
NM_015514,220,269,258,185,123
NM_015513,79,78,81,61,37
NM_001320222,124,216,160,133,117
NM_015511,441,474,402,216,231
NM_021959,53,73,53,34,29
NM_020981,107,105,96,52,65
NM_030753,38,26,28,14,15
NM_001278657,496,474,505,324,243
NM_019619,499,694,563,377,328
NM_002428,5,4,9,5,3
NM_019613,659,743,643,403,328
NM_001349192,181,210,204,154,117
NM_020897,24,25,14,6,7
NM_001270401,456,425,452,295,270
NM_033338,149,168,119,93,90
NM_004489,220,234,254,157,112
NM_001136195,707,817,773,552,576
NM_001136194,219,334,212,173,138
NM_052844,1266,1276,1187,731,591
NM_052845,90,113,98,68,55
NM_052846,352,329,284,202,164
NM_001076786,343,467,369,264,189
NM_001354199,114,164,123,80,66
NM_015411,765,832,793,492,400
NM_001301828,92,118,116,67,50
NM_001178010,409,488,461,261,215
NM_170745,764,1276,1508,915,647
NM_177538,114,157,104,100,84
NM_001321772,32,31,21,22,22
NM_001040105,17,21,17,19,17
NM_183008,55,70,60,29,41
NM_198581,20,18,16,7,10
NM_138335,30,42,33,28,25
NM_001322487,55,49,48,28,22
NM_138336,300,246,270,150,144
NM_001278381,212,206,244,129,117
NM_138330,21,34,23,18,23
NM_001040108,1,2,3,1,4
NM_183002,455,548,362,275,205
NM_001303448,68,95,109,57,51
NM_001255995,19,25,28,15,17
NM_032824,76,93,69,34,41
NM_001217,164,142,135,83,60
NM_001216,2,2,2,3,2
NM_001211,329,484,370,266,200
NM_001143912,72,87,71,50,38
NM_022168,20,16,19,11,13
NM_001353214,194,202,145,118,91
NM_001358292,28,26,9,13,21
NM_022160,28,29,25,11,20
NM_022163,188,225,217,103,112
NM_022165,34,36,28,15,8
NM_022166,2,2,8,6,2
NM_030912,466,455,388,247,201
NM_021129,161,184,157,95,73
NM_030917,233,340,309,204,139
NM_030915,25,34,28,18,16
NM_030918,246,212,199,130,108
NM_030919,555,530,403,287,261
NM_058229,22,26,20,8,10
NM_021120,142,189,146,85,62
NM_138481,17,21,23,12,8
NM_001308164,202,355,247,169,160
NM_001322263,59,46,54,26,22
NM_001322260,63,75,74,62,43
NM_001322267,269,287,270,176,160
NM_001033045,39,41,8,8,9
NM_001190482,92,92,77,72,47
NM_001141936,169,179,177,118,77
NM_198584,17,16,19,11,12
NM_001317805,129,196,128,95,93
NM_001321685,16,25,36,30,23
NM_001005751,11,18,16,14,6
NM_007212,77,146,125,102,65
NM_017619,11,17,14,16,13
NM_017617,1986,1840,1879,1249,1062
NM_017615,623,713,725,460,394
NM_017613,226,223,204,155,139
NM_012208,166,199,215,153,124
NM_001316311,1124,1279,1157,648,493
NM_001711,211,197,171,123,134
NM_004483,11,11,19,19,12
NM_004486,603,725,747,458,376
NM_012204,639,596,373,210,278
NM_012205,85,75,80,54,55
NM_018396,78,103,44,60,44
NM_144703,485,591,518,351,279
NM_133452,377,407,460,312,372
NM_006931,134,196,173,108,118
NM_006930,126,170,126,81,64
NM_000033,94,70,75,58,42
NM_006937,112,141,139,89,68
NM_017924,125,137,120,62,58
NM_003216,64,57,46,26,40
NM_017926,201,257,190,131,125
NM_153221,298,258,320,193,160
NM_153223,64,82,68,62,57
NM_001206559,19,17,12,9,7
NM_001324165,51,55,42,31,20
NM_004269,100,102,122,50,50
NM_001330169,22,29,22,21,10
NM_004267,129,104,88,44,60
NM_001001436,18,25,14,17,8
NM_004263,244,265,229,172,155
NM_001001433,70,75,90,73,82
NM_004260,1318,1087,1092,746,719
NM_001124767,36,50,47,23,21
NM_001291415,172,216,160,88,120
NM_001135644,210,314,274,203,154
NM_001135642,168,172,204,124,96
NM_198573,20,16,11,8,5
NM_004304,158,142,124,94,86
NM_001164496,16,15,14,14,8
NM_001281453,970,1069,1129,655,640
NM_014818,7,11,1,4,7
NM_020470,355,367,322,176,155
NM_001324301,2693,3180,2686,1665,1330
NM_025113,121,141,118,84,66
NM_020474,271,421,211,183,198
NM_025115,114,118,130,67,68
NM_001324309,497,548,500,313,296
NM_015227,85,96,107,86,65
NM_198795,5,4,4,5,4
NM_198794,115,178,139,92,93
NM_016529,8,8,9,2,1
NM_016526,32,35,37,15,17
NM_016524,37,35,30,15,13
NM_001010983,124,161,117,73,45
NM_175875,191,154,182,86,73
NM_175876,143,127,85,51,59
NM_175871,26,27,19,11,10
NM_175872,47,36,27,20,20
NM_004477,43,73,55,40,41
NM_013240,9,4,9,6,3
NM_013348,17,23,22,11,5
NM_001277403,22,26,22,15,14
NM_002160,5267,6609,6745,4803,3583
NM_013242,199,218,204,100,76
NM_002166,47,75,71,53,71
NM_002167,546,1017,760,471,466
NM_013341,217,269,258,153,115
NM_002168,636,686,590,361,294
NM_001199860,29,34,36,14,19
NM_001303530,1195,1367,1368,743,547
NM_004474,22,9,5,7,6
NM_001303534,21,14,22,16,11
NM_013246,33,16,18,10,15
NM_203297,7,15,7,9,9
NM_001136200,77,65,73,44,41
NM_003558,48,56,44,31,22
NM_001130698,1,1,1,1,1
NM_001024596,124,119,102,77,75
NM_203290,198,290,308,218,172
NM_001040697,38,52,27,31,31
NM_001040694,570,660,633,389,319
NM_001257975,1200,1182,1126,679,559
NM_001305242,33,55,30,26,13
NM_016586,28,39,44,48,19
NM_001773,7,9,11,11,7
NM_016589,179,196,154,131,97
NM_002305,4396,4511,4340,2259,1567
NM_001349346,155,136,154,127,83
NM_001126118,387,388,430,231,195
NM_001323307,2,3,2,2,5
NM_002309,23,35,30,13,17
NM_024577,27,16,22,16,13
NM_024571,154,174,179,96,62
NM_024573,194,208,114,93,100
NM_001256510,223,306,267,151,116
NM_001166426,421,396,382,243,209
NM_001316942,358,309,300,161,132
NM_016133,24,36,22,17,15
NM_024578,45,26,38,26,14
NM_152444,16,23,15,5,13
NM_032424,44,55,35,44,29
NM_001004304,84,67,78,51,45
NM_032427,179,174,146,70,59
NM_001130964,73,80,107,62,64
NM_001130965,649,778,599,379,506
NM_032423,25,46,39,14,24
NM_001130969,496,508,430,279,231
NM_032429,1957,1807,1499,803,645
NM_014850,36,24,34,24,6
NM_001144989,14,28,20,19,3
NM_015853,520,509,536,307,263
NM_175062,101,122,114,73,63
NM_014023,117,138,132,85,94
NM_001004301,12,14,10,11,14
NM_031885,137,156,145,95,89
NM_181892,51,62,56,27,40
NM_138811,4,12,7,4,3
NM_001014445,103,109,116,77,54
NM_019028,204,242,201,159,105
NM_014587,1156,1106,1151,675,700
NM_014586,164,176,168,98,79
NM_014584,133,147,113,81,105
NM_001351517,227,255,169,136,123
NM_138813,35,26,23,19,20
NM_000212,757,677,424,281,317
NM_015721,848,741,537,259,211
NM_021916,71,59,38,30,32
NM_021913,1343,1502,1436,985,887
NM_001145369,224,288,176,109,121
NM_007315,419,519,433,334,226
NM_018139,230,179,116,70,50
NM_018136,284,492,379,309,286
NM_018137,353,321,247,140,127
NM_152424,80,90,65,32,44
NM_018135,283,290,278,161,177
NM_018132,26,39,40,38,26
NM_018133,94,66,54,36,32
NM_018130,25,46,34,17,28
NM_001145365,59,70,45,39,30
NM_005228,280,284,289,195,252
NM_001289824,287,293,299,191,169
NM_001159677,391,507,386,261,211
NM_015512,13,22,24,17,24
NM_018215,753,778,552,455,336
NM_000428,303,289,337,254,202
NM_005659,286,291,277,155,139
NM_005309,1,1,1,1,2
NM_005308,455,557,483,363,258
NM_014369,43,46,41,25,20
NM_005650,948,999,817,485,372
NM_014365,26,26,29,11,10
NM_014363,1036,1454,658,496,556
NM_014362,32,67,50,36,23
NM_005657,544,734,697,495,409
NM_032280,49,79,66,43,39
NM_003851,45,63,47,43,48
NM_032283,372,362,370,225,193
NM_032286,58,78,72,42,30
NM_001308054,123,90,90,66,64
NM_032288,128,194,188,107,98
NM_001271420,89,103,63,50,39
NM_015184,2,4,1,1,1
NM_015185,201,223,214,121,97
NM_015187,295,313,186,118,132
NM_001286837,81,97,87,55,45
NM_001017927,5,2,3,4,2
NM_014754,479,507,456,264,253
NM_000211,6,3,4,3,3
NM_001017923,6,4,3,2,3
NM_001004342,64,91,39,28,51
NM_001004343,10,10,12,6,4
NM_001009924,72,61,61,36,25
NM_001330420,116,131,139,100,90
NM_174983,606,585,591,331,329
NM_152519,140,127,108,86,75
NM_001291163,66,59,52,35,27
NM_001304499,53,93,50,44,34
NM_015379,408,333,377,202,158
NM_001135773,75,48,50,40,36
NM_152513,2,5,9,5,3
NM_203349,34,50,29,17,16
NM_152517,48,46,29,20,13
NM_152516,245,280,234,117,122
NM_001258376,97,110,135,77,75
NM_001258373,812,785,759,501,473
NM_145018,97,152,101,74,46
NM_001172173,20,15,6,13,12
NM_001301365,18,23,14,7,15
NM_183422,91,70,62,31,34
NM_033489,62,62,49,47,56
NM_001322015,55,54,42,35,26
NM_033484,33,43,39,23,22
NM_001162429,415,479,398,287,279
NM_033480,130,204,140,119,84
NM_001330390,65,82,47,51,39
NM_001024,1776,1746,1644,942,736
NM_001330395,544,530,597,342,272
NM_152474,2,1,5,2,3
NM_001020,2146,1988,2153,1295,660
NM_001321272,13,16,13,8,6
NM_001028,310,429,318,253,156
NM_016062,317,266,286,156,153
NM_016063,130,141,106,92,55
NM_016060,73,75,52,38,25
NM_001010935,46,50,60,43,33
NM_016066,32,41,24,22,10
NM_016067,59,83,63,46,32
NM_016065,369,380,327,199,187
NM_001193552,118,126,68,49,50
NM_016068,307,348,303,176,135
NM_004737,111,116,113,65,76
NM_002205,318,300,254,168,135
NM_001166111,770,852,928,617,533
NM_001037540,22,27,34,29,27
NM_001271634,500,539,440,290,269
NM_001282662,122,153,175,108,78
NM_001008528,135,155,126,84,74
NM_001240,263,295,274,148,131
NM_002202,4,6,6,6,12
NM_000215,7,8,3,4,1
NM_001031720,135,158,131,113,76
NM_001031721,16,41,27,42,38
NM_001031727,161,145,138,103,88
NM_001031725,74,91,73,38,31
NM_080608,10,2,6,3,2
NM_003796,319,509,331,245,223
NM_005701,70,91,99,60,47
NM_001207018,180,235,256,168,133
NM_001321099,44,72,37,35,50
NM_002109,554,658,631,437,329
NM_001111125,25,22,26,7,21
NM_016205,115,164,127,115,97
NM_016202,74,50,66,30,24
NM_016203,27,27,32,27,17
NM_016200,65,71,33,30,29
NM_153348,70,62,85,41,39
NM_001174146,8,9,6,7,10
NM_018696,39,37,19,20,10
NM_001318252,415,380,388,248,183
NM_001172780,28,19,8,9,9
NM_001539,713,1011,824,578,382
NM_001134479,303,320,211,121,130
NM_001530,286,466,310,253,229
NM_001531,46,45,42,16,27
NM_001533,2356,2536,2656,1575,1148
NM_001536,2633,2778,2685,1354,1037
NM_001318253,203,238,234,158,145
NM_001306206,279,305,313,197,153
NM_198963,159,232,197,150,125
NM_001282934,85,101,88,88,86
NM_181708,30,24,23,14,10
NM_007278,233,292,220,113,106
NM_001282931,96,91,77,37,26
NM_000046,136,136,102,72,66
NM_181705,9,12,8,6,4
NM_181706,12,19,15,13,14
NM_001350602,62,70,67,47,33
NM_000043,2,7,1,2,3
NM_194247,31,26,27,14,26
NM_001194986,2,2,5,1,1
NM_001160148,60,57,36,29,37
NM_133480,404,397,409,244,206
NM_003979,42,43,49,30,26
NM_001355120,543,598,542,323,199
NM_003972,268,331,225,185,183
NM_194249,2,3,7,4,6
NM_001351800,30,45,26,34,21
NM_001201536,27,57,52,39,36
NM_001350113,3,6,3,4,3
NM_001351804,19,25,36,17,7
NM_004388,56,59,46,32,23
NM_001083953,285,392,295,204,191
NM_001083956,285,421,280,212,188
NM_006113,136,223,131,96,101
NM_207344,82,90,78,34,48
NM_007097,412,459,449,283,221
NM_007096,737,817,720,483,340
NM_024747,342,213,156,62,69
NM_024744,27,21,25,20,14
NM_024742,175,199,212,109,118
NM_024741,187,206,293,216,199
NM_001320327,829,877,817,496,404
NM_001029997,13,20,16,5,7
NM_001029991,325,366,319,217,217
NM_032564,12,10,7,6,4
NM_017551,6,11,8,3,1
NM_017550,198,222,283,196,176
NM_017553,263,332,327,214,220
NM_133489,10,4,4,2,4
NM_001320329,52,57,62,23,26
NM_017554,168,243,140,134,115
NM_001347937,2,5,4,2,1
NM_173601,48,46,42,28,31
NM_173602,571,582,360,234,245
NM_001347934,20,22,26,12,18
NM_001347931,30,24,14,9,8
NM_019058,185,154,163,94,88
NM_014956,318,318,322,243,172
NM_001286581,963,1080,1145,761,650
NM_001300981,293,403,448,203,159
NM_001300980,106,94,87,63,54
NM_001113407,326,324,369,232,207
NM_001080791,63,52,49,35,24
NM_001271641,2249,2301,2064,1390,1242
NM_001105537,436,446,415,257,182
NM_139033,82,103,92,74,64
NM_001243246,923,951,783,494,465
NM_145914,291,285,257,181,153
NM_153029,132,174,149,79,87
NM_001439,118,156,90,65,70
NM_001128423,12,15,14,9,6
NM_001554,312,374,614,510,602
NM_001145113,1,3,7,2,2
NM_001172773,179,147,121,85,74
NM_005065,316,374,257,148,139
NM_207318,134,152,107,82,76
NM_207315,17,13,16,19,16
NM_001256658,869,974,938,602,520
NM_207311,6,2,1,4,1
NM_207312,44,34,35,23,18
NM_138924,387,367,388,203,201
NM_138927,1606,1912,1492,1028,1189
NM_005822,103,102,97,55,33
NM_005530,144,158,98,86,88
NM_005827,549,601,541,330,343
NM_005824,167,278,206,146,113
NM_005533,150,145,126,84,50
NM_001288980,46,49,18,26,25
NM_005828,506,546,598,362,278
NM_006320,68,80,82,39,33
NM_024913,49,65,28,26,39
NM_001286139,61,56,48,32,30
NM_003791,918,977,569,370,398
NM_006325,602,749,624,449,359
NM_003794,175,251,199,155,121
NM_006329,13,13,7,7,4
NM_003799,60,90,82,65,71
NM_001197181,2045,2215,2184,1217,876
NM_001080452,356,326,372,220,188
NM_001324446,89,103,98,89,80
NM_024917,40,63,41,31,30
NM_000449,389,441,374,245,210
NM_001282583,2,3,3,6,3
NM_006391,406,635,322,236,291
NM_032361,87,99,92,53,57
NM_032366,238,234,245,143,133
NM_032364,336,317,330,173,145
NM_032368,72,110,87,69,62
NM_152678,92,102,85,57,81
NM_152679,20,18,7,12,7
NM_001307986,81,120,127,56,55
NM_006392,824,923,938,598,481
NM_198243,63,69,56,66,52
NM_001307980,41,48,36,19,8
NM_001442,23,39,27,23,12
NM_003478,69,102,66,57,60
NM_139284,7,12,3,4,4
NM_001003690,257,265,213,129,163
NM_001312909,97,124,62,67,60
NM_001003699,133,131,116,89,87
NM_177977,2,2,4,5,8
NM_014117,318,357,225,144,163
NM_004672,340,348,363,230,203
NM_001319137,16,30,19,16,10
NM_199133,14,28,19,14,11
NM_015575,783,921,797,602,418
NM_018670,14,8,4,3,1
NM_001319681,56,53,40,25,24
NM_018674,6,4,4,3,8
NM_018676,104,157,110,68,47
NM_001142935,81,77,69,30,36
NM_001142930,58,110,84,69,60
NM_001040061,8,5,9,3,3
NM_001278677,26,34,16,24,14
NM_001323631,62,74,47,38,28
NM_001353432,10,11,8,10,9
NM_002444,608,828,780,522,375
NM_002446,193,141,104,82,69
NM_002441,50,60,47,51,52
NM_002442,21,23,25,11,12
NM_000989,1374,1687,1451,938,699
NM_031940,80,62,69,54,35
NM_002449,27,18,11,4,6
NM_031947,3,2,4,1,2
NM_014688,225,258,209,119,126
NM_014689,623,959,658,482,550
NM_005791,111,195,119,130,87
NM_152374,299,320,263,129,117
NM_004124,51,53,41,49,31
NM_005795,75,113,76,50,67
NM_001178032,61,62,45,28,22
NM_004582,200,296,315,238,208
NM_170725,63,36,26,19,17
NM_001244766,14,20,20,15,13
NM_031924,26,28,29,12,13
NM_002152,67,86,48,37,26
NM_020151,1128,1279,1018,586,582
NM_001301778,148,140,131,93,99
NM_001101330,37,29,26,20,18
NM_033544,164,186,140,81,69
NM_033547,124,179,152,100,101
NM_033549,215,216,249,154,127
NM_033018,736,841,770,495,422
NM_001346401,34,31,40,14,17
NM_020156,49,49,32,39,36
NM_001319228,412,464,564,392,313
NM_001282690,215,231,188,140,100
NM_001237,645,854,723,468,385
NM_001236,43,42,41,18,19
NM_001282695,26,28,24,22,13
NM_001207067,570,855,459,354,403
NM_004585,29,25,25,21,11
NM_001353230,257,321,324,196,136
NM_001320918,283,341,264,170,103
NM_080651,309,340,334,221,149
NM_001320912,266,297,222,143,84
NM_022104,165,147,135,84,73
NM_001282166,120,158,155,85,81
NM_022100,114,147,113,58,79
NM_021103,2158,2669,2049,1300,781
NM_004589,174,195,156,119,105
NM_021107,431,407,279,150,129
NM_080654,52,70,54,34,19
NM_021105,104,114,102,88,62
NM_000076,58,45,39,23,23
NM_033138,264,421,353,311,254
NM_001322206,37,25,24,18,21
NM_019090,27,30,29,17,9
NM_019091,28,35,20,19,17
NM_019096,363,407,384,214,170
NM_080659,4,2,3,1,2
NM_018059,3,1,2,2,2
NM_014326,24,18,21,16,19
NM_182488,16,20,13,11,7
NM_001031677,32,28,38,18,31
NM_182480,92,103,116,77,61
NM_182487,129,137,168,88,90
NM_017634,24,25,27,20,15
NM_017636,196,227,226,180,164
NM_017637,166,189,144,109,114
NM_017661,9,12,6,10,14
NM_005654,153,139,150,81,66
NM_017633,103,101,91,50,68
NM_001142798,71,70,71,34,27
NM_017638,82,89,59,38,35
NM_001145525,354,527,399,327,292
NM_004461,839,837,898,548,402
NM_001002901,4,1,2,3,4
NM_004463,92,69,51,34,28
NM_019891,13,20,25,10,17
NM_019896,239,253,220,140,112
NM_004464,54,52,42,25,25
NM_001947,98,97,117,49,46
NM_001946,3517,2606,2225,1352,1361
NM_001949,180,180,141,92,101
NM_001494,670,918,628,420,366
NM_001493,403,477,431,267,223
NM_018235,277,282,280,145,133
NM_022034,16,16,25,27,10
NM_001301132,302,280,278,210,190
