AccNum,cdReads0_RNA_2,cdReads1_RNA_2,cdReads2_RNA_2,cdReads3_RNA_2,cdReads4_RNA_2
NM_001012,2779,2939,2772,1645,1273
NM_001547,70,77,66,64,72
NM_001016,720,772,629,431,333
NM_001015,6174,6498,5755,3081,2388
NM_145169,115,141,93,70,53
NM_001306215,139,116,98,70,74
NM_001282907,631,950,687,526,376
NM_001282905,24,32,29,13,14
NM_000946,147,169,154,123,81
NM_000944,176,217,126,72,87
NM_000945,74,93,69,49,40
NM_007262,571,668,559,394,248
NM_000943,43,47,41,32,21
NM_007260,174,134,150,70,48
NM_000941,891,1031,1051,639,524
NM_194259,257,329,269,167,149
NM_001320132,32,45,35,31,15
NM_001165035,681,628,697,412,355
NM_001142467,225,231,233,138,151
NM_001320687,92,130,112,67,60
NM_001194997,388,498,491,292,220
NM_003942,481,538,443,314,301
NM_003941,83,109,63,35,30
NM_003940,160,183,130,98,93
NM_003945,113,105,91,65,49
NM_138689,535,473,515,294,275
NM_001242335,27,25,25,13,12
NM_001316772,637,883,686,410,385
NM_001331010,181,223,199,145,113
NM_022977,138,178,88,70,97
NM_176072,9,15,11,4,8
NM_001204814,71,60,60,39,40
NM_018225,278,364,292,231,166
NM_020677,10,6,7,4,5
NM_020675,82,129,90,81,47
NM_020673,81,126,98,72,77
NM_001080414,358,296,351,231,168
NM_007083,33,29,23,16,15
NM_007080,40,45,26,21,7
NM_007086,214,294,222,160,163
NM_001080412,92,127,64,47,57
NM_024779,203,216,234,139,119
NM_024954,320,256,240,134,97
NM_001080418,17,18,23,12,9
NM_001080419,229,205,226,133,127
NM_001320350,38,35,36,19,18
NM_017549,151,155,126,108,94
NM_003800,112,132,90,64,76
NM_001101338,1,2,6,4,2
NM_014569,569,625,562,463,389
NM_152407,68,85,83,71,54
NM_017546,422,443,427,239,211
NM_017547,286,256,264,186,160
NM_004689,788,791,926,547,466
NM_004688,13,27,15,6,13
NM_001347901,183,173,194,149,96
NM_005921,120,175,115,85,105
NM_032048,24,22,22,6,11
NM_032139,355,433,317,196,182
NM_004685,142,219,140,94,93
NM_004687,1206,1349,1068,758,596
NM_001345918,19,15,13,4,14
NM_001001852,304,238,203,148,147
NM_020719,301,241,231,118,174
NM_001924,245,308,352,222,236
NM_032016,329,423,310,234,209
NM_020718,268,303,203,133,174
NM_001233,30,42,37,30,27
NM_001242336,101,142,85,49,56
NM_004299,145,216,195,134,105
NM_006133,199,171,176,103,88
NM_003412,639,522,483,236,237
NM_006135,453,592,551,335,335
NM_006134,23,36,21,14,14
NM_006688,179,179,192,108,95
NM_006682,7,7,7,5,10
NM_001286043,168,278,204,158,124
NM_004295,848,895,880,596,502
NM_002265,2858,4059,3352,2389,2009
NM_001286045,43,32,36,24,33
NM_001127192,1113,1383,1061,791,625
NM_004292,315,276,304,184,139
NM_001127198,253,221,234,164,143
NM_020710,686,705,781,512,518
NM_020713,619,549,603,359,270
NM_001015891,10,31,22,12,11
NM_153377,231,356,304,190,202
NM_001242784,109,179,120,83,85
NM_198046,246,216,200,127,115
NM_005817,1435,1415,1365,889,711
NM_001135215,12,10,12,8,8
NM_005815,9,10,8,9,12
NM_005813,368,460,259,197,229
NM_005811,114,96,78,55,67
NM_024699,68,109,101,93,67
NM_001161528,1,2,1,1,1
NM_005819,200,185,154,107,102
NM_139246,140,184,152,86,85
NM_006357,317,396,267,182,169
NM_139245,9,10,7,1,10
NM_006351,509,605,605,421,329
NM_006353,64,84,61,43,42
NM_006352,316,390,291,211,223
NM_001127441,3,3,2,1,5
NM_001135055,2035,2110,2109,1148,887
NM_001546,1,2,6,3,2
NM_001324459,114,149,111,43,40
NM_001166691,87,186,142,120,110
NM_000137,89,45,53,41,29
NM_000136,187,177,165,117,92
NM_017905,535,542,414,315,200
NM_001135217,15,13,20,10,13
NM_032374,116,109,111,75,72
NM_032375,371,356,383,233,195
NM_032377,127,127,108,68,60
NM_032373,6,8,4,5,4
NM_032378,1548,1647,1632,1061,879
NM_152753,16,9,11,9,4
NM_001320910,116,216,134,112,69
NM_001350492,283,382,338,215,162
NM_001184743,160,200,183,146,119
NM_001184742,60,53,32,21,27
NM_001318527,82,118,100,65,41
NM_014169,61,63,59,44,27
NM_014168,95,121,104,81,48
NM_177949,511,471,383,251,247
NM_014165,49,54,41,31,24
NM_014167,34,51,53,40,23
NM_014166,58,78,81,50,29
NM_014161,359,365,288,167,142
NM_014160,250,292,214,166,122
NM_001319127,10,12,13,13,4
NM_018668,76,103,90,71,44
NM_001543,484,523,514,287,208
NM_015566,10,31,18,14,24
NM_015567,60,59,45,33,21
NM_015565,217,358,191,172,159
NM_015562,126,195,172,111,147
NM_018667,1,1,4,1,1
NM_018664,46,39,41,29,14
NM_018665,18,35,26,19,14
NM_152716,130,165,112,57,62
NM_021100,142,156,128,104,79
NM_001305040,7,8,8,4,9
NM_001305043,591,722,584,434,349
NM_002454,84,102,101,76,75
NM_002455,192,189,187,141,112
NM_017916,446,439,466,287,246
NM_001320479,3,1,9,2,1
NM_001270470,76,84,60,39,37
NM_001270476,494,511,429,265,203
NM_052813,5,5,6,1,7
NM_001256716,82,92,85,56,46
NM_001317033,640,619,571,370,327
NM_001301746,148,155,151,128,96
NM_033026,56,55,52,28,38
NM_033025,882,1032,1074,695,715
NM_138300,397,358,303,153,145
NM_001282684,162,187,216,137,98
NM_001282687,14,9,13,11,8
NM_001346413,89,147,100,105,100
NM_001282680,566,719,482,354,364
NM_033028,79,104,89,60,42
NM_014788,77,79,74,43,40
NM_001226,88,97,42,45,49
NM_001220,54,45,55,25,23
NM_014781,132,247,123,122,113
NM_014783,92,159,114,90,65
NM_001229,114,103,108,55,47
NM_014786,410,427,438,314,265
NM_001320905,922,971,834,577,531
NM_022132,174,198,168,110,106
NM_022130,439,507,323,228,181
NM_001143782,22,19,14,12,13
NM_001143780,500,595,569,374,263
NM_021116,213,192,194,128,116
NM_021117,113,136,171,91,74
NM_021110,850,1049,574,416,452
NM_001082480,115,130,91,57,36
NM_001347886,13,6,11,2,6
NM_018317,27,42,34,26,15
NM_199141,942,850,986,575,570
NM_001322216,744,881,765,504,381
NM_170740,24,33,22,17,20
NM_000062,100,109,110,54,48
NM_139169,167,237,200,154,154
NM_005109,138,224,147,121,94
NM_005100,937,1378,1046,771,601
NM_005105,201,268,242,128,108
NM_170711,1021,1123,1107,761,645
NM_170710,27,23,12,11,14
NM_170714,89,100,118,59,65
NM_004800,499,675,500,310,253
NM_001272034,8,22,9,15,15
NM_001316345,68,79,55,27,31
NM_001316341,164,248,177,139,118
NM_001002913,83,86,83,40,31
NM_012257,133,192,184,138,121
NM_001951,102,117,83,71,83
NM_012250,36,47,47,34,29
NM_001488,73,71,70,55,42
NM_001018113,46,72,61,43,29
NM_001330990,1628,1813,1918,1349,1117
NM_201403,95,94,86,31,48
NM_147161,30,31,37,14,30
NM_133463,5,2,2,4,3
NM_133464,33,39,21,14,20
NM_133467,13,6,8,5,3
NM_006907,1026,1116,1031,592,481
NM_006909,344,388,288,207,191
NM_001137675,235,199,153,76,104
NM_030940,7,11,13,9,4
NM_030943,38,14,35,12,17
NM_001128429,147,235,138,121,121
NM_003884,17,21,13,16,16
NM_003883,432,477,513,292,248
NM_001168370,958,938,730,501,533
NM_130847,756,857,854,501,409
NM_001128425,167,202,196,122,99
NM_170744,147,175,158,100,105
NM_020247,266,291,313,185,186
NM_020246,1432,1324,1298,778,684
NM_020245,340,356,298,204,160
NM_004215,18,30,45,25,16
NM_020791,281,393,254,170,208
NM_020242,163,260,193,160,117
NM_004210,20,12,15,8,7
NM_020240,35,67,45,27,25
NM_020799,27,33,26,19,16
NM_020798,119,101,75,53,44
NM_001330199,16,26,12,5,8
NM_001321743,397,387,338,181,168
NM_032811,154,166,148,109,99
NM_198545,32,19,13,13,11
NM_032815,83,98,112,60,72
NM_000683,29,40,36,17,17
NM_001142784,146,152,153,110,95
NM_001037340,260,294,288,227,205
NM_018847,106,115,86,32,39
NM_146388,388,394,364,254,264
NM_020429,688,961,880,580,558
NM_020428,1150,1319,1511,1005,885
NM_001354736,845,977,733,489,413
NM_020422,60,69,61,34,35
NM_020421,16,21,21,10,13
NM_025145,3,1,1,2,2
NM_025144,56,81,35,26,40
NM_001351660,693,823,715,461,408
NM_080627,986,832,875,651,711
NM_020158,333,349,308,182,160
NM_080626,181,154,128,93,69
NM_144994,10,9,8,8,8
NM_024899,108,125,86,61,61
NM_024896,31,30,24,17,12
NM_024897,14,21,7,5,11
NM_024894,187,266,190,180,124
NM_001304953,11,19,21,10,7
NM_001012455,15,11,20,7,9
NM_001012981,106,145,102,61,61
NM_017970,206,261,261,224,183
NM_001012989,17,16,13,11,18
NM_145020,2,2,2,2,2
NM_145023,14,7,11,13,9
NM_002139,158,189,162,108,86
NM_172105,130,176,121,65,87
NM_001278594,63,73,54,47,28
NM_002133,166,166,117,61,35
NM_013313,21,22,20,16,10
NM_013312,205,198,170,90,102
NM_016238,480,589,517,335,266
NM_001352398,11,17,9,12,2
NM_001242318,76,76,53,37,34
NM_018244,111,116,106,92,80
NM_024094,172,218,174,142,119
NM_006297,425,472,420,280,233
NM_024092,384,374,386,225,158
NM_024093,55,97,79,38,39
NM_024090,37,43,37,20,25
NM_015325,315,507,343,286,237
NM_024098,262,252,281,165,162
NM_182982,5,6,5,3,2
NM_001318365,68,76,53,28,29
NM_054035,148,124,141,81,75
NM_006292,185,245,181,124,96
NM_003088,4783,4593,5162,3081,2794
NM_003089,1501,1608,1631,1109,792
NM_003086,224,228,265,170,212
NM_003082,15,24,43,41,42
NM_003080,68,79,54,37,37
NM_145702,11,19,13,6,6
NM_001252406,188,138,114,72,69
NM_001321146,50,47,27,31,18
NM_001257389,1461,1601,1273,788,681
NM_002687,155,249,177,117,95
NM_002686,2,1,2,2,1
NM_001099289,430,402,436,298,251
NM_002868,147,144,102,77,52
NM_002867,21,34,20,18,26
NM_002689,247,247,208,139,110
NM_002863,611,797,663,428,365
NM_002862,922,1092,1017,640,610
NM_024548,124,163,125,125,103
NM_024544,161,207,201,139,120
NM_024546,90,173,132,96,86
NM_000101,771,684,737,409,323
NM_001323668,10,9,6,7,3
NM_001039888,13,19,16,9,8
NM_018248,56,69,55,53,32
NM_001130955,720,756,773,483,449
NM_001130957,6,5,3,2,2
NM_018249,444,595,515,407,353
NM_013439,3,2,2,1,2
NM_001085365,405,462,406,256,178
NM_003083,322,336,359,197,185
NM_001144952,19,24,19,20,14
NM_001144950,17,20,15,19,22
NM_018163,103,132,142,83,67
NM_001346315,363,372,313,234,178
NM_001144958,60,70,69,42,47
NM_004466,4,2,1,1,4
NM_001007026,85,98,96,69,112
NM_014572,443,680,581,381,403
NM_012228,17,20,11,11,5
NM_014570,160,198,174,126,85
NM_014571,124,95,110,52,58
NM_005484,130,156,126,89,65
NM_005485,315,313,283,184,160
NM_005480,233,237,233,119,126
NM_005481,907,875,964,601,474
NM_005482,178,247,151,107,135
NM_005483,1048,1221,1194,739,532
NM_080872,157,187,126,95,117
NM_080706,74,86,80,44,37
NM_015458,149,176,143,127,122
NM_080875,182,185,246,164,167
NM_003620,248,225,181,134,136
NM_003626,316,335,317,232,182
NM_003627,43,42,40,12,25
NM_001007533,6,4,9,3,5
NM_207119,47,36,27,16,24
NM_001145316,165,205,166,136,118
NM_001007538,725,755,589,276,235
NM_207111,368,414,330,250,215
NM_001348265,80,114,92,69,43
NM_001318758,199,285,272,164,177
NM_012106,70,90,75,50,32
NM_001270481,1139,1234,1097,601,444
NM_015101,32,25,28,16,10
NM_001256385,1,2,2,4,2
NM_145245,341,350,353,187,195
NM_014315,202,258,209,128,111
NM_005664,77,59,52,26,34
NM_001100816,34,23,28,14,15
NM_001100814,167,164,167,76,75
NM_005668,267,307,163,132,141
NM_005669,112,102,108,61,35
NM_001291999,72,80,52,27,29
NM_145247,19,12,17,11,7
NM_014319,255,322,290,153,162
NM_152379,45,48,51,32,35
NM_014454,37,41,25,24,33
NM_001037984,478,447,464,303,234
NM_023016,291,244,145,76,100
NM_001286841,171,86,40,26,17
NM_023012,114,178,197,178,174
NM_017488,263,281,264,170,139
NM_001017916,230,241,184,145,127
NM_145243,64,65,56,44,36
NM_001352921,90,86,88,48,44
NM_014983,462,400,378,269,244
NM_001077619,23,35,21,17,29
NM_001352385,160,201,189,121,116
NM_021625,49,52,62,30,26
NM_152522,300,333,314,196,153
NM_152524,78,145,99,66,65
NM_032039,285,250,271,189,155
NM_032037,27,23,26,16,7
NM_032036,126,136,120,84,53
NM_175065,1808,2610,2218,1269,800
NM_001037144,396,397,436,300,245
NM_025160,97,115,115,85,89
NM_030939,191,256,196,100,88
NM_001350879,1,7,7,7,1
NM_000540,1107,1441,1662,1119,1202
NM_014458,113,151,107,103,112
NM_001322046,69,102,42,41,35
NM_133474,14,15,10,9,6
NM_001322042,166,230,152,139,135
NM_001099771,30,44,37,31,50
NM_001310160,51,40,51,27,24
NM_016039,318,378,301,229,167
NM_016038,229,274,274,225,155
NM_022658,4,1,1,1,1
NM_016035,168,154,150,96,82
NM_002975,70,46,50,21,17
NM_016037,186,273,242,175,121
NM_016030,317,291,318,202,199
NM_016033,142,207,187,108,106
NM_001292025,77,93,96,74,57
NM_015049,458,548,407,319,267
NM_001544,2,4,4,1,1
NM_015040,429,472,277,180,277
NM_015045,315,445,276,250,237
NM_015044,317,365,281,215,183
NM_015047,803,945,896,615,472
NM_006913,87,68,81,40,33
NM_003112,108,176,128,91,56
NM_001540,1013,793,915,416,308
NM_173872,201,224,177,130,95
NM_003114,8,33,25,19,28
NM_133478,8,12,2,7,8
NM_001270623,3,4,7,3,7
NM_001276501,23,21,16,8,9
NM_006477,7,5,3,5,2
NM_019006,158,217,153,120,88
NM_001276506,23,31,24,12,11
NM_004714,153,167,206,126,98
NM_017945,59,99,58,41,36
NM_001354800,17,14,12,9,5
NM_017943,187,217,116,59,46
NM_139160,41,56,57,54,41
NM_001161779,348,549,281,159,186
NM_032852,39,54,35,20,24
NM_007269,62,113,69,59,74
NM_001783,1,1,1,1,2
NM_194358,177,202,223,161,111
NM_001402,424,506,381,220,195
NM_001145297,1478,1758,1811,1152,1092
NM_004040,274,209,167,91,112
NM_001134404,27,10,17,7,7
NM_001307937,147,180,161,95,90
NM_001569,2912,2710,2444,1511,1150
NM_004048,561,665,540,365,318
NM_018349,11,7,21,4,1
NM_007244,13,11,10,11,3
NM_007245,274,314,333,235,259
NM_007246,65,99,74,50,41
NM_007247,121,148,144,95,79
NM_000960,18,7,14,8,8
NM_000745,69,92,65,41,24
NM_000214,118,244,178,116,152
NM_007243,169,197,182,75,89
NM_000942,1798,2000,1811,1166,812
NM_133639,6,5,2,3,3
NM_007249,22,11,18,9,11
NM_133329,83,55,36,22,19
NM_030777,116,116,106,58,58
NM_001100913,587,636,704,393,353
NM_017784,126,113,157,81,77
NM_001169109,192,165,118,46,64
NM_001142446,266,345,319,197,188
NM_009590,9,15,14,8,11
NM_199337,162,132,139,79,74
NM_199330,74,76,63,47,36
NM_001351834,208,357,238,181,169
NM_001083961,512,558,576,371,368
NM_020655,10,10,5,6,2
NM_001083962,331,379,267,208,231
NM_001083965,75,100,67,48,41
NM_020651,155,173,101,71,63
NM_001031803,144,164,174,124,99
NM_001297701,180,174,160,115,80
NM_001031806,68,81,54,47,44
NM_001031804,335,260,264,122,119
NM_001080432,152,209,170,100,115
NM_024936,49,47,48,48,44
NM_001080436,184,273,324,195,214
NM_001080437,152,154,174,103,95
NM_024933,7,3,5,3,1
NM_001330530,394,400,370,238,186
NM_001405,43,32,49,25,17
NM_001320371,5,7,8,3,2
NM_152495,48,48,33,32,17
NM_017567,175,215,225,175,118
NM_173653,12,8,10,5,5
NM_173657,6,8,6,10,4
NM_001347966,100,118,91,55,56
NM_001201329,34,34,43,24,39
NM_001297738,54,62,50,39,23
NM_001330536,232,223,173,123,74
NM_001297733,36,35,33,19,22
NM_001001872,2,2,2,1,3
NM_001100624,187,259,209,153,126
NM_198681,216,184,185,111,113
NM_001135752,168,224,179,150,115
NM_023948,158,148,156,102,86
NM_001105568,171,212,150,134,106
NM_001193571,870,982,931,580,564
NM_001105562,374,411,282,169,188
NM_001012241,108,102,74,34,46
NM_001105564,324,425,373,286,221
NM_001105565,25,42,39,22,23
NM_006116,128,120,114,69,61
NM_003435,161,156,132,116,101
NM_006112,95,82,94,60,59
NM_006111,217,335,259,170,152
NM_003430,18,16,9,5,10
NM_001293298,2,4,4,1,5
NM_153042,16,16,16,11,11
NM_006118,364,377,307,232,181
NM_078470,165,161,152,98,78
NM_001160170,20,24,24,18,17
NM_024091,48,63,34,41,37
NM_023940,12,19,24,6,9
NM_001348451,330,440,336,252,180
NM_023943,107,103,89,37,43
NM_198066,32,43,23,19,14
NM_001318765,56,51,40,32,31
NM_032521,20,27,24,10,10
NM_006378,97,108,121,55,64
NM_001323551,31,45,86,53,61
NM_032520,111,118,113,71,66
NM_006373,562,605,586,347,285
NM_139265,692,966,1086,711,591
NM_006371,812,818,732,468,365
NM_006370,175,192,150,109,80
NM_018346,214,177,164,126,92
NM_004863,71,115,98,97,108
NM_001127460,103,139,119,85,78
NM_001194998,37,53,42,31,41
NM_001127464,64,69,79,30,32
NM_032527,312,300,294,197,177
NM_001113203,766,985,710,491,355
NM_030628,377,308,225,104,95
NM_080752,70,73,34,26,20
NM_001194995,29,18,19,16,6
NM_078481,169,185,239,127,115
NM_001324039,84,103,76,60,35
NM_001355,63,43,49,31,18
NM_001131025,251,264,254,168,132
NM_001346719,816,1009,931,554,450
NM_001252668,101,144,94,90,74
NM_001329597,1,10,4,6,5
NM_001268284,193,172,159,88,64
NM_031488,266,339,300,207,166
NM_001352,126,79,60,38,33
NM_001167947,253,251,220,121,110
NM_145647,120,186,129,91,101
NM_001146015,151,208,154,132,105
NM_001330360,296,417,335,227,206
NM_177925,17,21,15,17,9
NM_001318503,31,33,22,9,11
NM_014141,40,50,34,22,10
NM_014140,194,164,165,111,73
NM_005879,110,118,107,89,42
NM_001318507,320,372,358,252,198
NM_001318943,408,436,397,268,186
NM_005875,19,28,22,13,14
NM_005877,493,565,533,342,290
NM_005876,602,539,533,359,390
NM_005871,29,46,43,40,21
NM_005870,533,587,516,311,250
NM_005873,162,118,120,56,59
NM_005872,104,154,120,113,93
NM_018310,169,228,245,148,147
NM_015540,376,393,397,262,254
NM_018645,289,319,273,179,167
NM_015235,375,367,295,175,128
NM_018648,198,189,158,95,68
NM_001172818,188,218,186,120,84
NM_018319,194,253,235,135,108
NM_001080416,19,28,13,18,20
NM_001017995,384,322,284,161,188
NM_001278624,52,79,60,58,51
NM_002478,609,774,754,425,390
NM_001321993,18,21,31,13,16
NM_001080410,247,218,209,123,138
NM_002477,7,11,10,9,7
NM_001166012,42,33,34,33,18
NM_002473,4149,5414,5756,3752,3041
NM_031914,2,2,1,1,1
NM_031917,8,2,5,2,4
NM_031910,12,10,6,6,7
NM_031913,12,16,13,10,8
NM_007085,738,897,762,506,435
NM_031918,183,129,157,73,68
NM_001204747,184,379,275,218,194
NM_001256071,1237,1343,896,637,790
NM_001320831,27,57,36,28,21
NM_024955,211,237,245,126,155
NM_001130144,302,286,388,281,238
NM_033513,519,508,513,268,209
NM_033512,483,469,396,280,207
NM_033510,316,267,281,211,169
NM_033517,109,102,101,55,40
NM_178562,40,52,43,25,21
NM_001099692,21,28,13,18,6
NM_001099694,5,5,8,1,5
NM_015878,665,891,687,484,399
NM_004311,82,101,105,49,57
NM_022048,123,141,123,92,91
NM_005297,65,68,76,32,20
NM_147686,136,141,110,81,62
NM_001312660,113,107,90,52,51
NM_030627,66,68,59,46,50
NM_001322230,19,46,22,15,14
NM_148179,89,63,51,20,25
NM_017542,385,483,382,247,213
NM_001277224,1088,1174,1035,689,489
NM_013284,56,58,50,33,28
NM_005126,81,136,59,46,57
NM_005125,61,90,91,64,47
NM_021243,17,22,19,9,7
NM_005121,705,843,506,388,435
NM_005120,893,839,1020,678,602
NM_177543,327,300,285,197,142
NM_001258446,294,324,313,174,106
NM_001301726,254,283,246,193,144
NM_001978,15,13,19,15,9
NM_012279,74,81,66,41,49
NM_173467,193,177,188,128,112
NM_173462,21,20,16,13,7
NM_173463,20,34,35,25,19
NM_001970,377,490,414,231,215
NM_004452,4,5,7,6,4
NM_001973,43,54,46,30,34
NM_004454,288,345,290,168,149
NM_173469,67,60,82,52,47
NM_004456,330,383,299,214,191
NM_004187,962,1130,1056,660,607
NM_004184,724,812,683,438,365
NM_004185,11,8,15,5,7
NM_014808,448,486,357,240,228
NM_004180,92,169,124,92,52
NM_001330200,1355,1508,1240,734,532
NM_001254738,255,432,330,354,291
NM_001006657,88,156,130,110,119
NM_001288781,62,81,79,60,49
NM_000022,123,133,125,73,48
NM_182767,27,35,16,8,14
NM_030962,287,351,273,207,174
NM_030961,227,204,178,129,144
NM_006965,151,202,102,76,148
NM_001142279,28,31,18,13,21
NM_030965,16,11,10,9,6
NM_006961,7,9,9,4,6
NM_024309,485,446,433,259,208
NM_030968,57,51,58,28,28
NM_001324115,274,365,264,157,132
NM_020228,82,100,97,67,68
NM_004234,23,22,27,14,16
NM_001351738,197,211,193,112,87
NM_004237,345,378,343,205,188
NM_001128159,170,180,204,105,112
NM_020223,713,644,616,360,322
NM_004233,11,10,12,8,8
NM_005966,267,379,289,202,203
NM_001143909,37,48,36,32,24
NM_001143906,244,289,267,193,120
NM_001135691,72,85,65,38,34
NM_032836,113,120,128,55,43
NM_032834,21,14,18,13,11
NM_032833,587,572,378,216,226
NM_032832,185,209,196,107,117
NM_175852,1601,1883,1663,1156,1007
NM_001008707,252,342,216,120,123
NM_032839,96,114,73,59,47
NM_001289789,2436,2493,2717,1554,1161
NM_005780,79,89,61,39,28
NM_001324366,38,46,40,28,16
NM_003248,34,27,31,16,24
NM_000196,4,3,5,7,5
NM_014962,314,374,211,129,170
NM_015627,104,93,71,57,47
NM_007187,17,18,15,10,9
NM_001037232,12,27,17,10,13
NM_017845,31,39,41,29,25
NM_015626,191,191,141,81,86
NM_174907,51,65,41,40,33
NM_001315501,45,51,51,28,17
NM_152611,15,24,21,10,17
NM_001146227,200,270,204,152,90
NM_001303274,2337,2607,2376,1477,1149
NM_007189,566,657,600,443,346
NM_016578,163,259,204,198,167
NM_016579,604,626,550,318,292
NM_007183,11,9,12,4,1
NM_007181,4,4,5,4,2
NM_016577,33,43,40,26,15
NM_016570,98,123,113,90,74
NM_007186,430,422,416,301,224
NM_007185,6,3,5,2,1
NM_016573,175,126,143,83,71
NM_014712,152,123,109,72,97
NM_001303007,958,942,802,492,403
NM_014713,373,407,363,225,197
NM_001289003,69,130,78,54,70
NM_017990,112,143,136,100,101
NM_005999,99,133,94,75,62
NM_145007,1,1,1,2,2
NM_017994,570,659,591,348,297
NM_203376,13,15,5,4,4
NM_017998,106,63,89,35,39
NM_203374,81,78,75,40,40
NM_203370,32,21,20,15,10
NM_002117,246,292,276,166,164
NM_014714,136,153,175,107,102
NM_001143960,19,27,29,11,11
NM_002114,98,139,120,74,63
NM_002119,7,5,6,1,3
NM_002118,12,12,9,5,4
NM_001184975,426,365,349,198,146
NM_033087,277,262,168,104,102
NM_021999,129,161,134,84,70
NM_007184,523,601,646,476,375
NM_174909,19,34,12,13,11
NM_001164716,354,364,366,272,180
NM_001136273,5,5,5,2,7
NM_015908,1187,1466,1998,1662,1331
NM_000894,9,1,1,2,1
NM_006584,7,7,5,6,3
NM_006582,91,115,113,91,48
NM_006588,11,14,10,13,17
NM_006589,182,145,172,102,77
NM_002804,1434,1707,1544,1011,722
NM_002807,1458,2231,1614,1057,855
NM_002806,134,198,163,121,131
NM_002801,131,127,124,71,61
NM_002800,67,80,80,42,17
NM_002803,463,669,540,392,307
NM_002574,1723,1923,1618,959,847
NM_002809,1207,1321,1420,818,660
NM_002808,2026,2377,2193,1390,960
NM_002145,256,242,214,132,109
NM_001323603,41,64,41,41,32
NM_001286790,34,25,17,16,13
NM_001122838,17,16,10,13,9
NM_001261451,315,391,386,254,215
NM_001261459,70,108,83,63,77
NM_001145082,21,32,22,15,13
NM_022823,54,68,45,27,30
NM_003417,185,224,227,170,191
NM_014550,243,257,266,159,158
NM_139025,37,28,32,23,39
NM_001318195,199,182,156,102,64
NM_006139,1,4,2,1,1
NM_006101,145,240,170,144,102
NM_005465,195,243,134,113,101
NM_005469,227,189,213,132,100
NM_178450,95,126,93,57,49
NM_014089,417,524,356,327,352
NM_001007559,363,490,439,314,274
NM_018418,21,34,26,13,10
NM_003607,173,244,164,168,140
NM_003609,93,133,143,79,68
NM_018410,1056,1205,1151,802,693
NM_018413,2,3,3,3,3
NM_001197237,68,83,82,47,35
NM_180991,8,9,10,3,5
NM_001300977,11,15,7,6,8
NM_001100389,28,37,28,19,12
NM_001318770,496,506,389,252,204
NM_014334,1,1,3,1,2
NM_014335,365,427,318,217,163
NM_014399,3,3,2,2,2
NM_014330,1337,663,535,355,455
NM_014883,178,211,155,162,192
NM_152723,12,12,11,11,6
NM_032233,494,589,506,350,282
NM_152721,38,54,55,32,22
NM_152726,278,362,304,190,185
NM_152727,263,272,269,148,124
NM_032237,303,387,307,197,179
NM_032236,171,223,160,119,93
NM_024081,3,5,3,1,2
NM_152729,31,26,26,15,15
NM_032582,336,442,249,161,168
NM_005608,29,25,19,12,2
NM_023075,34,39,29,19,13
NM_023074,117,155,159,132,104
NM_023077,217,239,199,107,71
NM_023070,23,35,36,21,12
NM_023073,79,110,66,72,77
NM_023072,159,186,172,119,126
NM_023079,515,583,547,360,307
NM_023078,205,218,184,105,110
NM_001144939,291,250,224,116,119
NM_018122,186,213,158,102,99
NM_001321979,36,47,26,24,20
NM_001346339,65,63,61,25,40
NM_004726,7,7,5,1,4
NM_001144932,1123,1183,975,587,472
NM_001321972,175,187,183,112,75
NM_001144936,235,200,199,126,104
NM_004096,97,79,84,47,40
NM_004725,1580,2004,1859,1302,1052
NM_152896,67,78,54,52,52
NM_152546,24,64,43,34,29
NM_152547,13,17,16,7,10
NM_152544,93,116,112,85,85
NM_152542,44,40,23,13,14
NM_152540,150,134,132,86,72
NM_004099,183,273,248,153,112
NM_015686,30,14,15,14,8
NM_001350816,556,576,533,382,334
NM_152549,4,19,8,10,14
NM_001127715,75,77,35,24,33
NM_001127713,41,42,45,31,16
NM_054016,99,147,113,86,75
NM_144717,3,2,1,3,1
NM_001352672,42,64,50,49,27
NM_212543,22,39,30,28,15
NM_016013,40,42,19,23,22
NM_016010,58,60,69,60,39
NM_016018,153,177,139,128,116
NM_001009999,1468,1600,1271,794,614
NM_198040,2282,2125,2300,1391,1119
NM_015065,40,51,35,21,29
NM_018200,146,192,158,109,88
NM_015063,3,7,3,4,2
NM_015062,533,594,525,327,312
NM_015060,467,511,351,237,258
NM_001130083,2,2,4,2,1
NM_178173,16,14,22,13,13
NM_001346992,53,70,51,28,26
NM_173814,13,9,5,13,15
NM_001130089,1101,1345,1132,778,503
NM_173811,23,26,20,19,12
NM_005190,116,179,118,109,85
NM_006289,2756,3437,3333,2369,1994
NM_152259,288,261,241,154,158
NM_001071775,48,64,41,31,30
NM_014077,203,227,207,120,98
NM_001351082,113,170,156,77,75
NM_030578,56,53,54,21,20
NM_030579,308,402,270,216,166
NM_178175,16,34,29,19,14
NM_030571,125,107,119,51,76
NM_001280542,1,1,1,4,2
NM_001258274,189,238,160,118,105
NM_001258272,13,19,27,13,10
NM_030576,233,285,215,149,111
NM_001350213,1,2,1,1,1
NM_001284259,93,179,144,129,94
NM_058243,370,353,317,239,204
NM_058246,97,93,101,69,49
NM_001351527,409,658,351,259,334
NM_005198,68,79,100,80,80
NM_144713,6,6,6,4,7
NM_000407,203,167,177,115,70
NM_002245,63,72,75,34,43
NM_005199,95,97,104,73,52
NM_007103,994,1017,1000,655,501
