AccNum,cdReads0_RPF_2,cdReads1_RPF_2,cdReads2_RPF_2,cdReads3_RPF_2,cdReads4_RPF_2
NM_001198,5,5,11,5,12
NM_001197,1,6,3,3,3
NM_001194,11,14,18,33,22
NM_001195,18,17,7,5,16
NM_001320267,625,690,226,129,130
NM_014720,1257,1279,430,611,511
NM_001349259,310,337,159,119,101
NM_001320778,263,317,102,72,78
NM_001254,603,471,161,131,95
NM_004447,652,955,446,330,301
NM_021738,365,497,257,303,327
NM_001272075,255,256,115,102,105
NM_001272071,87,55,19,13,7
NM_001286588,119,123,41,22,20
NM_021732,9,11,10,2,4
NM_012219,3,2,2,1,5
NM_001318120,1427,1373,444,354,349
NM_012210,362,230,105,82,62
NM_012213,41,54,24,23,9
NM_012215,845,675,281,334,336
NM_012216,1,1,2,5,1
NM_001174064,96,169,103,70,53
NM_020726,395,410,127,104,109
NM_001993,4,12,2,4,4
NM_001990,472,371,150,128,117
NM_001991,56,33,21,15,32
NM_001999,243,245,93,76,72
NM_002522,11,15,5,5,6
NM_001300987,333,304,123,85,100
NM_000029,100,117,54,32,38
NM_000028,266,263,102,81,70
NM_144736,128,100,38,17,26
NM_181507,102,97,43,42,36
NM_000027,33,26,13,11,13
NM_000026,674,754,351,227,204
NM_000021,314,327,146,101,80
NM_000020,17,15,6,5,4
NM_000023,529,496,230,136,158
NM_181501,69,89,13,13,13
NM_145061,387,270,105,71,75
NM_080685,10,13,13,3,2
NM_182852,35,34,18,12,14
NM_145065,16,30,17,5,9
NM_203468,18,29,15,11,4
NM_003227,105,104,55,73,45
NM_003223,211,221,106,100,81
NM_017931,144,107,43,45,45
NM_002067,344,546,254,203,179
NM_004258,2,4,2,2,3
NM_130809,485,414,154,127,130
NM_130807,138,134,113,72,40
NM_004926,958,682,311,231,263
NM_004251,74,62,30,15,15
NM_130803,219,264,181,107,96
NM_004257,225,324,247,142,124
NM_004922,1134,997,354,300,321
NM_004255,775,771,259,159,190
NM_022828,192,198,82,69,48
NM_175055,402,586,407,241,173
NM_001135187,471,634,230,180,152
NM_198503,17,25,8,10,12
NM_198507,42,59,32,20,17
NM_015650,122,175,77,103,120
NM_007327,2,3,1,1,2
NM_001135674,24,28,12,6,8
NM_001199729,73,57,28,23,19
NM_032088,11,8,2,4,2
NM_006076,238,236,103,81,78
NM_003590,951,1211,424,308,271
NM_003592,436,522,204,164,176
NM_006079,697,563,318,283,257
NM_001358699,15,9,4,4,2
NM_001128205,586,483,220,198,183
NM_025108,102,95,57,46,36
NM_025106,18,31,18,11,5
NM_001008237,97,75,22,18,10
NM_020461,80,86,47,48,51
NM_174913,227,238,93,58,56
NM_016513,33,38,15,15,16
NM_016510,140,127,45,39,47
NM_016516,55,88,41,44,45
NM_004441,4,5,4,1,3
NM_014705,35,37,16,4,12
NM_002820,10,11,5,4,3
NM_002836,161,317,136,140,142
NM_006412,134,136,91,51,39
NM_001347006,3,14,10,5,6
NM_145720,5,5,2,1,2
NM_014706,713,606,258,259,249
NM_004440,566,457,212,151,169
NM_002178,1039,1081,522,349,332
NM_014255,253,330,162,84,67
NM_001080434,3,6,3,2,2
NM_013355,177,249,144,90,88
NM_001271969,17217,15966,6127,5281,4544
NM_001287525,177,195,79,65,70
NM_130459,32,35,17,15,16
NM_014752,117,126,47,40,31
NM_001136216,61,83,31,17,21
NM_013359,53,26,12,24,11
NM_002768,510,557,293,227,150
NM_001440,177,291,164,116,95
NM_007322,675,678,322,251,232
NM_001353513,235,298,102,90,82
NM_002314,351,326,211,158,161
NM_002317,665,775,394,271,193
NM_002319,764,865,412,292,348
NM_002318,1780,1846,933,575,443
NM_001744,186,225,69,45,50
NM_145911,14,21,7,9,8
NM_024503,56,132,80,61,66
NM_001265582,155,152,104,50,34
NM_024509,51,75,56,29,18
NM_001126129,238,230,106,60,60
NM_001265589,394,413,157,83,101
NM_001265588,93,64,20,16,29
NM_001130914,153,93,38,19,20
NM_032430,14,22,20,26,53
NM_032437,130,74,33,27,30
NM_032436,569,580,191,182,144
NM_032435,2,5,6,2,1
NM_013339,78,62,21,25,18
NM_004722,291,309,191,101,90
NM_032438,136,112,57,59,47
NM_033215,14,14,7,7,6
NM_001190848,133,104,51,49,45
NM_033212,63,110,68,30,34
NM_033213,86,44,19,9,10
NM_001144996,339,206,84,99,87
NM_001144994,20,18,3,2,5
NM_001042549,207,201,84,70,35
NM_001349097,668,618,170,167,162
NM_001349513,25,30,9,12,13
NM_001353568,148,139,51,28,27
NM_001321868,20,50,19,20,13
NM_001025300,187,213,71,51,50
NM_001329863,198,175,112,93,83
NM_080748,1239,1252,658,344,321
NM_018374,209,214,82,68,66
NM_021908,76,62,25,22,27
NM_004470,204,162,68,51,30
NM_015255,666,623,231,194,182
NM_080740,10,5,3,5,6
NM_080744,5,8,6,4,3
NM_080746,10,14,6,2,2
NM_018129,269,278,103,57,83
NM_018128,471,511,216,162,171
NM_001145358,750,980,390,277,225
NM_015176,154,146,55,66,60
NM_018127,723,836,398,252,260
NM_018126,307,340,141,98,80
NM_018121,333,325,141,174,213
NM_018120,257,260,106,65,71
NM_001002762,331,500,219,151,147
NM_001099737,134,153,93,53,50
NM_001286050,263,267,93,67,80
NM_032300,117,120,48,60,59
NM_018373,10,6,1,1,1
NM_014828,540,512,204,143,137
NM_001353693,125,213,152,101,121
NM_014825,438,444,205,154,144
NM_001242359,66,99,29,38,32
NM_014820,306,357,136,107,106
NM_001030006,1393,1205,452,335,302
NM_001030007,567,584,240,168,169
NM_005336,4133,4079,1601,1974,1908
NM_005334,1463,2200,1686,1191,779
NM_152783,61,62,59,21,27
NM_005333,187,186,75,55,50
NM_005331,25,32,13,3,5
NM_015258,330,323,111,149,119
NM_006577,86,82,28,20,33
NM_032294,48,57,40,25,22
NM_032293,7,6,5,6,10
NM_005338,463,464,171,160,133
NM_005339,671,717,236,191,142
NM_015191,181,207,78,57,63
NM_015190,448,516,192,106,113
NM_001286059,28,30,17,13,12
NM_001243780,488,402,128,81,82
NM_004734,84,69,33,17,27
NM_207317,3,13,3,2,2
NM_012171,34,41,24,23,17
NM_001004333,404,442,207,118,110
NM_001009939,146,166,119,110,73
NM_001198994,149,168,55,78,55
NM_012179,485,529,192,180,139
NM_001270888,238,203,92,58,53
NM_001330437,100,87,42,26,44
NM_004727,10,10,5,5,5
NM_004739,878,1117,532,342,303
NM_001348138,102,180,75,55,52
NM_001039705,623,564,210,193,120
NM_018675,13,6,3,1,3
NM_001012614,484,787,498,269,229
NM_001201543,191,151,66,69,61
NM_001301317,120,123,46,35,42
NM_170695,146,85,50,37,24
NM_170692,146,232,159,143,101
NM_001258345,44,76,25,14,20
NM_152879,385,619,291,291,303
NM_001352615,116,111,41,33,40
NM_001330653,72,103,51,48,49
NM_015036,34,40,22,9,10
NM_001329784,170,156,56,26,29
NM_001033,2507,2216,695,542,392
NM_001520,1253,1349,710,562,501
NM_018006,100,104,57,45,38
NM_001354723,172,182,67,55,56
NM_022340,46,79,36,43,33
NM_016070,532,466,208,156,134
NM_016072,110,99,26,22,26
NM_022344,90,71,46,31,49
NM_015032,405,382,155,103,120
NM_022346,1397,1308,377,306,306
NM_016076,58,48,17,9,14
NM_001160167,41,36,14,10,17
NM_001423,1339,1615,592,349,330
NM_015033,308,240,95,103,119
NM_001164811,20,15,9,6,6
NM_001420,1,4,5,1,2
NM_001031716,17,11,8,8,7
NM_001031715,8,10,8,8,11
NM_001567,229,402,231,195,162
NM_001031713,146,244,127,71,63
NM_001031711,380,378,147,126,137
NM_031314,804,767,299,207,153
NM_153358,174,113,53,39,29
NM_001321,590,609,263,176,146
NM_001321066,71,75,22,24,13
NM_016215,80,113,48,24,25
NM_032995,1,6,5,5,6
NM_016217,54,87,32,29,27
NM_032997,894,905,347,288,284
NM_016210,2,4,1,2,5
NM_016219,507,627,328,207,193
NM_032999,725,780,341,343,269
NM_007040,2698,3721,2219,1937,1655
NM_194318,25,24,9,7,7
NM_001105206,986,1083,426,355,352
NM_000345,87,72,25,24,16
NM_194313,122,105,36,44,33
NM_194312,3,3,4,3,1
NM_001290205,217,217,75,83,108
NM_002841,141,263,246,133,100
NM_000431,159,167,60,61,70
NM_002332,1260,1441,895,580,430
NM_001134445,247,343,102,66,46
NM_000437,26,36,17,12,8
NM_001282925,517,615,213,166,194
NM_181718,51,39,21,8,11
NM_006829,99,65,6,5,11
NM_198976,744,750,337,290,297
NM_181713,107,105,50,23,33
NM_001288984,126,116,53,59,43
NM_001135240,13,11,6,8,1
NM_000435,1224,1175,653,449,403
NM_007204,537,626,259,193,187
NM_000925,326,367,115,104,92
NM_007207,205,89,34,34,33
NM_001427,8,15,5,6,6
NM_001290149,9,16,5,4,7
NM_001564,41,49,15,12,8
NM_001347907,6,8,2,2,1
NM_002846,23,43,20,15,6
NM_001350615,455,434,227,208,234
NM_194272,5,1,6,1,3
NM_194271,156,169,89,62,57
NM_003969,389,344,130,103,125
NM_003793,53,47,21,23,21
NM_194278,338,533,301,247,224
NM_006822,26,45,18,20,12
NM_001351695,359,286,126,98,131
NM_138367,122,76,32,28,34
NM_001350626,375,431,320,220,145
NM_006324,207,202,71,53,47
NM_001083926,38,18,10,4,5
NM_001025247,80,112,55,34,30
NM_007069,569,592,185,129,129
NM_024755,228,251,146,165,159
NM_024754,57,41,15,23,21
NM_024757,514,469,238,267,259
NM_024756,35,19,21,10,10
NM_024753,461,359,113,67,82
NM_053055,31,37,11,3,10
NM_053056,484,423,147,137,129
NM_001320334,37,28,7,8,17
NM_007358,366,422,158,126,140
NM_001281297,1345,1326,578,434,368
NM_007359,450,510,247,196,201
NM_001281293,522,399,131,111,123
NM_173611,513,543,216,118,135
NM_001172895,508,566,289,201,187
NM_001135178,43,27,12,10,15
NM_001286792,114,214,144,71,45
NM_001161425,8,7,1,3,4
NM_014620,128,68,30,32,38
NM_001135254,19,11,5,2,6
NM_001350103,25,51,17,24,21
NM_175617,9,8,10,3,5
NM_145290,137,271,129,72,77
NM_145296,166,125,67,41,36
NM_001243279,115,107,81,32,36
NM_004555,218,214,87,88,84
NM_207309,157,132,96,56,43
NM_153006,12,17,8,5,7
NM_001145108,18,9,2,4,3
NM_001166419,93,109,49,38,26
NM_018323,136,131,46,34,28
NM_020126,67,99,65,39,33
NM_001166417,115,126,28,46,46
NM_001166415,54,37,14,18,18
NM_020695,129,305,274,226,159
NM_005523,47,62,23,29,20
NM_014106,198,157,53,45,55
NM_005833,132,170,64,45,40
NM_005526,307,434,226,221,219
NM_005837,956,944,494,322,247
NM_001317975,261,223,101,67,57
NM_003189,5,5,7,8,4
NM_030815,230,294,155,114,80
NM_001350621,4,3,1,3,3
NM_003780,10,38,36,36,24
NM_003783,23,22,8,2,5
NM_006339,350,476,283,246,221
NM_006337,243,345,204,128,107
NM_001293163,269,275,134,129,102
NM_006335,388,388,160,108,114
NM_001286124,56,43,13,16,15
NM_001293167,4,4,2,4,3
NM_006330,74,74,17,24,21
NM_001301036,24,13,5,2,8
NM_033121,98,123,53,36,37
NM_152402,7,15,2,2,1
NM_006026,1335,1354,799,456,326
NM_001330269,1162,971,334,232,241
NM_018321,567,558,236,170,191
NM_001349740,27,39,15,16,8
NM_152663,186,163,51,33,38
NM_005786,40,42,38,20,28
NM_001256732,442,390,168,94,86
NM_005783,324,332,129,64,57
NM_005781,54,70,41,37,38
NM_032354,23,25,10,8,7
NM_198461,1,7,1,1,1
NM_005788,113,132,46,50,37
NM_006356,747,704,288,180,178
NM_002788,1030,1112,390,251,218
NM_000346,1398,1465,848,848,801
NM_001352579,155,152,64,75,60
NM_006024,970,1151,446,366,389
NM_002787,2473,2437,824,597,455
NM_001042724,506,688,413,213,174
NM_001039706,16,25,14,8,6
NM_001039707,84,115,61,44,39
NM_001003684,236,284,152,82,70
NM_177965,19,18,9,6,4
NM_177964,7,13,9,7,3
NM_015509,221,214,97,70,69
NM_001267039,306,288,115,110,111
NM_001348803,70,57,56,57,82
NM_015500,29,41,32,16,16
NM_001349852,99,141,78,50,42
NM_006023,880,775,311,214,185
NM_015503,63,86,49,25,29
NM_001351290,52,53,13,28,12
NM_032367,10,16,8,6,4
NM_002430,49,65,62,58,47
NM_001134493,734,792,366,245,185
NM_002434,415,476,204,102,111
NM_001004439,2,1,2,2,1
NM_031950,2,9,3,1,1
NM_001278669,161,166,130,98,68
NM_001289152,77,97,56,51,44
NM_001004431,23,34,19,8,11
NM_052839,4,2,4,2,1
NM_052838,17,11,4,1,3
NM_001318093,82,76,32,18,19
NM_052831,26,15,6,5,11
NM_170735,130,184,86,65,70
NM_144664,56,65,23,28,32
NM_170736,6,14,5,9,4
NM_018951,163,111,57,59,53
NM_170739,138,175,62,41,34
NM_033004,30,33,15,16,15
NM_001146340,1,2,1,7,1
NM_014700,30,69,66,47,39
NM_183013,108,157,71,53,48
NM_001322497,19,10,4,4,4
NM_144665,48,15,5,4,11
NM_007170,33,27,7,9,10
NM_006020,184,193,97,72,55
NM_032338,12,13,3,4,1
NM_001206,21,12,5,2,2
NM_001204,202,299,161,110,87
NM_001318893,185,151,80,49,46
NM_001353220,1,3,1,1,2
NM_007223,62,103,35,28,23
NM_022114,28,28,16,14,14
NM_022111,1545,1097,361,347,307
NM_022110,72,47,10,22,27
NM_030923,13,12,6,3,7
NM_021136,125,138,87,54,61
NM_021134,206,213,100,50,49
NM_021133,42,31,12,18,10
NM_001089,60,111,71,31,40
NM_019088,485,563,269,200,187
NM_148170,461,503,220,137,92
NM_138492,2,3,3,4,2
NM_138493,84,110,45,34,25
NM_199165,40,29,22,14,11
NM_019080,419,513,200,157,146
NM_019083,102,99,40,39,37
NM_019082,963,1111,610,466,348
NM_138499,37,44,24,14,14
NM_019087,16,14,5,2,1
NM_019086,25,29,10,9,10
NM_024685,150,95,42,43,33
NM_203434,125,84,27,40,45
NM_014982,180,184,104,81,91
NM_001701,3,4,1,2,1
NM_182498,430,525,233,180,130
NM_001317812,20,33,11,18,9
NM_182491,23,30,17,21,17
NM_182492,2,7,11,8,10
NM_001005741,314,302,154,108,85
NM_017623,229,280,139,94,77
NM_017622,25,13,8,10,13
NM_017621,66,96,51,47,26
NM_017620,5086,5278,2204,2221,1955
NM_017629,22,30,11,12,11
NM_006055,583,425,123,88,98
NM_019884,364,501,207,153,161
NM_012239,114,80,39,25,21
NM_012238,212,217,82,76,87
NM_012237,409,359,146,111,125
NM_004497,17,9,9,7,7
NM_004491,434,509,204,205,200
NM_012231,501,423,161,176,176
NM_004493,627,537,240,161,150
NM_001013703,262,358,154,156,191
NM_133259,6099,6700,2519,1848,1561
NM_144716,303,363,165,128,98
NM_133445,22,30,23,18,10
NM_144718,84,68,17,24,21
NM_000262,160,160,78,50,46
NM_017955,850,918,351,225,205
NM_017956,32,27,11,11,10
NM_003200,430,618,309,227,175
NM_003201,316,380,131,113,88
NM_017953,487,373,129,115,116
NM_207113,71,50,19,19,20
NM_153256,55,57,34,27,13
NM_145049,363,322,112,79,78
NM_153252,131,80,36,39,27
NM_004272,15,42,12,14,16
NM_004273,17,12,6,7,7
NM_004274,488,580,269,189,193
NM_001100588,83,125,60,66,84
NM_004278,42,41,30,14,17
NM_001330170,404,390,194,120,113
NM_001330173,119,116,55,40,36
NM_144609,309,296,141,117,122
NM_001330177,95,119,65,40,34
NM_001330176,92,109,38,28,34
NM_018451,281,275,113,117,79
NM_001124756,18,19,14,16,19
NM_001014283,59,63,29,22,13
NM_198566,106,73,37,26,21
NM_022802,339,297,144,97,95
NM_001199707,48,22,12,8,5
NM_018452,138,161,61,50,32
NM_004927,286,262,101,74,88
NM_001161498,14,15,6,4,4
NM_000260,15,9,4,8,10
NM_016622,380,350,178,115,136
NM_018457,49,43,14,20,10
NM_001128228,75,93,66,29,33
NM_001160364,23,26,13,9,3
NM_001324337,376,275,77,72,56
NM_001351489,113,93,34,32,35
NM_020405,2,3,4,1,2
NM_020404,59,53,22,19,19
NM_025161,213,291,214,131,71
NM_022575,289,233,117,98,79
NM_025163,15,13,10,5,5
NM_020409,499,481,164,100,99
NM_014112,319,268,113,110,78
NM_016530,119,138,78,50,31
NM_016531,192,195,55,51,56
NM_016535,109,74,33,28,31
NM_176787,79,63,17,18,18
NM_016538,70,102,64,57,33
NM_016539,190,208,124,68,65
NM_001271736,488,475,185,122,130
NM_015884,175,160,70,37,37
NM_175868,260,223,105,74,66
NM_175866,76,114,39,43,42
NM_001324,611,574,323,207,210
NM_001945,12,23,20,11,6
NM_018146,323,283,130,104,90
NM_002154,1789,2202,801,569,490
NM_013338,89,127,48,28,27
NM_001303506,463,609,305,188,157
NM_013334,189,224,105,68,63
NM_013337,413,463,238,151,129
NM_013336,1412,1526,587,405,381
NM_001199873,96,142,78,46,48
NM_013330,217,180,80,47,43
NM_001303501,985,1042,369,281,324
NM_182919,74,77,30,21,23
NM_018240,527,591,304,220,210
NM_001243646,330,342,142,110,73
NM_001205281,7,4,5,1,1
NM_015576,6,8,2,2,4
NM_002333,8,25,14,12,14
NM_002840,710,1516,880,537,371
NM_002843,11,7,3,4,2
NM_002842,67,64,38,26,16
NM_002336,197,207,84,57,72
NM_002334,42,56,21,20,7
NM_001126103,624,603,196,161,182
NM_001761,400,423,230,184,156
NM_001190265,43,57,22,19,16
NM_024565,40,57,16,16,14
NM_024562,76,82,24,28,34
NM_024561,117,103,33,27,18
NM_001308068,131,203,82,68,43
NM_182915,233,292,191,158,91
NM_001294314,13,8,2,3,4
NM_145306,40,47,16,7,13
NM_182917,2662,3467,1909,1658,1266
NM_031899,114,137,59,39,42
NM_014376,25,53,15,17,17
NM_002079,337,356,139,114,117
NM_031890,15,20,15,12,8
NM_031896,10,7,7,3,3
NM_001013635,34,15,11,7,10
NM_005314,2,2,3,1,2
NM_014598,24,18,12,9,8
NM_147193,2,5,6,4,6
NM_014597,1129,1104,399,406,444
NM_001408,106,104,47,44,28
NM_001276320,21,14,8,8,6
NM_001031701,44,56,15,17,20
NM_001040431,199,178,88,50,44
NM_004468,176,204,113,80,60
NM_001351985,293,211,53,49,48
NM_001145374,88,68,42,21,21
NM_018453,306,346,198,137,134
NM_018100,155,113,48,32,45
NM_001145373,76,37,17,11,13
NM_018456,48,37,13,7,12
NM_018109,257,212,79,72,86
NM_005313,1493,1727,614,401,323
NM_002072,87,105,33,37,41
NM_002073,25,26,37,46,35
NM_014370,24,11,7,10,14
NM_014372,29,40,30,39,33
NM_005649,22,19,8,8,2
NM_005318,1084,976,373,291,275
NM_005319,10036,14243,7358,5271,3271
NM_001014448,11,18,4,11,8
NM_014377,304,459,204,216,166
NM_005643,288,332,133,82,119
NM_001318800,2,8,5,2,1
NM_005646,74,90,28,17,28
NM_001100878,72,47,32,20,22
NM_001204397,18,6,5,9,4
NM_005645,180,138,66,44,35
NM_023039,13,37,20,16,3
NM_001355237,167,165,68,38,27
NM_001114938,1,2,1,1,2
NM_023034,145,135,75,67,83
NM_023037,45,29,9,6,13
NM_031942,809,668,243,237,176
NM_001177479,57,35,15,17,10
NM_001278940,261,256,131,94,119
NM_001171868,52,51,32,15,7
NM_015527,192,324,207,126,89
NM_001202560,654,772,320,208,201
NM_001407,94,127,55,40,32
NM_001193424,131,108,36,27,37
NM_001004354,14,9,9,7,4
NM_003078,224,308,142,134,106
NM_001330418,36,55,28,22,30
NM_001286820,427,291,160,119,94
NM_032019,50,56,61,41,31
NM_001348424,190,183,83,61,70
NM_001466,512,431,230,189,165
NM_032013,599,616,303,180,150
NM_032012,433,525,183,119,112
NM_032015,87,86,71,49,19
NM_194279,131,153,61,59,35
NM_001036645,20,17,14,7,10
NM_001303131,78,70,30,20,16
NM_007124,1335,1266,456,550,498
NM_033495,31,32,17,7,15
NM_017581,20,26,13,14,15
NM_001349798,24,64,34,55,49
NM_001286563,11,5,6,7,8
NM_170587,6,17,5,1,5
NM_004845,66,57,26,19,16
NM_001321267,46,50,9,9,19
NM_016053,67,54,19,15,18
NM_016052,409,502,207,170,142
NM_007122,240,264,129,117,105
NM_005792,219,209,90,52,50
NM_016059,394,425,210,175,156
NM_152455,35,42,24,19,19
NM_001008530,305,328,134,95,82
NM_004341,2672,2315,942,774,579
NM_001008539,380,432,189,134,151
NM_207406,37,49,29,16,14
NM_001031737,2,3,1,2,2
NM_173852,579,570,249,164,161
NM_001282568,138,117,38,29,27
NM_173854,42,74,43,30,25
NM_001242894,34,17,12,12,13
NM_001242896,50,59,23,18,25
NM_001318088,18,23,22,14,9
NM_001242891,2651,1715,713,774,765
NM_024321,1601,1780,880,641,527
NM_001317177,123,132,33,42,38
NM_016239,11,21,11,24,37
NM_016941,71,66,34,34,16
NM_016231,16,10,9,6,10
NM_016230,63,61,19,20,11
NM_016237,706,970,442,280,266
NM_015528,124,161,89,72,60
NM_016946,7,6,3,2,1
NM_001308341,11,20,8,8,12
NM_001350561,163,133,91,68,71
NM_001004356,62,157,82,64,52
NM_001290261,30,33,17,9,5
NM_015529,57,54,13,12,10
NM_001201407,22,30,11,15,8
NM_001351100,473,569,289,209,175
NM_001019,1567,1640,662,391,353
NM_001545,386,358,190,136,123
NM_001012,4098,4327,2018,1297,1241
NM_001547,221,137,46,46,61
NM_001016,433,410,132,115,108
NM_001015,5147,4503,1941,2045,1935
NM_145169,244,305,129,87,82
NM_001306215,128,117,77,84,82
NM_001282907,2099,1970,642,411,416
NM_001282905,8,16,5,3,4
NM_000946,353,367,174,99,90
NM_000944,595,658,253,178,134
NM_000945,792,792,307,179,167
NM_007262,960,824,283,232,153
NM_000943,114,103,32,19,18
NM_007260,134,157,41,36,47
NM_000941,905,1018,696,460,396
NM_194259,687,672,248,185,151
NM_001320132,27,22,13,12,5
NM_001165035,471,587,408,293,170
NM_001142467,73,76,47,15,17
NM_001320687,266,260,114,91,84
NM_001194997,460,478,205,195,173
NM_003942,134,144,87,56,75
NM_003941,207,214,59,59,57
NM_003940,204,246,95,70,78
NM_003945,232,240,100,54,46
NM_138689,181,198,112,50,46
NM_001242335,27,36,12,8,8
NM_001316772,1355,1838,694,485,373
NM_001331010,210,233,78,118,98
NM_022977,460,430,133,106,74
NM_001204814,31,22,15,9,5
NM_018225,500,508,159,138,136
NM_020675,442,467,138,76,84
NM_020673,108,116,32,29,33
NM_001080414,153,170,127,133,97
NM_007083,34,19,16,11,10
NM_007080,179,178,82,65,71
NM_007086,776,464,145,149,142
NM_001080412,92,90,49,34,33
NM_024779,391,404,142,128,79
NM_024954,115,151,88,41,32
NM_001080418,3,9,3,4,1
NM_001080419,192,210,100,67,81
NM_001320350,13,24,15,14,11
NM_017549,127,180,92,44,34
NM_003800,218,215,78,70,61
NM_014569,238,273,146,172,157
NM_152407,95,105,49,40,45
NM_017546,508,578,220,147,139
NM_017547,313,294,113,78,66
NM_004689,428,549,271,365,398
NM_004688,111,110,31,30,21
NM_001347901,19,36,14,18,23
NM_005921,103,133,52,30,39
NM_032048,4,4,3,5,4
NM_032139,137,106,45,47,41
NM_004685,366,294,98,75,58
NM_004687,317,423,172,116,136
NM_004686,4,5,3,1,1
NM_001345918,35,24,9,9,5
NM_001001852,161,129,102,83,55
NM_020719,758,651,443,343,287
NM_001924,319,451,227,195,225
NM_032016,134,123,49,34,62
NM_020718,18,40,12,15,13
NM_001233,29,42,26,17,14
NM_001242336,220,203,82,52,47
NM_004299,321,329,104,74,95
NM_006133,44,56,50,41,24
NM_003412,352,314,198,189,159
NM_006135,1371,1391,574,401,330
NM_006134,27,28,15,13,8
NM_006688,46,55,26,32,16
NM_153376,7,6,3,2,3
NM_006682,20,19,10,11,11
NM_001286043,623,549,178,133,156
NM_004295,308,409,238,128,116
NM_002265,8063,8580,3155,2402,2308
NM_001286045,111,78,34,27,31
NM_001127192,2672,2801,1074,771,639
NM_004292,138,117,83,41,35
NM_001127198,42,69,46,23,15
NM_020710,521,536,254,197,162
NM_020713,197,267,123,95,103
NM_001015891,79,48,17,15,19
NM_153377,217,372,219,125,110
NM_001242784,96,93,34,38,51
NM_198046,58,78,33,35,27
NM_005817,1410,1531,783,490,419
NM_001135215,9,12,6,3,3
NM_005813,245,284,97,88,75
NM_005811,42,53,27,31,28
NM_024699,226,227,102,79,67
NM_005819,157,174,75,58,79
NM_139246,272,209,84,77,58
NM_006357,333,280,98,81,69
NM_139245,11,23,8,5,4
NM_006351,385,398,179,181,186
NM_006353,123,140,49,55,42
NM_006352,100,97,62,70,70
NM_080390,5,12,3,4,6
NM_001135055,2185,2282,913,642,596
NM_001324459,204,166,67,37,40
NM_001166691,745,591,173,180,135
NM_000137,61,41,22,15,11
NM_000136,250,266,83,71,76
NM_017905,134,197,110,67,62
NM_001135217,15,13,4,5,4
NM_032374,136,170,62,44,52
NM_032375,362,411,185,116,104
NM_032377,186,204,83,64,51
NM_032373,7,15,2,4,1
NM_032378,1137,1045,432,378,318
NM_152753,10,27,11,7,6
NM_001320910,245,287,106,89,80
NM_001350492,313,410,150,128,116
NM_001184743,143,131,83,81,54
NM_001184742,251,177,69,51,47
NM_001318527,105,102,53,31,37
NM_014169,115,97,30,39,39
NM_014168,304,344,112,96,75
NM_177949,542,466,186,142,119
NM_014165,151,141,54,45,33
NM_014167,196,214,80,61,71
NM_014166,178,161,67,39,43
NM_014161,475,380,140,99,92
NM_014160,316,314,128,91,97
NM_001319127,27,21,12,4,6
NM_018668,120,82,53,32,31
NM_001543,69,139,128,107,60
NM_015566,20,14,12,9,6
NM_015567,36,34,27,25,20
NM_015565,541,474,148,135,131
NM_015562,542,483,146,124,158
NM_018664,21,19,10,4,11
NM_018665,38,61,21,18,10
NM_152716,221,260,116,83,88
NM_021100,167,205,102,69,66
NM_001305040,3,4,3,2,2
NM_001305043,917,1039,328,247,210
NM_002454,79,91,51,31,40
NM_002455,245,239,128,96,73
NM_017916,309,283,139,106,115
NM_001320479,1,3,2,2,7
NM_001270470,56,47,20,7,7
NM_001270476,452,452,167,134,141
NM_001256716,66,73,33,15,29
NM_001317033,543,521,201,145,118
NM_001301746,98,112,43,37,42
NM_033026,231,277,119,106,101
NM_033025,238,362,284,193,130
NM_138300,267,275,136,81,66
NM_001282684,140,148,64,53,35
NM_001282687,6,6,2,4,3
NM_001346413,169,112,96,110,127
NM_001282680,936,769,319,285,271
NM_033028,147,117,53,38,26
NM_014788,48,65,32,24,36
NM_001226,157,178,55,32,27
NM_001220,30,37,21,15,11
NM_014781,176,213,86,81,70
NM_014783,157,163,71,74,66
NM_001229,116,105,55,27,28
NM_014786,165,208,229,147,73
NM_001320905,613,784,342,194,154
NM_022132,466,427,151,110,83
NM_022130,403,498,201,135,95
NM_001143782,46,47,29,20,20
NM_001143780,177,233,121,71,67
NM_021116,11,17,9,11,16
NM_021117,115,131,57,36,41
NM_021110,1992,1342,405,370,272
NM_001082480,99,58,29,34,29
NM_001347886,14,12,6,4,7
NM_018317,46,47,17,11,17
NM_199141,1018,1219,540,370,387
NM_001322216,758,750,276,248,210
NM_170740,61,45,15,17,13
NM_000062,629,677,255,175,171
NM_139169,263,282,143,85,86
NM_005109,308,309,100,75,68
NM_005100,2880,3283,1345,1172,1112
NM_005105,427,438,288,406,375
NM_170711,958,949,400,310,274
NM_170710,41,36,8,11,16
NM_170714,110,137,81,50,50
NM_004800,1022,1031,335,237,218
NM_001272034,4,6,7,5,4
NM_001316345,75,64,15,27,20
NM_001316341,1157,1042,347,246,276
NM_001002913,64,88,44,24,13
NM_012257,275,250,91,71,40
NM_001951,97,130,86,54,33
NM_012250,37,53,16,16,17
NM_001488,99,93,46,25,41
NM_012259,1,2,1,1,1
NM_001018113,77,49,20,21,14
NM_001330990,612,651,347,264,192
NM_201403,86,74,46,35,23
NM_147161,26,25,27,19,13
NM_133463,2,1,2,1,4
NM_133464,54,53,17,9,19
NM_133467,5,4,3,1,1
NM_006907,795,908,444,312,258
NM_006909,132,138,71,94,93
