AccNum,cdReads0_RPF_2,cdReads1_RPF_2,cdReads2_RPF_2,cdReads3_RPF_2,cdReads4_RPF_2
NM_004638,2153,2525,1222,1149,1044
NM_004639,2797,2701,1110,929,845
NM_001519,168,214,154,106,85
NM_004630,1516,2017,912,802,793
NM_001300764,247,327,143,82,73
NM_001300947,868,1027,448,357,312
NM_001300946,602,819,423,392,420
NM_004637,1149,1321,614,308,259
NM_004326,303,502,242,200,150
NM_001201461,31,21,23,19,10
NM_182904,17,7,5,4,6
NM_001330716,101,104,47,42,43
NM_004320,442,277,91,83,102
NM_025250,388,534,398,188,164
NM_001195541,15,17,3,10,10
NM_080916,570,655,362,199,181
NM_001330718,90,64,35,31,28
NM_004329,31,37,12,10,14
NM_022915,672,571,215,164,150
NM_022916,391,346,145,127,98
NM_022912,624,610,235,136,138
NM_022918,136,115,30,33,32
NM_005733,959,813,360,344,303
NM_001142290,194,282,189,104,106
NM_016433,96,94,57,37,43
NM_001320674,157,150,53,44,40
NM_001351590,121,98,41,43,46
NM_173562,382,429,185,111,120
NM_001351267,165,176,70,54,36
NM_001146334,226,266,146,120,97
NM_003246,511,964,599,352,253
NM_173567,35,44,10,9,9
NM_001317012,93,112,49,39,53
NM_033637,201,165,55,65,31
NM_016466,121,96,48,34,30
NM_016467,403,384,157,77,76
NM_016464,50,53,14,13,15
NM_016080,645,769,281,196,169
NM_015990,40,33,15,12,16
NM_015997,21,28,11,9,4
NM_015994,347,341,104,93,70
NM_017594,12,18,8,9,7
NM_001308196,72,49,30,27,32
NM_001308197,696,792,270,192,162
NM_017590,216,277,184,140,127
NM_017592,428,432,216,143,132
NM_001348119,334,407,167,97,86
NM_152230,44,55,23,22,16
NM_005736,1053,1039,412,305,263
NM_000801,79,88,42,19,24
NM_001303418,275,300,187,194,193
NM_001164463,4,2,3,3,2
NM_001136501,63,36,39,41,29
NM_001136504,5,6,3,3,2
NM_145262,31,48,23,13,11
NM_145260,15,12,8,2,10
NM_145267,19,16,8,5,5
NM_006676,164,172,86,60,54
NM_148976,1053,1076,371,251,228
NM_006675,374,458,269,155,158
NM_001308226,871,788,426,385,342
NM_006670,320,376,196,118,98
NM_031459,56,51,39,20,15
NM_001292004,190,199,78,53,51
NM_002959,1126,1287,407,335,341
NM_001412,64,98,35,30,31
NM_031452,11,16,7,4,3
NM_002954,157,149,43,41,32
NM_002953,102,103,39,42,22
NM_002952,757,591,224,179,179
NM_001184796,1138,1242,477,314,255
NM_002950,2281,2443,990,648,527
NM_024348,428,460,201,158,121
NM_024619,460,496,177,127,117
NM_024616,30,45,16,10,8
NM_024341,125,94,54,32,32
NM_024610,58,41,17,16,30
NM_024611,39,40,17,15,15
NM_024612,351,325,140,95,94
NM_024345,98,93,45,30,27
NM_001130823,3196,3378,1617,1445,1173
NM_001013627,118,158,80,55,36
NM_025136,214,221,147,70,46
NM_001160305,50,70,26,22,24
NM_138720,1930,2465,1411,949,587
NM_001257102,645,695,289,160,124
NM_001349178,27,28,12,18,18
NM_005899,491,410,163,134,127
NM_031232,108,83,43,19,44
NM_001134878,21,21,11,10,4
NM_001114748,36,36,19,17,9
NM_001024227,1560,1417,565,406,383
NM_175066,221,220,111,82,111
NM_006098,8529,7914,2686,2100,2056
NM_003579,125,122,72,56,79
NM_178502,162,182,82,60,65
NM_175063,568,598,261,140,134
NM_021831,65,79,26,30,37
NM_175061,49,55,32,23,17
NM_001011544,138,156,75,62,56
NM_078474,125,146,70,45,48
NM_001011546,542,594,183,136,114
NM_178508,11,13,2,5,6
NM_001330183,172,70,38,41,23
NM_001031703,220,264,125,85,69
NM_014739,1088,1037,395,328,286
NM_012118,124,100,41,38,20
NM_024165,113,136,66,44,47
NM_014730,205,247,117,76,86
NM_014734,82,52,26,28,9
NM_014735,62,57,26,15,21
NM_014736,1477,1374,472,288,232
NM_001318844,757,896,336,227,249
NM_005202,12,28,14,11,5
NM_001323544,103,158,85,53,73
NM_005207,321,340,169,110,85
NM_152494,2,3,3,3,1
NM_032182,316,298,190,121,138
NM_001317931,11,19,3,4,3
NM_152490,82,71,26,29,21
NM_032184,15,27,14,10,8
NM_133328,120,110,52,40,31
NM_001289394,83,111,69,75,66
NM_174891,17,10,6,1,9
NM_024790,142,226,103,120,108
NM_001146276,40,67,22,20,20
NM_001318339,264,294,138,121,114
NM_001357734,220,172,43,43,36
NM_001145054,6,6,1,4,2
NM_005895,292,480,262,323,306
NM_001145408,1728,1555,583,593,524
NM_018275,96,131,87,50,53
NM_152272,359,403,164,143,132
NM_001283035,751,792,303,243,233
NM_001105251,669,451,132,91,97
NM_152278,317,228,53,32,37
NM_152279,29,17,6,7,8
NM_032765,13,11,8,5,8
NM_017602,376,368,173,147,114
NM_053002,22,17,10,18,11
NM_001301227,2254,2235,1028,828,739
NM_001354429,364,434,149,139,141
NM_015311,1069,995,619,360,239
NM_152423,71,43,12,10,10
NM_018270,205,230,119,84,94
NM_001142470,76,45,24,28,22
NM_015313,136,248,99,100,136
NM_001322130,147,78,47,42,39
NM_001286756,207,194,69,77,62
NM_016265,159,139,60,48,44
NM_001350139,226,224,106,102,104
NM_001321445,829,969,369,240,220
NM_198182,3,5,5,5,3
NM_022768,491,387,173,160,127
NM_022769,90,98,48,45,41
NM_022766,220,231,106,116,119
NM_022767,306,286,136,110,71
NM_022763,641,516,189,186,189
NM_003388,154,337,276,208,146
NM_015179,533,692,382,293,217
NM_018909,113,116,71,45,38
NM_001172674,62,48,15,18,20
NM_018902,52,55,32,36,25
NM_015172,3046,3929,1779,1433,1151
NM_018907,69,98,47,26,26
NM_001037442,170,175,63,72,88
NM_001305108,1503,1797,764,530,518
NM_178448,201,250,168,101,79
NM_001177382,1,5,2,3,1
NM_001308426,114,103,47,30,29
NM_020870,20,30,17,11,10
NM_020871,77,51,16,18,17
NM_020872,115,161,35,38,48
NM_001316307,566,592,281,199,183
NM_018201,418,385,183,136,170
NM_001113575,15,14,8,4,5
NM_019059,313,358,155,116,95
NM_181861,198,194,66,54,60
NM_001012758,20,29,11,7,6
NM_003365,1462,1580,680,443,397
NM_001310321,265,305,123,61,82
NM_001310326,808,791,330,202,168
NM_019050,54,65,26,16,28
NM_019051,288,215,93,75,49
NM_001143993,74,47,39,19,15
NM_001997,1902,1910,816,635,570
NM_001010851,154,91,33,15,34
NM_015310,466,538,245,231,265
NM_020772,674,461,166,131,160
NM_021807,388,389,170,139,167
NM_201400,24,21,11,7,5
NM_001012756,104,74,24,24,19
NM_017727,384,307,93,100,114
NM_001195129,96,95,42,28,28
NM_001101401,7,1,5,3,1
NM_001170714,413,740,363,203,175
NM_183050,233,214,78,55,63
NM_205847,309,293,106,77,74
NM_205842,1035,1046,369,324,335
NM_205843,532,607,375,313,283
NM_181425,129,159,62,52,51
NM_001329674,1821,1829,566,458,393
NM_001452,4,3,1,1,1
NM_001329670,54,62,49,82,141
NM_001300887,3,11,9,3,5
NM_001455,64,45,21,16,11
NM_001282748,304,419,207,224,182
NM_015131,748,827,326,263,249
NM_001458,7595,8098,4371,3241,2266
NM_007115,4,10,2,3,1
NM_000320,199,191,73,55,53
NM_007110,97,92,38,29,40
NM_000495,45,24,8,9,6
NM_001350508,94,84,38,32,38
NM_007113,9,13,9,3,3
NM_015420,1001,1024,379,279,247
NM_007118,565,530,303,335,392
NM_001350503,100,89,41,43,42
NM_003362,368,350,157,89,83
NM_001320795,339,321,111,76,67
NM_021239,890,1016,380,394,361
NM_005439,697,1012,524,328,263
NM_001195386,9,3,1,1,2
NM_147223,214,370,152,144,129
NM_005438,227,309,135,91,100
NM_138795,147,142,64,36,33
NM_012199,146,208,88,74,81
NM_138793,280,334,210,127,95
NM_014505,134,176,81,56,36
NM_012193,76,77,36,34,22
NM_012197,834,628,232,266,243
NM_020724,3,1,1,2,1
NM_001146106,232,182,52,49,45
NM_020722,181,267,145,166,139
NM_001351314,7,10,4,3,7
NM_020728,266,288,102,74,86
NM_001146108,538,434,148,83,105
NM_000146,312,364,230,150,120
NM_000147,54,58,18,13,17
NM_025233,257,290,185,139,103
NM_001080512,139,180,96,64,68
NM_000143,896,881,323,248,169
NM_000148,1,1,3,4,2
NM_001320421,61,109,49,62,62
NM_178238,4,9,8,12,12
NM_001142645,66,72,28,20,17
NM_021052,6458,9081,5679,4040,2369
NM_001142648,559,510,183,134,115
NM_173050,25,26,23,13,16
NM_173500,33,40,12,20,14
NM_021058,1740,2479,1569,986,571
NM_173505,6,1,3,2,3
NM_021994,136,143,46,39,41
NM_001281463,916,948,397,388,332
NM_001174129,187,165,53,43,41
NM_004799,53,85,40,23,38
NM_004798,122,200,87,83,96
NM_001286488,103,123,64,37,42
NM_004793,997,1245,737,672,621
NM_001297642,94,99,60,26,13
NM_000968,1806,1932,773,624,523
NM_005990,395,490,233,226,177
NM_182706,647,1033,681,481,335
NM_175902,131,170,95,52,53
NM_001351264,324,218,125,85,80
NM_175907,154,101,38,30,37
NM_006247,1125,1144,518,489,451
NM_001042519,5,12,9,4,2
NM_145062,122,105,52,44,40
NM_006243,35,51,22,12,14
NM_001145033,24,24,11,7,6
NM_006793,1606,1664,643,446,415
NM_006240,43,31,11,5,15
NM_001281460,63,105,59,29,24
NM_001002021,672,712,350,227,218
NM_001286732,54,32,30,14,21
NM_004864,321,193,75,84,93
NM_020182,10,34,20,6,3
NM_020183,8,12,5,8,7
NM_020184,132,164,115,68,45
NM_004860,246,224,83,91,72
NM_001324094,57,46,16,8,15
NM_020189,405,480,125,108,106
NM_001324098,462,464,170,202,161
NM_004869,368,338,130,120,98
NM_003124,188,207,93,58,56
NM_144679,112,139,99,64,69
NM_032970,98,89,38,29,24
NM_198150,105,105,41,20,18
NM_017934,614,592,225,219,213
NM_004003,243,323,193,134,87
NM_003141,106,81,54,42,27
NM_006420,339,442,192,147,184
NM_006427,685,891,511,292,198
NM_003146,1673,1815,820,775,754
NM_001302688,314,365,166,108,105
NM_003144,314,308,117,110,96
NM_018427,190,181,61,66,63
NM_001128850,5,11,3,2,1
NM_013301,88,114,78,49,42
NM_000937,2492,2905,1603,1193,982
NM_005222,178,93,45,56,27
NM_002898,33,22,8,14,7
NM_002894,173,230,79,97,85
NM_001257370,11,8,6,4,3
NM_002892,186,130,59,85,60
NM_002893,1017,1086,392,263,224
NM_002890,211,311,133,84,90
NM_001348651,22,14,13,7,4
NM_181725,138,130,59,33,40
NM_153232,390,284,137,105,71
NM_020778,402,424,263,198,160
NM_001134793,29,26,10,9,11
NM_018077,519,494,199,177,181
NM_001040454,117,120,60,37,42
NM_004924,10079,9998,4579,3951,3604
NM_001352379,712,746,281,243,243
NM_001762,3788,3871,1507,1006,907
NM_001040450,29,48,22,14,23
NM_001040451,161,136,59,57,78
NM_001330208,490,604,220,155,207
NM_004925,85,80,39,17,25
NM_173793,130,111,72,50,38
NM_002096,879,1019,469,494,419
NM_002097,107,118,35,37,36
NM_003369,66,56,21,29,22
NM_002095,165,145,48,42,33
NM_002092,565,621,241,162,147
NM_002093,356,322,141,131,99
NM_015921,676,729,304,226,204
NM_001282101,497,658,295,217,163
NM_002098,2,3,5,1,5
NM_014033,31,21,7,5,12
NM_004546,538,533,246,153,140
NM_001318471,97,80,29,10,18
NM_014037,2,9,3,2,5
NM_014035,48,41,10,11,7
NM_014034,258,194,81,53,68
NM_001819,14,24,10,8,8
NM_001126328,13,14,4,9,10
NM_018222,480,452,164,115,163
NM_015343,26,47,21,18,19
NM_015340,254,290,85,78,87
NM_015617,17,15,7,6,7
NM_015346,225,252,156,133,126
NM_018227,915,879,269,190,190
NM_015344,220,230,90,55,60
NM_015345,367,441,174,181,188
NM_145663,62,58,47,37,25
NM_015348,1004,1169,597,367,322
NM_018229,123,109,41,27,29
NM_001278716,39,24,18,12,8
NM_001278717,26,13,6,3,1
NM_002239,107,102,81,77,72
NM_002231,337,428,192,99,96
NM_002236,3,6,2,1,2
NM_002541,914,858,454,354,313
NM_024409,7,8,4,3,2
NM_001270520,232,203,66,103,119
NM_001252100,35,52,27,19,32
NM_001126060,6,15,6,10,2
NM_001318784,147,148,60,48,50
NM_001323017,111,152,89,72,50
NM_024407,554,583,246,167,168
NM_001256424,110,154,87,52,62
NM_001256426,585,489,135,117,104
NM_032510,81,70,45,29,26
NM_001122770,35,36,14,9,6
NM_002833,100,157,63,41,39
NM_001261390,516,405,135,143,156
NM_032515,118,91,69,45,41
NM_001271650,84,92,30,70,66
NM_032208,844,861,369,282,276
NM_018044,300,288,194,148,109
NM_003913,260,252,81,117,75
NM_019885,118,144,92,46,39
NM_001352599,89,77,27,18,14
NM_001130031,80,59,37,17,16
NM_033171,3,7,3,6,7
NM_001352592,139,196,70,56,50
NM_018049,507,480,244,149,118
NM_033452,475,551,411,204,128
NM_001346506,511,632,325,338,324
NM_001349232,124,115,48,36,42
NM_001242841,113,84,38,28,30
NM_001242844,126,60,37,41,36
NM_001025205,1827,1694,664,568,540
NM_014699,146,105,59,55,43
NM_014698,54,58,40,29,22
NM_014691,661,625,241,214,172
NM_080647,119,159,78,52,71
NM_001160133,59,54,21,20,22
NM_032530,24,9,5,4,10
NM_001348041,71,76,26,31,32
NM_033390,124,97,43,40,26
NM_033397,183,120,80,56,50
NM_033396,425,469,285,234,164
NM_001099415,72,111,76,49,34
NM_001270384,181,146,58,48,45
NM_012345,48,54,26,21,30
NM_012343,711,524,195,160,168
NM_012341,1062,1075,429,336,319
NM_012340,5,88,51,28,14
NM_152772,7,11,9,4,1
NM_016041,142,151,67,37,46
NM_001098801,122,110,45,32,36
NM_014964,66,60,32,31,14
NM_014963,225,254,168,123,102
NM_005017,236,208,103,78,68
NM_213602,66,80,36,25,16
NM_005015,603,550,273,187,212
NM_213604,26,37,34,13,14
NM_177433,5893,4612,1409,1068,1006
NM_176818,168,158,90,54,48
NM_080391,70,78,31,26,28
NM_020888,130,232,92,55,44
NM_176812,524,530,246,229,183
NM_176814,86,104,33,20,18
NM_001185080,36,35,12,7,11
NM_001848,2244,2864,1475,1047,996
NM_003594,513,381,133,135,162
NM_001034845,2,3,1,1,1
NM_001042683,162,151,70,56,70
NM_006983,10,17,8,7,7
NM_001844,2219,2891,1112,709,597
NM_001845,6083,8412,2687,1598,1420
NM_001846,5909,7057,2705,1669,1355
NM_001330556,68,68,34,32,31
NM_001330552,12,19,21,14,16
NM_001206945,2,3,6,1,2
NM_001267868,38,47,27,16,4
NM_001348014,105,95,40,33,24
NM_001189,20,9,14,4,6
NM_001350995,126,151,62,46,49
NM_001354355,19,18,5,6,5
NM_001350332,72,56,19,23,24
NM_001350339,214,222,66,74,77
NM_001355017,59,68,51,33,28
NM_025238,402,450,185,118,139
NM_153810,202,248,74,61,76
NM_001152,1393,1409,512,334,287
NM_001300968,80,55,17,20,22
NM_001150,263,329,202,126,107
NM_004307,139,145,53,41,42
NM_004300,578,524,159,120,87
NM_025230,119,127,57,43,43
NM_001154,2439,2720,951,602,513
NM_001155,2996,2765,962,812,707
NM_001321307,316,279,90,72,80
NM_007075,119,97,36,30,41
NM_001317781,10,14,10,11,6
NM_001143835,190,216,99,75,78
NM_001199417,76,105,80,60,54
NM_001291310,104,129,54,61,61
NM_001317785,201,213,67,70,42
NM_004598,297,364,202,132,110
NM_016194,64,80,18,27,14
NM_020921,121,160,113,179,186
NM_000795,13,25,17,13,5
NM_001320653,753,747,263,159,207
NM_001171155,105,112,63,36,29
NM_001018024,19,18,8,11,4
NM_001300801,13,38,24,28,24
NM_017825,295,404,238,133,93
NM_017824,316,379,163,84,81
NM_001032410,177,223,75,51,62
NM_001345965,149,153,49,42,40
NM_001324315,30,29,10,8,9
NM_020062,257,321,159,97,123
NM_025205,296,288,86,82,60
NM_145901,454,466,225,103,105
NM_016047,797,878,333,243,186
NM_001324318,657,533,156,133,126
NM_001106,66,99,55,25,38
NM_016448,860,762,271,179,132
NM_198098,15,16,14,8,2
NM_020466,89,68,25,12,22
NM_016444,103,90,48,33,37
NM_198097,5,4,1,4,1
NM_016331,68,94,36,19,22
NM_016440,145,129,64,47,43
NM_016441,267,447,272,187,156
NM_172069,228,188,84,79,91
NM_181093,29,48,23,21,13
NM_015971,1105,1086,447,316,302
NM_015973,130,152,69,48,58
NM_024980,3,6,3,1,1
NM_015976,259,278,110,68,70
NM_001037165,424,398,185,155,131
NM_001037163,13,22,8,10,9
NM_001037161,5,8,1,2,6
NM_015276,272,323,140,110,83
NM_001289103,3281,3763,2008,1399,1234
NM_015264,25,36,36,25,26
NM_138473,995,763,246,239,227
NM_138471,247,268,122,93,82
NM_138477,99,118,55,44,42
NM_130469,11,26,17,7,8
NM_001289108,100,116,64,36,36
NM_202002,201,288,173,121,130
NM_001330309,94,129,43,36,29
NM_025208,21,14,5,3,8
NM_172240,113,86,23,25,28
NM_025209,74,104,76,65,76
NM_007300,403,258,105,93,67
NM_181672,521,384,129,151,159
NM_198892,71,93,47,25,37
NM_000182,1096,863,278,251,190
NM_001303439,59,45,37,43,32
NM_004031,45,60,58,41,35
NM_001290046,189,227,103,112,132
NM_001290040,9,8,1,2,2
NM_001130142,244,198,53,47,56
NM_001350070,88,98,32,29,43
NM_001024674,107,103,52,34,30
NM_032689,42,35,27,18,23
NM_001308240,373,347,149,105,91
NM_199418,319,298,119,62,82
NM_006653,3,3,4,6,4
NM_001351246,66,62,36,14,13
NM_001293228,9,6,9,5,9
NM_001257291,42,34,26,24,19
NM_001257293,4549,3953,1377,1185,1047
NM_002931,390,441,193,162,204
NM_031438,86,52,21,17,15
NM_031439,133,92,54,35,33
NM_031434,72,83,41,30,22
NM_031435,22,10,3,10,4
NM_002939,1101,1305,802,545,382
NM_031430,44,57,35,23,17
NM_031431,63,68,28,29,28
NM_152595,11,3,6,2,1
NM_001256155,95,75,33,43,29
NM_001272036,143,181,102,101,48
NM_022834,353,354,222,105,78
NM_181503,196,170,55,49,59
NM_001272051,47,34,21,7,14
NM_003366,1220,1099,336,255,234
NM_001358,2207,1769,593,488,453
NM_001278464,738,650,218,159,188
NM_001025071,1873,1875,745,542,486
NM_001166175,6,14,3,8,6
NM_175738,3,2,1,1,1
NM_153605,88,52,23,40,7
NM_175732,149,140,71,32,51
NM_178526,63,69,31,21,15
NM_003550,280,304,197,160,138
NM_003559,183,212,106,137,139
NM_001145204,5,8,3,2,2
NM_001746,4202,3209,1148,1092,1022
NM_001145206,145,163,67,47,51
NM_001330540,97,64,48,38,38
NM_001172435,636,609,210,203,228
NM_001315530,538,520,163,149,121
NM_020734,78,69,21,26,38
NM_139021,11,9,9,5,10
NM_001039803,58,42,36,22,11
NM_001039802,136,88,43,42,41
NM_001318864,362,367,161,113,121
NM_014758,98,115,61,31,54
NM_001300791,141,128,63,49,47
NM_014205,39,39,22,9,6
NM_014206,508,513,202,132,123
NM_024953,282,261,92,74,80
NM_005225,100,99,60,29,58
NM_005227,63,36,13,20,11
NM_032160,31,46,15,6,14
NM_152470,11,7,7,2,3
NM_032164,373,312,211,165,159
NM_001143757,22,45,11,8,6
NM_004398,223,230,111,103,92
NM_032169,96,107,32,34,29
NM_152478,19,25,17,7,13
NM_001314033,123,119,57,63,55
NM_001098536,1520,1363,614,448,383
NM_018697,289,412,189,125,113
NM_001172567,199,253,151,91,71
NM_018699,47,42,23,18,19
NM_018698,15,21,14,4,8
NM_000271,480,499,221,136,150
NM_144588,67,63,35,24,19
NM_001171990,36,37,11,9,11
NM_001352299,60,51,34,13,18
NM_006886,1623,1745,739,466,327
NM_052950,47,67,19,32,31
NM_052951,416,469,211,164,177
NM_203342,285,277,93,75,70
NM_002528,249,219,124,72,83
NM_030567,13,20,23,6,6
NM_032701,58,62,44,28,27
NM_032709,96,88,33,27,31
NM_001040667,8,14,9,7,6
NM_001352127,434,289,141,182,212
NM_001040661,17,27,15,5,8
NM_016816,24,18,3,3,5
NM_002523,2766,3958,3300,1784,1099
NM_001098621,42,48,17,14,15
NM_022744,179,211,105,72,64
NM_022745,319,356,144,89,96
NM_022746,52,49,29,14,4
NM_022742,79,77,28,51,50
NM_021090,145,200,70,72,85
NM_022039,21,20,7,11,5
NM_022748,1640,1927,1079,761,597
NM_015401,170,255,131,85,93
NM_015404,32,43,35,18,18
NM_015409,707,678,293,265,321
NM_015156,409,466,180,119,92
NM_002525,1161,1124,419,393,394
NM_015150,212,222,70,83,93
NM_020892,86,90,63,28,35
NM_020893,7,12,14,15,15
NM_020890,653,624,204,155,139
NM_020896,108,116,61,37,32
NM_020894,56,77,39,33,41
NM_020898,252,233,102,79,59
NM_001142683,16,6,5,2,3
NM_019074,5,4,2,2,2
NM_001302545,1870,2037,716,546,509
NM_019071,108,134,52,42,31
NM_019072,104,104,50,29,20
NM_019073,129,152,71,46,48
NM_181847,24,57,22,19,9
NM_181846,75,70,33,24,13
NM_181845,43,29,16,10,7
NM_181842,111,111,75,54,39
NM_016836,443,587,208,157,149
NM_000808,10,16,7,7,9
NM_018359,325,310,126,99,64
NM_001171508,842,874,374,257,203
NM_001304452,1262,1113,364,290,252
NM_058190,87,82,54,36,29
NM_001284501,92,91,46,25,27
NM_001040272,23,20,18,10,14
NM_001101426,1,5,1,3,1
NM_015274,140,185,85,53,54
NM_016497,515,394,129,112,84
NM_002705,66,92,50,58,47
NM_015949,350,506,331,175,158
NM_001282766,222,207,73,78,74
NM_015272,94,67,30,30,20
NM_001278299,187,267,140,92,81
NM_001282761,129,200,68,52,60
NM_001304,726,754,293,180,176
NM_001303,56,45,22,25,25
NM_001300,562,340,156,121,117
NM_001353657,141,144,51,61,45
NM_001276471,1201,1485,475,347,302
NM_001024809,121,185,117,70,61
NM_030624,141,142,61,37,33
NM_001350073,18,20,11,9,4
NM_001024807,217,278,125,90,79
NM_001244950,95,104,49,31,41
NM_001350077,480,412,154,173,176
NM_030622,2,1,1,3,1
NM_021217,36,48,17,16,16
NM_021216,84,131,93,68,51
NM_020755,1299,1174,422,250,197
NM_021214,38,41,28,16,15
NM_021211,228,120,52,39,28
NM_021210,476,455,154,114,103
NM_177455,62,38,26,16,18
NM_014078,668,682,230,153,167
NM_001322845,91,78,32,25,26
NM_021219,117,124,54,38,38
NM_001322841,505,644,360,361,334
NM_020433,17,43,28,19,14
NM_001329434,1187,1137,425,296,308
NM_001308381,353,379,166,134,141
NM_207644,8,11,4,4,3
NM_001081550,899,703,223,226,225
NM_019556,39,38,16,6,8
NM_203327,125,138,74,49,52
NM_021079,1298,1125,492,409,422
NM_021078,126,142,80,93,96
NM_016172,307,327,156,150,154
NM_021077,18,34,9,8,6
NM_021076,54,61,27,29,25
NM_021075,336,293,112,83,63
NM_021074,337,317,123,89,62
NM_001347830,4,6,2,4,2
NM_173074,75,63,12,5,15
NM_006451,129,149,52,40,36
NM_001330349,80,107,31,33,17
NM_001001671,17,18,5,7,3
NM_001174103,2,4,4,4,3
NM_001174100,180,239,100,57,70
NM_001174104,28,21,20,8,8
NM_178507,463,635,381,222,204
NM_001317994,90,57,25,19,25
NM_015015,206,225,143,132,109
NM_201520,21,18,10,7,4
NM_001309434,701,734,234,218,223
NM_001164277,134,123,50,28,28
NM_000303,153,177,65,63,57
NM_000304,262,245,108,79,73
NM_000305,904,937,353,263,270
NM_001164273,1037,836,367,361,285
NM_181462,137,172,71,56,60
NM_001102420,101,119,41,27,24
NM_175921,175,147,57,56,44
NM_006224,281,353,129,89,83
NM_006221,748,693,286,217,211
NM_001011713,78,98,56,46,42
NM_001195249,153,183,66,49,32
NM_178120,146,88,51,32,36
NM_004849,113,145,76,56,56
NM_004130,211,186,80,54,46
NM_017744,144,149,59,45,29
NM_001042537,108,78,47,31,23
NM_001042539,643,780,402,299,272
NM_004840,173,136,38,33,29
NM_004514,257,376,192,141,143
NM_004844,182,206,102,87,87
NM_006809,317,359,150,102,104
NM_001317199,472,614,364,204,163
NM_001244008,222,282,151,144,110
NM_001317194,97,104,33,36,30
NM_198426,917,920,368,257,213
NM_144693,15,25,14,15,12
NM_144695,227,204,76,77,83
NM_000169,307,328,109,59,63
NM_144697,36,24,7,6,12
NM_000161,5,7,3,1,7
NM_007098,118,115,32,36,32
NM_138423,127,175,115,76,53
NM_173825,121,98,30,21,29
NM_001160223,35,27,12,10,8
NM_005513,264,167,74,81,84
NM_020309,17,9,7,11,2
NM_001355042,2,3,1,2,1
NM_000362,744,740,353,224,225
NM_001113490,119,75,26,24,17
NM_019554,1023,994,417,307,299
NM_004891,82,67,19,13,6
NM_001282512,88,105,35,28,29
NM_001257964,6,7,2,1,2
NM_006750,261,184,114,64,51
NM_001282515,206,111,61,55,41
NM_006753,344,413,227,245,200
NM_001345922,134,83,26,49,31
NM_001278458,7,8,1,2,1
NM_213599,44,28,10,13,9
NM_006212,31,28,8,17,15
NM_006300,50,43,28,21,18
NM_001167741,55,52,22,16,21
NM_024798,4,2,2,1,1
NM_001039127,82,61,19,15,12
NM_013254,141,151,63,58,48
NM_001282167,10,11,10,3,5
NM_001282169,46,43,16,16,20
NM_001171818,80,85,45,55,44
NM_001320714,123,155,71,24,38
NM_001080533,223,223,97,79,70
NM_015256,7,7,2,1,4
NM_001170905,71,39,21,11,16
NM_001126121,91,80,57,29,30
NM_002210,1448,1760,616,383,351
NM_002211,1790,1550,512,376,311
NM_002213,241,389,164,76,80
NM_002214,99,234,179,107,77
NM_001172696,274,324,146,94,72
NM_031370,3478,3055,895,832,732
NM_031372,3857,3886,1386,1106,987
NM_153329,279,335,175,113,99
NM_001166108,427,424,201,141,113
NM_001282225,6,13,6,4,3
NM_001323072,781,768,330,254,281
NM_001136033,2348,2637,1293,910,863
NM_001190980,19,24,6,6,5
NM_001171816,45,45,20,7,9
NM_001165928,1355,2153,1460,629,397
NM_001256404,7,6,2,5,2
NM_032574,127,110,52,25,25
NM_001256409,712,702,246,165,150
NM_001160183,47,30,25,10,12
NM_001314059,68,62,38,41,41
NM_033625,970,960,479,284,252
NM_033624,615,472,163,149,147
NM_001331097,59,56,28,28,20
NM_001193523,289,402,230,125,107
NM_033158,167,226,137,68,60
NM_004416,2,3,4,3,1
NM_001242860,53,60,27,11,15
NM_001421,218,179,120,78,57
NM_001242865,158,159,79,75,57
NM_001167940,18,23,9,2,5
NM_001242868,8,4,2,2,1
NM_001931,628,550,208,159,179
NM_001353403,41,50,22,11,19
NM_001346186,160,250,90,64,47
NM_001933,477,509,162,125,119
NM_001163335,13,10,5,5,5
NM_001283018,13,14,8,8,6
NM_015368,88,139,62,40,14
NM_001330243,73,62,17,11,15
NM_080664,46,63,19,20,19
NM_001145418,489,484,234,183,190
NM_080660,496,468,227,174,129
NM_001145415,383,284,170,174,164
NM_018202,138,190,86,45,54
NM_004530,137,189,160,98,93
NM_015364,17,15,6,3,6
NM_001145412,787,576,214,202,196
NM_080668,540,591,289,194,155
NM_012329,67,65,29,14,15
NM_001130913,14,18,11,3,9
NM_012325,1224,1008,392,416,365
NM_004418,31,20,15,8,5
NM_016608,277,217,91,76,46
NM_012326,53,63,27,19,20
NM_012321,1135,1332,592,427,384
NM_012320,125,178,137,84,53
NM_001939,8,12,3,3,4
NM_013324,51,36,17,19,13
NM_014949,326,254,90,107,123
NM_014948,113,103,62,43,33
NM_001190329,1909,1878,684,393,384
NM_014943,45,40,13,11,11
NM_001190457,142,172,119,69,53
NM_014941,265,225,107,148,132
NM_014940,130,156,87,45,51
NM_032439,2,1,1,1,1
NM_014417,27,19,14,10,1
NM_005072,121,102,67,41,54
NM_032390,388,416,183,138,83
NM_001005340,10,6,5,3,3
NM_005078,139,211,144,105,79
NM_005620,2958,3117,1282,831,664
NM_002392,231,276,128,105,113
NM_001307978,148,144,95,63,53
NM_018064,271,216,106,99,72
NM_015097,340,338,132,122,112
NM_015094,66,61,39,36,21
NM_018060,630,763,294,186,224
NM_015093,141,115,45,52,75
NM_001206929,1,3,1,2,10
NM_130463,27,36,9,12,9
