AccNum,cdReads0_RPF_1,cdReads1_RPF_1,cdReads2_RPF_1,cdReads3_RPF_1,cdReads4_RPF_1
NM_014744,122,75,37,37,39
NM_001320858,93,75,39,29,20
NM_080571,117,111,55,56,44
NM_183040,120,96,66,47,65
NM_006528,390,259,173,124,112
NM_017996,10,8,14,8,7
NM_001099270,69,60,37,29,20
NM_001099271,79,63,40,27,29
NM_012435,34,32,18,13,8
NM_017999,145,84,66,73,60
NM_012437,206,207,134,88,73
NM_012431,3,6,3,5,3
NM_012121,467,406,332,210,162
NM_012120,30,21,20,28,18
NM_174920,6,19,10,5,9
NM_174922,23,28,17,14,9
NM_174923,68,69,47,39,22
NM_201263,75,74,40,41,23
NM_201266,35,29,32,14,15
NM_001348149,284,246,168,114,129
NM_133334,226,187,146,138,121
NM_201269,276,172,144,104,106
NM_182527,3,3,3,3,1
NM_001258310,203,172,153,105,103
NM_001258311,56,66,43,35,31
NM_206967,3,1,1,1,1
NM_001278712,141,112,84,55,54
NM_001350220,199,216,140,131,129
NM_182529,23,13,10,6,6
NM_032199,169,115,58,62,48
NM_004708,531,374,169,111,109
NM_173595,263,245,179,117,131
NM_001011553,743,562,367,255,294
NM_021158,26,22,34,14,16
NM_001286431,133,113,99,71,90
NM_004700,3,3,2,3,3
NM_004701,161,165,97,74,84
NM_004705,6,17,8,5,7
NM_004707,203,217,95,47,60
NM_004997,22,33,10,5,4
NM_001665,177,144,96,62,54
NM_001330660,18,28,22,31,30
NM_001330663,476,433,288,197,205
NM_001358407,11,14,12,4,5
NM_001330669,1000,730,437,330,325
NM_002547,12,13,5,10,6
NM_001199014,8,4,6,1,1
NM_001135811,21,15,5,4,7
NM_000465,279,242,142,91,74
NM_001199018,28,24,22,17,11
NM_002237,42,25,32,18,11
NM_006856,132,103,38,40,37
NM_006857,241,185,95,74,63
NM_006854,639,496,318,215,180
NM_006855,61,55,36,17,18
NM_012175,213,152,89,81,63
NM_006851,10,5,4,3,3
NM_006858,235,242,169,102,81
NM_006859,34,24,15,20,7
NM_006103,5,3,3,1,2
NM_004569,33,50,42,28,28
NM_024408,1050,1198,1030,606,584
NM_004564,125,110,64,58,63
NM_004565,116,103,63,34,60
NM_020177,90,34,36,33,23
NM_004560,4,1,6,4,7
NM_004562,35,45,22,18,13
NM_172171,157,113,60,67,72
NM_001282678,91,54,55,57,53
NM_001321039,97,93,58,36,48
NM_172177,131,90,49,39,37
NM_003427,55,99,68,53,42
NM_001251845,27,19,9,13,12
NM_001018070,639,571,330,244,183
NM_016732,966,934,510,329,305
NM_016733,81,53,47,33,26
NM_001354895,223,162,107,85,110
NM_001660,353,276,165,109,100
NM_203462,259,160,70,57,58
NM_001173984,32,37,27,14,29
NM_001284286,28,24,23,16,9
NM_212503,37,42,10,12,12
NM_001284280,202,255,203,168,265
NM_014755,152,135,87,63,65
NM_020395,77,65,23,23,18
NM_020394,29,16,14,10,7
NM_001078,51,30,25,16,14
NM_020399,147,127,81,70,67
NM_001324288,200,169,79,53,61
NM_001281435,36,49,18,16,17
NM_024016,361,169,101,99,83
NM_000288,28,26,9,7,14
NM_144598,16,10,13,6,9
NM_144599,62,52,30,25,13
NM_001287742,1745,1371,827,627,537
NM_181573,241,158,103,68,51
NM_000283,10,6,2,1,2
NM_000282,177,95,71,55,56
NM_000285,609,555,377,289,197
NM_144597,116,100,66,47,27
NM_031243,5175,3618,1775,1123,1082
NM_001281432,108,107,71,35,32
NM_001304808,97,122,110,95,105
NM_016381,115,65,25,23,26
NM_004992,74,81,45,42,31
NM_001351980,56,42,17,22,20
NM_000075,1088,898,565,346,295
NM_182943,270,225,150,118,92
NM_001071,1861,1631,912,667,543
NM_032588,12,10,6,1,6
NM_006708,910,748,433,235,237
NM_001070,379,346,222,126,121
NM_006706,534,363,198,184,178
NM_001352773,666,524,280,267,171
NM_138610,597,461,254,227,174
NM_006705,42,44,34,19,16
NM_014753,236,213,149,131,160
NM_001308317,59,49,41,30,26
NM_148842,170,164,97,87,58
NM_002027,198,166,92,50,45
NM_001663,389,325,167,115,142
NM_001010872,2,1,2,1,1
NM_001282197,30,14,13,8,17
NM_006784,402,231,193,144,136
NM_001282190,168,125,93,75,68
NM_001609,93,96,48,31,28
NM_001122772,47,68,58,56,39
NM_001323555,94,79,76,51,46
NM_001323552,63,57,32,24,11
NM_007038,52,65,74,57,56
NM_001080485,20,21,14,8,13
NM_001080482,12,12,13,15,8
NM_007031,1,5,1,2,3
NM_001080480,24,11,8,12,5
NM_032514,183,130,94,64,44
NM_001130004,1611,1528,1001,835,666
NM_001167820,126,85,59,50,26
NM_014367,204,130,63,51,49
NM_000741,11,13,16,7,2
NM_031307,66,42,31,29,30
NM_001323080,15,15,13,7,2
NM_031302,44,29,29,25,18
NM_001330618,91,81,68,38,39
NM_001136043,54,45,58,30,38
NM_001029859,32,26,13,14,11
NM_001114636,212,120,69,48,41
NM_001256648,22,18,13,9,16
NM_001170543,431,438,216,172,139
NM_003489,540,390,262,227,201
NM_001042576,267,242,198,216,196
NM_021629,299,216,134,82,84
NM_001193582,279,203,62,73,69
NM_003482,596,645,642,428,461
NM_003483,587,412,188,144,115
NM_003486,191,218,179,87,77
NM_001080429,5,4,3,1,4
NM_207370,15,31,47,26,17
NM_207371,5,6,8,4,4
NM_005524,57,134,42,42,28
NM_014600,33,31,23,28,15
NM_014601,1233,1083,1040,752,543
NM_014602,115,59,67,51,48
NM_014603,120,108,98,60,48
NM_014604,287,250,168,142,95
NM_006869,9,10,11,5,5
NM_014607,586,471,277,217,208
NM_005552,770,669,507,405,399
NM_005883,188,198,177,166,102
NM_005556,12,3,5,5,5
NM_005886,86,112,93,60,54
NM_003463,12,16,20,12,20
NM_003730,15,24,12,5,9
NM_003731,217,178,78,59,56
NM_003733,20,14,13,11,10
NM_018569,28,25,25,16,13
NM_001271318,175,115,50,59,63
NM_003737,1177,1208,1081,646,395
NM_001145463,244,216,115,86,74
NM_001350947,70,64,49,33,19
NM_003887,178,175,126,113,92
NM_001129993,34,22,21,19,21
NM_003904,194,172,114,81,68
NM_020750,1194,938,607,504,417
NM_006861,298,296,212,128,101
NM_001105244,7,8,3,7,2
NM_001199579,298,248,226,174,119
NM_005080,403,337,140,93,64
NM_052885,7,10,7,8,5
NM_005082,255,176,98,98,88
NM_014467,162,84,59,74,51
NM_005085,754,618,403,319,253
NM_014462,64,45,24,20,8
NM_014463,107,80,61,45,31
NM_032303,204,148,94,68,47
NM_032302,121,60,69,22,31
NM_005773,57,22,13,14,11
NM_032306,366,335,145,106,85
NM_032309,230,162,124,70,42
NM_032656,203,170,155,130,101
NM_182314,67,48,28,18,22
NM_005778,212,201,142,131,115
NM_005779,30,24,15,7,6
NM_001172086,45,28,19,15,11
NM_001185039,345,239,158,159,98
NM_033656,62,58,45,21,34
NM_015891,174,126,89,60,30
NM_001243756,545,472,313,243,180
NM_001346249,6,7,12,11,9
NM_001352038,3,4,3,1,2
NM_006390,115,93,68,61,66
NM_004779,149,72,50,50,43
NM_032270,238,129,128,81,83
NM_018389,27,29,26,15,6
NM_014891,1264,1148,556,378,299
NM_018381,58,60,24,17,18
NM_001319193,20,28,29,25,24
NM_018383,484,393,278,181,193
NM_001350964,10,1,2,1,3
NM_001319194,69,70,55,36,36
NM_020947,125,93,54,38,20
NM_020940,58,56,43,22,31
NM_020943,171,127,94,110,97
NM_001270378,56,27,22,16,10
NM_001278694,2,5,2,1,3
NM_001278699,124,77,49,37,41
NM_001270374,6,6,5,3,1
NM_016122,29,16,16,8,14
NM_001102654,14,4,1,2,2
NM_016127,797,752,384,314,235
NM_016126,235,201,110,55,62
NM_016125,53,45,49,32,23
NM_001272069,129,113,83,55,55
NM_001351300,200,146,112,89,76
NM_001301860,1,1,1,1,1
NM_001319998,72,57,20,32,22
NM_001350781,9,10,5,2,4
NM_138370,6,4,4,2,1
NM_001134779,194,159,144,111,108
NM_138376,116,83,60,48,45
NM_001134775,171,138,78,75,65
NM_138378,16,10,19,9,7
NM_001170629,457,351,439,308,315
NM_004596,656,489,253,200,191
NM_001278344,3,9,8,9,8
NM_001278346,17,8,8,5,6
NM_001282670,136,133,56,46,32
NM_020166,65,56,27,17,30
NM_001253,538,435,328,266,240
NM_001018078,308,292,167,93,101
NM_001242614,76,80,35,24,20
NM_001258,2,4,8,7,10
NM_001018077,259,180,137,120,98
NM_133496,207,147,134,70,71
NM_001137608,44,20,21,4,12
NM_000077,1072,942,509,288,231
NM_152551,36,31,21,17,27
NM_197941,7,9,14,10,10
NM_001137601,19,13,5,5,6
NM_181578,130,76,54,54,34
NM_021165,49,24,21,21,13
NM_182703,26,29,17,11,18
NM_021167,318,224,104,88,80
NM_001098616,207,158,129,82,74
NM_001308127,61,63,36,19,22
NM_001308120,52,54,36,23,22
NM_001308122,15,13,12,9,4
NM_003921,191,110,56,49,37
NM_001004,3608,2751,1411,1029,961
NM_001322914,53,40,35,21,28
NM_016258,435,278,196,134,136
NM_006979,1296,1238,808,494,414
NM_001251874,11,12,11,5,3
NM_001321026,21,7,5,3,2
NM_001141972,24,21,19,2,6
NM_004736,132,103,61,57,58
NM_003631,17,21,10,9,10
NM_001388,104,112,61,49,47
NM_012267,819,701,411,297,246
NM_000614,1,1,1,3,3
NM_000612,1371,1225,672,460,364
NM_000610,1643,1472,917,605,583
NM_001284341,598,468,332,233,214
NM_001320042,134,102,41,24,22
NM_001350299,555,340,180,150,127
NM_001272044,40,35,27,16,16
NM_001321471,910,722,363,279,239
NM_017654,136,93,82,91,74
NM_001142777,141,120,67,46,42
NM_033395,81,47,40,29,47
NM_004776,212,184,119,89,66
NM_017659,120,105,64,52,29
NM_013299,161,118,72,64,46
NM_022755,84,100,47,32,51
NM_001349898,48,40,31,35,24
NM_001174051,6,3,2,1,4
NM_020773,46,50,48,40,26
NM_001083614,153,138,110,64,60
NM_016256,92,93,90,68,31
NM_001289067,551,310,193,194,144
NM_001011645,30,24,18,17,16
NM_003254,1083,731,420,313,245
NM_203413,166,129,74,46,43
NM_003250,16,14,10,14,8
NM_001300804,186,138,80,55,42
NM_001351782,68,39,19,22,15
NM_003259,31,29,26,9,7
NM_003258,1979,1748,969,691,494
NM_019892,35,41,43,45,32
NM_004911,1115,942,545,387,368
NM_001017420,257,158,97,107,73
NM_004913,15,11,19,10,12
NM_004912,172,96,111,85,70
NM_032334,126,82,58,36,34
NM_001330125,111,74,29,28,26
NM_198531,42,45,21,18,24
NM_032888,10,18,15,10,22
NM_198535,21,12,7,3,8
NM_198537,3,5,3,3,7
NM_198536,167,146,66,44,30
NM_198539,23,24,22,11,4
NM_032883,176,194,90,67,50
NM_032881,26,18,16,13,14
NM_198282,131,123,73,55,43
NM_001193466,285,301,220,156,169
NM_001302777,29,9,10,12,3
NM_015456,593,451,304,240,213
NM_001193460,33,37,22,13,11
NM_139159,418,465,315,253,169
NM_006045,23,14,13,12,8
NM_000548,238,219,154,155,146
NM_006041,15,18,13,13,6
NM_003036,155,217,212,186,131
NM_006042,5,6,10,4,3
NM_001128928,51,40,26,21,17
NM_001331185,19,24,15,9,4
NM_001351432,31,19,16,9,9
NM_005809,1288,987,523,400,311
NM_001324340,17,9,6,5,4
NM_001083613,65,64,28,29,18
NM_018917,18,21,21,11,6
NM_001317338,13,9,8,2,5
NM_001204858,125,97,66,34,30
NM_001323964,98,100,61,51,55
NM_201522,168,160,103,83,67
NM_018912,39,30,32,31,6
NM_182760,95,85,46,32,23
NM_024821,64,63,44,28,26
NM_024827,49,25,21,15,9
NM_024825,20,7,7,8,3
NM_001331238,31,10,12,7,16
NM_001037806,300,297,186,143,120
NM_033305,143,93,85,60,59
NM_014967,42,24,20,28,23
NM_017607,82,94,83,56,61
NM_080737,22,12,4,4,3
NM_001098507,1085,797,471,383,407
NM_001098504,1048,915,625,447,312
NM_013388,195,128,107,60,55
NM_001321834,350,245,155,116,106
NM_147156,24,31,35,26,25
NM_013386,626,524,264,218,182
NM_001039523,2304,1848,1103,883,768
NM_001306091,19,17,13,6,8
NM_005398,58,38,16,26,14
NM_000421,297,217,86,32,35
NM_006544,72,51,37,28,25
NM_018172,10,6,7,2,3
NM_001271765,22,20,22,12,14
NM_000663,24,32,22,16,14
NM_001145815,70,45,42,25,18
NM_004366,14,17,16,11,12
NM_018178,183,79,71,45,54
NM_001351971,12,8,7,5,5
NM_001271769,315,204,115,123,79
NM_001271818,43,42,34,23,17
NM_001305206,12,7,2,4,6
NM_002618,201,148,81,60,63
NM_002342,109,97,79,50,31
NM_002615,557,348,165,166,124
NM_002616,255,299,130,61,51
NM_152686,106,62,40,29,31
NM_002346,638,571,284,173,153
NM_002612,24,11,8,7,8
NM_018477,233,157,127,75,70
NM_004578,39,56,18,20,11
NM_024532,85,38,17,14,21
NM_024536,375,352,294,217,146
NM_001256006,17,13,4,7,9
NM_005967,169,240,116,53,46
NM_001130929,52,47,16,11,14
NM_005969,519,366,209,177,155
NM_005968,3697,2746,1509,1103,1062
NM_032464,5,6,4,1,1
NM_018717,2,15,4,4,3
NM_018714,262,189,140,114,81
NM_018715,826,844,348,256,195
NM_018710,105,71,47,31,20
NM_033225,311,223,190,136,124
NM_033224,349,334,172,143,112
NM_033222,156,119,80,51,45
NM_001621,83,54,53,20,30
NM_177439,149,138,94,46,43
NM_001130438,1796,1596,1437,1413,1337
NM_031844,4823,3280,1657,1274,1151
NM_001353004,47,54,45,27,23
NM_001163735,117,148,110,72,79
NM_181877,69,48,25,17,17
NM_021958,107,104,54,41,41
NM_001267818,358,269,180,114,97
NM_007006,497,415,172,131,117
NM_032795,139,134,71,56,63
NM_004673,169,117,110,79,70
NM_032790,66,63,46,24,21
NM_018416,57,54,20,28,17
NM_007137,22,15,13,12,8
NM_203411,52,45,18,8,5
NM_001034841,92,106,65,42,48
NM_213605,7,9,6,7,2
NM_001060,10,12,7,5,3
NM_001242498,38,33,14,12,9
NM_001010844,44,19,18,16,10
NM_001318909,263,271,199,122,98
NM_001318905,162,125,77,53,51
NM_001130677,19,16,14,15,10
NM_001030055,141,124,101,90,70
NM_006517,83,77,52,39,28
NM_001190724,95,80,50,43,28
NM_014810,200,184,176,159,199
NM_014812,117,76,50,32,41
NM_005347,3468,2554,1765,1296,1160
NM_005346,127,101,30,30,24
NM_014819,622,394,230,181,182
NM_000297,38,29,27,16,22
NM_001300800,102,73,47,37,25
NM_001242903,210,199,136,78,89
NM_001319050,82,73,76,88,73
NM_001112726,34,91,134,92,76
NM_001099294,4,5,4,4,2
NM_001290189,1412,1452,913,529,406
NM_012419,94,63,42,30,28
NM_173200,11,4,2,2,1
NM_001099293,41,35,18,23,28
NM_001004306,10,8,3,3,2
NM_012416,101,47,37,31,26
NM_012414,238,146,127,99,97
NM_018370,14,25,7,6,3
NM_001330464,139,89,54,29,38
NM_152334,49,33,13,18,16
NM_001330469,1164,820,478,342,287
NM_004910,81,110,66,53,41
NM_001173524,549,397,281,188,216
NM_001114091,303,217,168,131,116
NM_001173523,1579,1990,1841,1076,853
NM_024327,49,35,19,21,19
NM_182501,151,113,81,57,50
NM_001348169,724,589,331,236,226
NM_182505,36,24,16,17,9
NM_001354525,16,6,1,7,5
NM_058169,41,36,20,12,13
NM_058164,70,55,27,17,24
NM_001351156,534,456,244,198,208
NM_001066,83,57,46,35,28
NM_001067,731,479,354,386,317
NM_004760,118,97,48,37,32
NM_004761,88,88,52,44,47
NM_001330602,564,482,346,233,196
NM_001321236,81,89,70,54,91
NM_015204,130,115,98,81,74
NM_022371,244,274,224,136,117
NM_022370,87,66,41,27,24
NM_022373,91,73,49,33,41
NM_001199563,332,284,153,107,74
NM_014339,70,79,77,52,42
NM_001164824,158,105,56,26,39
NM_001242546,75,59,24,17,18
NM_000441,34,22,16,17,7
NM_000447,40,36,33,11,21
NM_007279,1864,1776,1425,932,786
NM_003920,290,309,216,193,180
NM_006875,39,40,18,19,13
NM_006876,185,136,117,73,47
NM_014886,69,46,34,14,25
NM_001037582,77,99,62,32,29
NM_006730,44,28,30,23,16
NM_001320724,47,30,20,24,25
NM_018067,883,934,599,431,368
NM_003925,87,55,52,40,40
NM_058180,4,6,3,1,2
NM_021570,12,17,16,9,10
NM_145341,318,164,64,76,48
NM_020153,33,62,38,30,22
NM_004580,36,22,18,5,12
NM_004581,68,73,75,44,21
NM_003927,237,195,71,67,74
NM_004584,64,56,57,37,13
NM_020154,316,212,104,72,71
NM_018639,36,36,20,14,17
NM_018475,180,165,132,97,66
NM_014331,8,10,20,3,2
NM_016248,223,137,69,77,79
NM_001317100,177,47,46,36,27
NM_016243,117,133,79,45,34
NM_016240,120,147,123,78,66
NM_018328,7,8,2,6,7
NM_016246,1,5,6,2,2
NM_016245,253,193,77,50,40
NM_001348990,22,26,22,16,15
NM_001304799,93,96,63,50,38
NM_000709,481,386,264,177,142
NM_001304793,25,18,18,12,7
NM_152720,29,23,8,9,10
NM_001201552,17,16,18,5,7
NM_030907,2,2,1,1,1
NM_182565,339,215,83,73,67
NM_002487,832,695,524,353,235
NM_004383,126,141,133,82,49
NM_001287763,5,8,2,3,3
NM_002489,602,485,201,135,144
NM_001242481,130,97,56,41,29
NM_000916,6,9,8,7,4
NM_000918,5930,5330,3099,2270,1812
NM_018008,98,95,759,545,354
NM_022731,890,523,448,291,337
NM_152556,15,12,9,7,6
NM_001333,113,82,52,35,28
NM_194283,131,112,60,64,53
NM_194282,124,104,73,43,47
NM_006051,8,8,18,10,7
NM_001330,31,27,13,7,3
NM_194285,152,92,63,65,59
NM_003932,61,51,30,22,21
NM_003930,58,33,17,14,16
NM_003931,86,86,57,43,38
NM_001167734,95,75,58,40,61
NM_003934,656,622,316,248,229
NM_001244676,3,5,2,2,1
NM_138639,216,212,118,61,55
NM_000489,229,187,124,125,105
NM_199344,151,111,70,38,44
NM_001010853,175,133,61,49,48
NM_001323578,52,37,29,20,15
NM_001287491,50,78,126,81,87
NM_001287497,22,23,10,15,13
NM_001323570,93,64,46,42,41
NM_006516,432,493,406,231,229
NM_007055,165,131,115,144,109
NM_001285404,52,50,25,15,18
NM_007056,174,150,119,87,99
NM_007051,314,275,194,126,115
NM_001025091,936,874,643,552,515
NM_007277,140,98,86,60,82
NM_007059,93,75,48,59,35
NM_006262,10,10,10,5,7
NM_001029954,2,3,2,5,2
NM_015701,144,155,112,62,58
NM_004128,85,73,53,33,29
NM_007022,39,37,29,16,20
NM_007276,287,190,93,70,82
NM_024715,210,171,116,69,48
NM_012448,187,127,65,58,49
NM_024717,9,3,2,3,1
NM_003749,52,61,26,28,14
NM_000316,43,39,34,18,15
NM_203406,24,16,34,10,14
NM_001323565,17,14,10,7,2
NM_001025105,471,334,264,139,152
NM_007271,151,138,56,71,75
NM_153813,71,45,25,12,12
NM_153812,199,150,80,40,45
NM_006181,14,19,10,11,3
NM_006184,1080,839,436,394,408
NM_006186,43,19,12,12,9
NM_006187,163,111,110,100,56
NM_153033,122,114,115,50,48
NM_001145667,963,709,443,363,324
NM_025235,164,143,122,105,86
NM_207352,9,5,7,5,5
NM_207356,173,171,111,78,65
NM_207359,68,27,20,10,9
NM_138962,382,294,146,115,90
NM_138966,5,6,4,2,2
NM_005578,240,170,86,94,71
NM_004655,40,39,34,17,21
NM_001290768,38,25,15,14,9
NM_001017975,2,1,3,1,4
NM_014668,46,32,43,32,24
NM_005570,843,595,325,230,192
NM_005573,1976,1350,744,552,549
NM_005574,399,276,177,132,96
NM_014663,251,225,155,139,113
NM_014660,252,209,201,145,147
NM_014661,117,97,82,70,43
NM_139215,657,404,197,162,200
NM_003756,1304,930,540,417,430
NM_003757,1549,1278,736,492,395
NM_003754,449,448,206,157,115
NM_003755,1466,1153,570,478,416
NM_004450,1168,1142,806,411,417
NM_003753,840,706,455,425,393
NM_003750,2539,2080,1178,1001,908
NM_003758,174,140,67,41,51
NM_001324403,4,9,1,5,5
NM_001317335,92,71,44,25,16
NM_001252065,17,23,11,8,7
NM_001349712,39,46,24,20,12
NM_014481,201,156,133,93,64
NM_014487,104,79,59,43,26
NM_052864,66,36,28,18,16
NM_005751,884,748,453,372,429
NM_152636,7,7,3,1,5
NM_152637,15,21,10,4,4
NM_032634,159,104,69,59,62
NM_032324,145,106,57,33,44
NM_032323,16,14,8,13,8
NM_032630,179,124,70,49,32
NM_152320,27,36,22,12,9
NM_001347716,65,56,59,50,43
NM_021228,659,597,448,353,308
NM_032329,247,302,191,116,111
NM_152329,127,98,54,36,26
NM_015630,104,127,84,68,100
NM_001352018,30,28,15,25,17
NM_014342,327,263,148,98,88
NM_024829,210,175,115,82,80
NM_001144825,2,1,1,2,1
NM_001144822,111,74,48,26,24
NM_001204286,9,19,9,11,2
NM_033055,175,177,126,93,95
NM_022145,115,91,41,23,34
NM_001348194,23,22,11,10,7
NM_022149,457,368,139,95,102
NM_015530,790,553,287,197,142
NM_001350942,2,8,3,4,3
NM_015534,104,92,71,51,50
NM_015285,97,71,52,41,46
NM_015284,86,55,65,68,81
NM_015283,32,38,23,14,16
NM_001271592,64,60,26,16,20
NM_002408,80,72,46,31,33
NM_001316968,61,36,16,16,19
NM_002403,264,210,149,124,88
NM_015689,17,11,8,17,19
NM_024844,697,556,392,287,238
NM_001287135,574,539,379,244,236
NM_001350197,62,58,39,38,43
NM_013975,135,95,95,62,65
NM_001033576,26,23,8,6,6
NM_001319311,17,8,2,2,3
NM_013979,72,67,42,31,27
NM_001145450,6,17,6,3,1
NM_001040125,60,57,50,13,11
NM_001101372,5,5,6,7,4
NM_138356,19,17,9,3,9
NM_001930,387,357,262,167,140
NM_138353,458,361,236,167,178
NM_138350,38,30,33,17,20
NM_001009881,265,208,140,107,99
NM_001282652,2038,1559,789,542,498
NM_001282651,107,106,49,42,29
NM_001277,123,91,64,30,28
NM_001271,140,127,132,142,146
NM_001270,195,177,184,121,152
NM_001353942,131,103,66,62,51
NM_001334,16,21,6,9,9
NM_001278,104,107,54,53,51
NM_197966,196,169,99,76,46
NM_016001,369,335,367,200,148
NM_001349118,11,11,5,3,6
NM_021147,21,14,8,15,4
NM_021145,135,84,70,57,51
NM_021143,33,10,21,13,14
NM_001142285,1695,1271,720,556,465
NM_021141,2492,1669,1153,879,845
NM_001308142,289,151,106,82,71
NM_001308147,55,49,40,33,27
NM_021149,595,363,162,89,94
NM_021148,37,30,18,14,7
NM_012081,30,35,31,23,28
NM_012082,125,65,80,69,75
NM_012083,11,6,4,2,3
NM_012084,127,110,62,56,52
NM_001188,35,25,26,26,17
NM_012086,343,248,198,146,117
NM_001184,163,118,92,63,64
NM_001183,581,502,303,215,161
NM_001182,418,329,191,130,124
NM_033446,19,25,22,11,9
NM_001322349,206,122,85,59,55
NM_178191,468,354,152,90,82
NM_001143887,174,122,97,52,59
NM_017822,164,140,92,79,71
NM_001024688,129,98,69,62,52
NM_030667,52,50,47,34,20
NM_001040709,54,46,26,14,13
NM_017670,844,669,425,317,207
NM_017671,27,17,8,11,11
NM_017672,21,22,25,14,17
NM_017673,28,15,16,9,12
NM_021727,101,129,100,51,55
NM_017676,15,11,5,5,7
NM_021724,39,24,21,19,15
NM_001042749,703,495,321,213,244
NM_001009555,31,21,30,20,19
NM_001009552,150,172,127,91,60
NM_001316332,40,63,55,34,27
NM_015571,79,98,58,79,75
NM_001984,187,126,84,57,52
NM_001987,38,32,21,15,14
NM_019852,243,128,75,73,56
NM_001983,377,336,172,132,112
NM_001982,83,90,40,28,15
NM_001174072,38,25,13,16,10
NM_019858,34,30,20,11,11
NM_001288718,13,13,12,4,2
NM_001135999,61,50,60,52,37
NM_178229,355,341,270,221,190
NM_000050,2008,1669,1050,710,581
NM_001135993,57,36,21,12,6
NM_144721,14,10,7,6,3
NM_015570,101,142,119,93,102
NM_001278503,641,472,339,224,228
NM_017908,67,63,39,33,29
NM_017909,119,73,57,50,47
NM_003239,33,26,18,15,10
NM_017902,151,107,92,65,57
NM_003234,573,388,161,71,104
NM_001011667,45,35,18,14,21
NM_017457,229,225,138,118,103
NM_017906,93,69,60,34,38
NM_017907,271,227,131,107,80
NM_203472,105,117,66,53,53
NM_004249,36,29,15,15,8
NM_004939,866,464,264,190,194
NM_001184986,105,76,36,26,16
NM_153207,236,201,102,57,76
NM_005371,88,97,51,46,29
NM_004933,946,949,708,415,330
NM_153208,40,39,36,24,17
NM_004937,33,45,26,23,13
NM_004935,109,76,40,39,30
NM_001017440,39,30,33,23,25
NM_001001410,132,160,83,54,45
NM_001142651,33,46,16,15,13
NM_198516,23,22,15,11,7
NM_198514,359,228,143,133,105
NM_006196,3990,2828,1640,1235,1038
NM_000635,88,172,82,55,39
NM_000636,1615,1152,534,289,287
NM_001161334,84,91,158,108,54
NM_006195,152,129,70,64,48
NM_000633,6,5,2,3,2
NM_006062,266,263,154,113,93
NM_003581,194,169,94,98,100
NM_006067,231,209,132,81,74
NM_006066,232,221,170,89,72
NM_003588,360,203,124,119,91
NM_139178,35,41,39,29,23
NM_139179,135,110,72,55,46
NM_025138,32,36,29,20,13
NM_020459,10,5,4,5,2
NM_001206612,313,248,200,134,107
NM_013382,66,64,56,51,40
NM_001351455,135,71,52,41,35
NM_016333,2329,2387,1607,1212,1076
NM_020452,63,100,90,96,94
NM_020453,99,66,30,44,41
NM_001025,2389,2082,986,662,499
NM_020456,54,37,20,17,9
NM_020457,228,205,115,84,74
NM_020455,113,97,82,65,57
NM_173517,121,98,62,35,35
NM_002982,119,54,36,35,20
NM_016500,107,89,56,42,35
NM_016504,289,273,188,120,101
NM_016507,286,286,237,189,181
NM_173511,146,113,34,36,23
NM_015160,453,336,182,135,125
NM_016442,226,165,100,79,77
NM_032211,130,101,72,64,40
NM_016335,3,1,2,1,1
NM_004780,59,32,22,13,8
NM_152405,26,34,30,30,33
NM_001278529,143,187,189,128,67
NM_006454,77,82,41,36,24
NM_015161,324,225,124,94,124
NM_001098525,198,152,83,88,81
NM_002185,6,4,4,2,2
NM_002180,70,57,37,35,31
NM_001147,5,8,5,1,3
NM_001287533,40,17,15,16,11
NM_013366,374,340,325,235,167
NM_001039503,21,23,14,11,8
NM_001171162,538,328,188,177,144
NM_001314007,323,300,187,158,172
NM_013368,159,58,40,27,21
NM_005456,92,81,83,60,58
NM_001330377,52,40,21,20,18
NM_001330376,168,145,100,53,47
NM_138462,119,140,85,47,32
NM_014521,122,235,224,134,103
NM_018489,217,184,162,134,149
NM_002360,37,41,22,16,21
NM_018176,17,17,9,3,7
NM_002792,2555,2091,1122,794,725
NM_001256599,31,18,18,12,12
NM_024518,99,73,42,23,20
NM_001040118,262,195,144,125,78
NM_024516,126,102,76,52,36
NM_024513,74,74,61,45,52
NM_001265597,48,24,25,19,18
NM_032408,1170,983,810,789,773
NM_032409,77,66,44,31,21
NM_201555,208,228,118,83,55
NM_033201,234,224,105,67,51
NM_033200,183,202,169,115,95
NM_001308963,13,15,4,4,5
NM_033208,7,5,1,3,1
NM_001287140,99,74,22,23,32
NM_001282463,37,49,24,16,7
NM_001243351,185,131,59,46,63
NM_014672,110,74,31,30,42
NM_178012,129,116,95,62,43
NM_178422,24,15,15,14,7
NM_018158,233,211,152,101,95
NM_018159,37,22,9,6,7
NM_021934,126,106,78,51,31
NM_021933,166,161,82,58,61
NM_080750,4,6,7,1,2
NM_018150,217,177,127,91,82
NM_018154,670,531,266,177,146
NM_001134647,93,63,40,56,39
NM_080759,3,1,1,4,4
NM_021939,1176,837,457,403,313
NM_207043,231,147,59,47,26
NM_004713,142,89,74,84,76
NM_003379,901,642,328,291,210
NM_001105079,112,143,90,57,49
NM_014832,166,142,112,62,55
NM_173794,34,27,18,23,13
NM_014830,78,50,55,34,22
NM_014345,195,167,107,97,70
NM_014344,39,43,21,13,19
NM_014347,65,59,50,24,26
NM_005324,2214,1983,1357,1033,844
NM_005321,13664,14073,10363,7783,5030
NM_005320,733,724,516,412,283
