AccNum,GeneName
NM_024086,METTL16
NM_012111,AHSA1
NM_024080,TRPM8
NM_019110,ZKSCAN4
NM_005007,NFKBIL1
NM_001006109,HMCES
NM_018119,POLR3E
NM_152692,C1GALT1C1
NM_001012662,SLC3A2
NM_003099,SNX1
NM_003098,SNTA1
NM_003095,SNRPF
NM_001331164,L3HYPDH
NM_001160354,LY6K
NM_145637,APOL2
NM_003091,SNRPB
NM_003090,SNRPA1
NM_003093,SNRPC
NM_003092,SNRPB2
NM_017919,STX17
NM_002858,ABCD3
NM_032382,COG8
NM_001104587,SLFN11
NM_017918,MCUB
NM_002852,PTX3
NM_002853,RAD1
NM_002850,PTPRS
NM_001166215,S1PR5
NM_002857,PEX19
NM_002855,NECTIN1
NM_024558,VCPKMT
NM_030811,MRPS26
NM_001098784,FAM89B
NM_024552,CERS4
NM_024551,ADIPOR2
NM_024556,FAM118B
NM_080476,PIGU
NM_001289079,DCLRE1C
NM_001256530,TSPO
NM_001288805,ZNF707
NM_153705,KDELC2
NM_001085377,MCC
NM_001085372,UQCC3
NM_017913,CDC37L1
NM_001144967,NEDD4L
NM_017912,HERC6
NM_032193,RNASEH2C
NM_015085,RAP1GAP2
NM_005499,UBA2
NM_014562,OTX1
NM_147188,FBXO22
NM_147189,FAM110B
NM_019055,ROBO4
NM_005493,RANBP9
NM_005491,MAMLD1
NM_176825,SULT1C2
NM_080861,SPSB3
NM_003630,PEX3
NM_000337,SGCD
NM_003632,CNTNAP1
NM_003635,NDST2
NM_003634,NIPSNAP1
NM_003637,ITGA10
NM_015080,NRXN2
NM_018440,PAG1
NM_018441,PECR
NM_018447,EMC3
NM_018112,TMEM38B
NM_024660,IGFLR1
NM_007235,XPOT
NM_018449,UBAP2
NM_004494,HDGF
NM_001042413,GLIS3
NM_181746,CERS2
NM_007236,CHP1
NM_001204366,MGST2
NM_001204199,SRP19
NM_005679,TAF1C
NM_014302,SEC61G
NM_005675,DGCR6
NM_005674,ZNF239
NM_001291986,BRD2
NM_001256394,NOL8
NM_005670,EPM2A
NM_001013398,IGFBP3
NM_001159377,MTHFSD
NM_001352913,PPP2R5C
NM_001352910,ARSG
NM_001270616,PROX1
NM_001358661,C17orf113
NM_001079537,TRAPPC6B
NM_001204502,FLT3LG
NM_152534,NEK10
NM_152531,XXYLT1
NM_001031738,TMEM150A
NM_001354543,UBE3A
NM_004901,ENTPD4
NM_001350848,UCHL5
NM_001077594,EXOC3L4
NM_001322072,ZSCAN5A
NM_001034194,EXOSC9
NM_016048,ISOC1
NM_022648,TNS1
NM_001321522,ZNF845
NM_016042,EXOSC3
NM_016044,FAHD2A
NM_016045,PRELID3B
NM_001111322,DDX54
NM_001164841,LYRM4
NM_001159704,FHL1
NM_080743,SRSF12
NM_001191033,GAREM2
NM_001129727,PLEKHG4
NM_001040274,SYCP2L
NM_001113434,C17orf51
NM_001034996,RPL14
NM_001031746,VSTM4
NM_001321244,VOPP1
NM_001794,CDH4
NM_138635,H2AFV
NM_001317163,C5
NM_016228,AADAT
NM_001351338,IRAK4
NM_016224,SNX9
NM_016227,SUCO
NM_016220,ZNF107
NM_016955,SEPSECS
NM_138638,CFL2
NM_001354811,SMAD1
NM_001304732,MRLN
NM_199340,LRRC37A3
NM_030895,ZNF696
NM_001350921,C10orf90
NM_030891,LRRC3
NM_032590,KDM2B
NM_199342,SVBP
NM_001006946,SDC1
NM_001284201,JKAMP
NM_002493,NDUFB6
NM_194328,RNF38
NM_002490,NDUFA6
NM_001284209,MED6
NM_134323,TARBP2
NM_032593,HINT2
NM_001009,RPS5
NM_001558,IL10RA
NM_004077,CS
NM_004074,COX8A
NM_004075,CRY1
NM_001552,IGFBP4
NM_001001,RPL36AL
NM_002497,NEK2
NM_000201,ICAM1
NM_000972,RPL7A
NM_000202,IDS
NM_133644,GTPBP3
NM_133646,MAP3K20
NM_007254,PNKP
NM_001042590,TMEM8B
NM_007259,VPS45
NM_000754,COMT
NM_000751,CHRND
NM_000750,CHRNB4
NM_017799,TMEM260
NM_017798,YTHDF1
NM_001350667,SCMH1
NM_017793,RPP25
NM_003028,SHB
NM_017791,FLVCR2
NM_017797,BTBD2
NM_001320698,ANXA4
NM_001202234,NR4A1
NM_017794,FOCAD
NM_001308392,CDH11
NM_138693,KLF14
NM_003956,CH25H
NM_138697,TAS1R1
NM_001308395,EFHD1
NM_006059,LAMC3
NM_003958,RNF8
NM_001351395,DTNB
NM_001198670,TMEM136
NM_001329517,ZNF420
NM_020647,JPH1
NM_020645,NRIP3
NM_003025,SH3GL1
NM_001031812,CSNK1G3
NM_031934,RAB34
NM_024766,CAMKMT
NM_001080404,ZNF878
NM_024761,MOB3B
NM_024762,ZNF552
NM_024948,MINDY3
NM_024949,WWC2
NM_024769,CLMP
NM_001320340,SVIP
NM_003022,SH3BGRL
NM_017577,GRAMD1C
NM_017576,KIF27
NM_017575,SMG6
NM_001347916,BMP4
NM_017573,PCSK4
NM_147780,CTSB
NM_001271837,RCN2
NM_173666,DTWD2
NM_003801,GPAA1
NM_004699,FAM50A
NM_173662,RNF175
NM_173660,DOK7
NM_004691,ATP6V0D1
NM_004696,SLC16A4
NM_024700,SNIP1
NM_198949,NUDT1
NM_201628,KAZN
NM_024701,ASB13
NM_001242374,ANAPC13
NM_001077624,ZNF846
NM_024097,C1orf50
NM_006716,DBF4
NM_198947,FAM111B
NM_001286680,NPM2
NM_175629,DNMT3A
NM_014594,ZNF354C
NM_001039656,TESMIN
NM_145119,PJA1
NM_006690,MMP24
NM_003400,XPO1
NM_006694,JTB
NM_003407,ZFP36
NM_003404,YWHAB
NM_001286076,RPA2
NM_006699,MAN1A2
NM_001286074,TAF1
NM_006129,BMP1
NM_001286072,MOV10
NM_001351533,C3orf67
NM_024709,C1orf115
NM_014595,NT5C
NM_020444,KIAA1191
NM_001291605,ZNF2
NM_001015880,PAPSS2
NM_001015885,RAE1
NM_030625,TET1
NM_001199107,TBC1D24
NM_001242797,ZNF322
NM_025224,ZBTB46
NM_152396,METTL6
NM_025225,PNPLA3
NM_001163,APBA1
NM_139276,STAT3
NM_030621,DICER1
NM_006345,SLC30A9
NM_006342,TACC3
NM_001201457,TEX14
NM_006340,BAIAP2
NM_006349,ZNHIT1
NM_001348758,C2orf42
NM_020297,ABCC9
NM_001257231,ALG13
NM_021215,RPRD1B
NM_001243926,MAPKAPK3
NM_001017969,KIAA2026
NM_006136,CAPZA2
NM_001282062,DOC2A
NM_005723,TSPAN5
NM_001551,IGBP1
NM_001319073,SACM1L
NM_001081461,JMJD6
NM_198317,KLHL17
NM_001184772,BCORL1
NM_144638,TMEM42
NM_001318537,SPRY2
NM_001318240,NCOA6
NM_001318245,MYO18B
NM_005801,EIF1
NM_014174,THYN1
NM_014175,MRPL15
NM_005804,DDX39A
NM_005805,PSMD14
NM_014170,GTPBP8
NM_015221,DNMBP
NM_018303,EXOC2
NM_015550,OSBPL3
NM_015557,CHD5
NM_018304,PRR11
NM_018659,CYTL1
NM_015226,CLEC16A
NM_015229,CLUH
NM_018656,SLC35E3
NM_015559,SETBP1
NM_018651,ZKSCAN7
NM_002463,MX2
NM_002461,MVD
NM_001348184,ITSN2
NM_002467,MYC
NM_002466,MYBL2
NM_001287241,ITM2C
NM_031965,HASPIN
NM_001270440,RTBDN
NM_001287248,BLM
NM_001270448,ACADVL
NM_001256708,ANAPC10
NM_001002880,CBY1
NM_001256704,GABRR1
NM_057090,ARTN
NM_057093,CRYBA2
NM_001130173,MYB
NM_033031,CCNB3
NM_001322194,JAK2
NM_004878,PTGES
NM_004232,SOCS6
NM_001346425,TCF7
NM_014798,PLEKHM1
NM_014793,LCMT2
NM_014791,MELK
NM_014797,ZBTB24
NM_014795,ZEB2
NM_022124,CDH23
NM_022126,LHPP
NM_001320973,BLZF1
NM_022121,PERP
NM_001320977,MAN2A2
NM_001193375,NDUFA11
NM_001350804,PRKCZ
NM_007112,THBS3
NM_001256879,POLD2
NM_001256877,KANK1
NM_005113,GOLGA5
NM_005110,GFPT2
NM_213566,DFFA
NM_004230,S1PR2
NM_001276722,C11orf74
NM_170707,LMNA
NM_001178055,PARP8
NM_213568,SLC39A3
NM_173471,SLC25A26
NM_173470,MMGT1
NM_173477,USH1G
NM_001512,GSTA4
NM_173474,NTAN1
NM_001002926,TWISTNB
NM_001355287,RPSAP58
NM_001002296,GOLGA7
NM_001967,EIF4A2
NM_012247,SEPHS1
NM_001965,EGR4
NM_004444,EPHB4
NM_012242,DKK1
NM_001330211,MED24
NM_004193,GBF1
NM_001358345,SLC8B1
NM_003977,AIP
NM_001330218,CCNYL1
NM_001969,EIF5
NM_012249,RHOQ
NM_022780,RMND5A
NM_022783,DEPTOR
NM_001013735,FOXB2
NM_022785,EFCAB6
NM_152265,BTF3L4
NM_000561,GSTM1
NM_000565,IL6R
NM_001301138,VPS39
NM_001079675,ETV4
NM_182752,TPRG1L
NM_030958,SLCO5A1
NM_182751,MCM10
NM_030957,ADAMTS10
NM_030955,ADAMTS12
NM_001301135,MTERF1
NM_006978,RNF113A
NM_001350479,CAP1
NM_001619,GRK2
NM_153265,EML3
NM_153267,MAMDC2
NM_153260,LRRC57
NM_004998,MYO1E
NM_004995,MMP14
NM_001610,ACP2
NM_054013,MGAT4B
NM_001615,ACTG2
NM_004990,MARS
NM_020787,ZNF624
NM_001206841,TGOLN2
NM_001098531,RAPGEF3
NM_020780,DISP3
NM_020781,ZNF398
NM_032803,SLC7A3
NM_032801,JAM3
NM_032806,POMGNT2
NM_032807,FBXO18
NM_032804,ADO
NM_000696,ALDH9A1
NM_174938,FRMD3
NM_013376,SERTAD1
NM_000692,ALDH1B1
NM_000693,ALDH1A3
NM_001161357,FCHO1
NM_015215,CAMTA1
NM_001202439,NCR3LG1
NM_001320594,ADD3
NM_001320595,DDX5
NM_001082619,PIH1D2
NM_001320590,ACYP2
NM_001289797,PCBD1
NM_018337,ZNF444
NM_001145661,GATA2
NM_001320598,CEP70
NM_000374,UROD
NM_020438,DOLPP1
NM_153035,TCEANC2
NM_001146214,TBC1D15
NM_025150,TARS2
NM_020431,TMEM63C
NM_025152,NUBPL
NM_016569,TBX3
NM_016561,BFAR
NM_016565,COA4
NM_000377,WAS
NM_001151,SLC25A4
NM_001318333,TTC26
NM_153487,MDGA1
NM_207351,PRRT3
NM_001304947,KRBA2
NM_001304944,DNAJC22
NM_001304940,GPATCH8
NM_017969,IWS1
NM_145039,CENPBD1
NM_145032,FBXL13
NM_145030,PPP1R35
NM_138736,GNAO1
NM_002129,HMGB2
NM_002126,HLF
NM_002127,HLA-G
NM_001330348,TBC1D8
NM_002121,HLA-DPB1
NM_013304,ZDHHC1
NM_013300,FAM216A
NM_013302,EEF2K
NM_001303062,TMED4
NM_001242638,IL31RA
NM_013309,SLC30A4
NM_001024736,CD276
NM_001093,ACACB
NM_022833,FAM129B
NM_001012642,GRAMD2A
NM_001012643,MYPOP
NM_006593,TBR1
NM_006591,POLD3
NM_006590,USP39
NM_006597,HSPA8
NM_006594,AP4B1
NM_001346167,ZNF287
NM_002871,RABIF
NM_001330637,MPDZ
NM_002873,RAD17
NM_002874,RAD23B
NM_002693,POLG
NM_022830,TUT1
NM_001322495,GSS
NM_001258243,TMEM218
NM_002699,POU3F1
NM_080669,SLC46A1
NM_001323616,SMG5
NM_001001924,MTUS1
NM_001145028,PALM3
NM_001122823,GTF3C5
NM_001102398,HNRNPR
NM_001291832,ERFE
NM_018140,CEP72
NM_001102396,SIKE1
NM_001256312,STK3
NM_173566,PRR14L
NM_001145548,ZDHHC7
NM_001015509,PTRH2
NM_022836,DCLRE1B
NM_001039693,TYW5
NM_001039690,CHTF8
NM_001039697,SNAPC3
NM_005575,LNPEP
NM_005471,GNPDA1
NM_152263,TPM3
NM_005475,SH2B3
NM_018149,SMG8
NM_147164,CNTFR
NM_005476,GNE
NM_178443,FERMT3
NM_014548,TMOD2
NM_001302621,ACHE
NM_001243571,MTMR2
NM_206539,DLK2
NM_003618,MAP4K3
NM_018460,ARHGAP15
NM_001038618,NARF
NM_001007527,LMBRD2
NM_018463,ITFG2
NM_018464,CISD1
NM_018465,PLGRKT
NM_001145320,ADAMTSL2
NM_018467,USE1
NM_001197220,PDE4D
NM_000743,CHRNA3
NM_018279,TMEM19
NM_207123,GAB1
NM_001039960,SLC4A8
NM_001100399,PDS5A
NM_014329,EDC4
NM_014899,RHOBTB3
NM_002379,MATN1
NM_001039966,GPER1
NM_001100829,TMEM170B
NM_014895,CEP162
NM_014322,OPN3
NM_001190946,FAM193B
NM_014320,HEBP2
NM_001318766,ATG16L2
NM_001190233,DNAJC19
NM_014324,AMACR
NM_152730,TBC1D32
NM_080599,UPF2
NM_005610,RBBP4
NM_005612,REST
NM_152739,HOXA9
NM_080594,RNPS1
NM_080597,OSBPL1A
NM_080596,HIST1H2AH
NM_005619,RTN2
NM_005618,DLL1
NM_080593,HIST1H2BK
NM_080592,ATRAID
NM_023002,HAPLN4
NM_023004,RTN4R
NM_152608,SDE2
NM_023007,JMJD4
NM_023008,KRI1
NM_018198,DNAJC11
NM_002372,MAN2A1
NM_003038,SLC1A4
NM_001017963,HSP90AA1
NM_001017964,YDJC
NM_001352422,ALG9
NM_003885,CDK5R1
NM_015162,ACSBG1
NM_006227,PLTP
NM_001079519,FAM177A1
NM_001255,CDC20
NM_172250,MMAA
NM_002593,PCOLCE
NM_199189,MATR3
NM_001199281,CABIN1
NM_032020,FUCA2
NM_001286174,C2CD5
NM_032027,TM2D1
NM_198833,SERPINB8
NM_003302,TRIP6
NM_152559,METTL27
NM_152558,IQCE
NM_001276319,NOL3
NM_001349321,FBXL2
NM_001099744,SYBU
NM_025114,CEP290
NM_015690,STK36
NM_001098834,GBX1
NM_001098832,FAM104A
NM_001005388,NFASC
NM_016026,RDH11
NM_016027,LACTB2
NM_001111307,PDE4A
NM_016025,METTL9
NM_016022,APH1A
NM_001260486,ZNF155
NM_016021,UBE2J1
NM_004843,IL27RA
NM_015058,VWA8
NM_001198851,FOXJ3
NM_015052,HECW1
NM_015050,CMTR1
NM_015051,ERP44
NM_015056,RRP1B
NM_015057,MYCBP2
NM_015054,UHRF1BP1L
NM_033198,PIGS
NM_173860,HOXC12
NM_001082578,RBFOX2
NM_001270639,JOSD2
NM_001277061,MFF
NM_005977,RNF6
NM_015693,INTU
NM_001109903,RNFT2
NM_001018111,PODXL
NM_004079,CTSS
NM_000019,ACAT1
NM_001018116,CAVIN4
NM_001308353,RAMP1
NM_003033,ST3GAL1
NM_001330221,EVL
NM_001330727,COPS4
NM_001330220,DKK3
NM_001290259,PHF3
NM_001354831,ZNF214
NM_004430,EGR3
NM_001304718,PTEN
NM_001035254,FAM102A
NM_001134438,PHLDB2
NM_004055,CAPN5
NM_004052,BNIP3
NM_004053,BYSL
NM_004058,CAPS
NM_058230,ZNF354B
NM_001318043,DTD1
NM_001136494,C1orf198
NM_000224,KRT18
NM_001136493,MFSD2A
NM_001350641,LACC1
NM_001350134,ZNF654
NM_000229,LCAT
NM_001350130,PPOX
NM_021640,C12orf10
NM_017770,ELOVL2
NM_001169117,STIM2
NM_017774,CDKAL1
NM_021646,ZNF500
NM_021647,MFAP3L
NM_021648,TSPYL4
NM_003030,SHOX2
NM_001198695,MFAP4
NM_014484,MOCS3
NM_001284246,SIPA1L1
NM_005754,G3BP1
NM_001031835,PHKB
NM_000168,GLI3
NM_001114106,SLC44A3
NM_024927,PLEKHH3
NM_024922,CES3
NM_024923,NUP210
NM_024928,STN1
NM_001352949,SPIDR
NM_017515,SLC35F2
NM_017516,RAB39A
NM_173648,CCDC141
NM_006295,VARS
NM_000165,GJA1
NM_173647,RNF149
NM_001244580,TRRAP
NM_017518,HAUS7
NM_173642,RIMKLA
NM_001281773,ZMYND8
NM_001017368,RFFL
NM_001161572,MAFF
NM_001297707,CAMSAP2
NM_001135219,PIP5KL1
NM_001135218,TAF12
NM_001008495,TMEM64
NM_001282971,MTSS1
NM_001288565,TMEM9
NM_002926,RGS12
NM_001105578,SYCE2
NM_139078,MAPKAPK5
NM_003420,ZNF35
NM_139076,ABRAXAS1
NM_003425,ZNF45
NM_003426,ZNF74
NM_001105574,HMX3
NM_001293285,SPATS2
NM_001293289,SPRY4
NM_153704,TMEM67
NM_153702,ELMOD2
NM_006667,PGRMC1
NM_024763,WDR78
NM_001349338,FOXP1
NM_001347712,FRA10AC1
NM_198075,LRRC56
NM_198076,COX20
NM_001080425,BEX4
NM_001080424,KDM6B
NM_001080426,DUSP27
NM_001080421,UNC13A
NM_006368,CREB3
NM_006369,LRRC41
NM_144631,ZNF513
NM_006364,SEC23A
NM_006366,CAP2
NM_006360,EIF3M
NM_006361,HOXB13
NM_006362,NXF1
NM_001355564,ALDOA
NM_001257097,RHNO1
NM_001321866,ZNF600
NM_032509,MAK16
NM_001318867,DOK1
NM_024316,LENG1
NM_001159293,ZNF737
NM_024312,GNPTAB
NM_020201,NT5M
NM_016631,PAXBP1
NM_003517,HIST2H2AC
NM_020752,GPR158
NM_014811,PPP1R26
NM_001352766,RBM23
NM_001289999,NFIL3
NM_001003652,SMAD2
NM_001323289,CDKL5
NM_001184717,TIPARP
NM_001039753,EML6
NM_001323282,RBL1
NM_020307,CCNL1
NM_014155,ZBTB44
NM_014157,CCDC113
NM_005868,BET1
NM_014153,ZC3H7A
NM_001355448,ZNF487
NM_005864,EFS
NM_005862,STAG1
NM_014159,SETD2
NM_005860,FSTL3
NM_015207,OTUD3
NM_015206,KIAA1024
NM_015205,ATP11A
NM_015203,RPRD2
NM_015202,KIAA0556
NM_001271043,NFIX
NM_018320,RNF121
NM_000747,CHRNB1
NM_021922,FANCE
NM_018638,ETNK1
NM_001352890,DENND3
NM_144563,RPIA
NM_001278631,GABRB3
NM_002480,PPP1R12A
NM_002482,NASP
NM_002484,NUBP1
NM_001278636,EBPL
NM_001278639,RANBP1
NM_001349460,SNRPN
NM_031904,FRMD8
NM_031905,ARMC10
NM_031902,MRPS5
NM_031903,MRPL32
NM_031908,C1QTNF2
NM_031909,C1QTNF4
NM_001256270,KIF22
NM_001329455,GPX1
NM_033058,TRIM55
NM_022143,LRRC4
NM_001130158,MYO1B
NM_033506,FBXO24
NM_198279,BCLAF3
NM_001077416,TMEM231
NM_032854,CORO6
NM_198275,MPZL3
NM_001001396,ATP2B4
NM_001163474,ZNF746
NM_005281,GPR3
NM_001320953,ZNF232
NM_001319170,DPH2
NM_001270930,IFIT1
NM_173855,MORN3
NM_030631,SLC25A21
NM_001195072,TMEM184B
NM_005133,RCE1
NM_001800,CDKN2D
NM_001005735,CHEK2
NM_152945,RBM45
NM_001324066,GDE1
NM_001301733,COA6
NM_177559,CSNK2A1
NM_001178078,STAT6
NM_199280,TOGARAM2
NM_001252385,TNIP1
NM_001909,CTSD
NM_004428,EFNA1
NM_001905,CTPS1
NM_001904,CTNNB1
NM_001907,CTRL
NM_004426,PHC1
NM_001901,CTGF
NM_012262,HS2ST1
NM_001198868,CAPN1
NM_100264,WAC
NM_001286789,CBR1
NM_001321190,RUVBL2
NM_001330239,TJP1
NM_001321194,TBL1XR1
NM_000966,RARG
NM_144708,ANKAR
NM_001288794,RMND5B
NM_001802,CDR2
NM_000504,F10
NM_000505,F12
NM_000503,EYA1
NM_015282,CLASP1
NM_030974,SHARPIN
NM_030971,SFXN3
NM_030972,ZNF611
NM_030973,MED25
NM_001114133,SYNPO2L
NM_030978,ARPC5L
NM_030979,PABPC3
NM_000967,RPL3
NM_020236,MRPL1
NM_020234,DTWD1
NM_001634,AMD1
NM_001291476,DDX52
NM_032829,FAM222A
NM_198268,HIPK1
NM_001114123,ELK1
NM_032825,ZNF382
NM_032826,SLC35B4
NM_032827,ATOH8
NM_001159936,EBNA1BP2
NM_005357,LIPE
NM_001008712,RBPMS
NM_017872,THG1L
NM_001037335,HELZ2
NM_001289773,MED14OS
NM_144569,SPOCD1
NM_014892,SCAF8
NM_017819,TRMT10C
NM_016581,ECSIT
NM_016580,PCDH12
NM_016582,SLC15A3
NM_181489,ZNF445
NM_144498,OSBPL2
NM_144949,SOCS5
NM_016588,NRN1
NM_078476,BTN2A1
NM_007190,SEC23IP
NM_001303269,POLR2B
NM_001276277,PPIP5K2
NM_001145009,BTN3A1
NM_020226,PRDM8
NM_003850,SUCLA2
NM_018728,MYO5C
NM_017987,RUFY2
NM_017984,ZCWPW1
NM_001351725,RAPGEF2
NM_138714,NFAT5
NM_001308059,STARD4
NM_183421,FBXO25
NM_198489,CCDC84
NM_002105,H2AFX
NM_002106,H2AFZ
NM_002103,GYS1
NM_001135005,DNAJB5
NM_001282387,IDH1
NM_198484,ZNF621
NM_198486,RPL7L1
NM_024040,CUEDC2
NM_024042,METRN
NM_024045,DDX50
NM_024047,NUDT9
NM_024046,CAMKV
NM_001164692,LTB4R2
NM_001136263,C2CD4C
NM_001136262,ATXN7L3B
NM_001136265,IFFO2
NM_020644,TMEM9B
NM_001039651,SAPCD1
NM_001286526,BCL7C
NM_001349928,IFT74
NM_007162,TFEB
NM_005836,RIDA
NM_001347895,TMX2
NM_001349922,RPL27
NM_001166703,FAM104B
NM_002814,PSMD10
NM_024792,FAM57A
NM_002812,PSMD8
NM_002813,PSMD9
NM_001323638,ZEB1
NM_002811,PSMD7
NM_001323635,HAGHL
NM_002818,PSME2
NM_002819,PTBP1
NM_144488,RGS3
NM_024595,AKIRIN1
NM_024594,PANK3
NM_024592,SRD5A3
NM_024591,CHMP6
NM_002337,LRPAP1
NM_003500,ACOX2
NM_024599,RHBDF2
NM_001130981,DYSF
NM_001172659,ZFYVE28
NM_080927,DCBLD2
NM_001172655,ZNF701
NM_001145526,AFMID
NM_005955,MTF1
NM_203288,RP9
NM_012405,ICMT
NM_012154,AGO2
NM_000327,ROM1
NM_002355,M6PR
NM_001025390,AMPD3
NM_138368,AP5B1
NM_012401,PLXNB2
NM_001163280,HTATSF1
NM_005455,ZRANB2
NM_005453,ZBTB22
NM_001024383,NAV3
NM_005451,PDLIM7
NM_005450,NOG
NM_080821,FAM210B
NM_001297765,CETN3
NM_003675,PRPF18
NM_001001794,DENND6B
NM_003677,DENR
NM_177968,PPM1B
NM_003670,BHLHE40
NM_003673,TCAP
NM_018409,LRP2BP
NM_018407,LAPTM4B
NM_000969,RPL5
NM_018400,SCN3B
NM_001257407,IL4R
NM_001346141,PPAN
NM_001142640,TNRC6C
NM_001346143,FLRT2
NM_001190787,MCIDAS
NM_005633,SOS1
NM_005632,CAPN15
NM_005631,SMO
NM_032222,MINDY4
NM_032223,PCNX3
NM_032592,ACCS
NM_032221,CHD6
NM_032227,TMEM164
NM_032228,FAR1
NM_001172223,MOB2
NM_152718,VWCE
NM_023067,FOXL2
NM_001350793,FGGY
NM_001256088,C11orf45
NM_138701,MPLKIP
NM_001330575,DECR1
NM_001352407,NDUFAF5
NM_001077621,VPS37D
NM_003179,SYP
NM_001098479,HLA-F
NM_001346858,TFIP11
NM_003846,PEX11B
NM_001144927,NKIRAS2
NM_001144925,MX1
NM_003847,PEX11A
NM_152571,C9orf163
NM_001352059,MLST8
NM_001348187,DDX27
NM_152574,TTC39B
NM_001008274,TRIM72
NM_032047,B3GNT5
NM_004938,DAPK1
NM_015698,GPKOW
NM_032043,BRIP1
NM_032040,CCDC8
NM_001282958,EIF4E2
NM_015694,ZNF777
NM_015695,BRPF3
NM_015696,GPX7
NM_015697,COQ2
NM_015691,WWC3
NM_138352,SAMD1
NM_032172,USP42
NM_001282658,CCDC3
NM_152446,CEP128
NM_000932,PLCB3
NM_001318833,EHMT2
NM_001278791,RFC2
NM_212550,BLOC1S3
NM_001310154,ANKRD36C
NM_212552,BOLA3
NM_001144072,UBAC2
NM_145201,NAPRT
NM_016006,ABHD5
NM_032174,TOMM40L
NM_016002,SCCPDH
NM_139155,ADAMTS14
NM_001303111,FAM45A
NM_001164537,DISC1
NM_145203,CSNK1A1L
NM_001195831,CFAP57
NM_001258320,TP53I11
NM_015071,ARHGAP26
NM_015072,TTLL5
NM_015073,SIPA1L3
NM_015074,KIF1B
NM_015076,CDK19
NM_015077,SARM1
NM_015078,MCF2L2
NM_139057,ADAMTS17
NM_001302371,NBPF10
NM_139055,ADAMTS15
NM_003933,BAIAP3
NM_173804,TMEM86B
NM_006169,NNMT
NM_001317836,PCGF3
NM_001282533,LZTS3
NM_001282531,ADNP
NM_001002800,SMC4
NM_001273,CHD4
NM_001258248,SP6
NM_139058,ARX
NM_001301078,AP2S1
NM_001281933,NCAPG2
NM_001304771,GPRC5B
NM_001354853,ZNF215
NM_018131,CEP55
NM_033318,SMDT1
NM_019037,EXOSC4
NM_030773,TUBB1
NM_033315,RASL10B
NM_199054,MKNK2
NM_018683,RNF114
NM_152432,ARHGAP42
NM_152773,TCTEX1D2
NM_001025199,CHI3L2
NM_001098817,INO80C
NM_001024948,FNBP1L
NM_001350110,ARHGEF2
NM_001024943,ASL
NM_001503,GPLD1
NM_001024947,YIPF5
NM_017757,ZNF407
NM_021627,SENP2
NM_017755,NSUN2
NM_017754,UHRF1BP1
NM_021623,PLEKHA2
NM_021620,PRDM13
NM_017750,RETSAT
NM_017759,INO80D
NM_017758,ALKBH5
NM_001042603,KDM5A
NM_001042601,TTC14
NM_001301159,NHLRC4
NM_020649,CBX8
NM_001297427,TMEM175
NM_001329556,REEP6
NM_001013672,C17orf97
NM_001114122,CHEK1
NM_001135580,C19orf71
NM_001114120,DEPDC1
NM_178326,ATG4B
NM_001135586,C5orf24
NM_001330635,LRRC7
NM_001122716,PRR32
NM_025132,WDR19
NM_001286524,CENPW
NM_203284,RBPJ
NM_001286520,SLC35B2
NM_001286522,PARP11
NM_207446,FAM174B
NM_001100619,CABLES1
NM_001130487,NDRG4
NM_001321389,CNPPD1
NM_001321381,RUNDC1
NM_001321383,ABHD11
NM_001324122,CYFIP1
NM_001199324,ZNF615
NM_001199322,BLOC1S5
NM_000713,BLVRB
NM_198679,RAPGEF1
NM_007346,OGFR
NM_006168,NKX6-1
NM_003449,TRIM26
NM_003447,ZNF165
NM_145755,TTC21A
NM_145754,KIFC2
NM_003442,ZNF143
NM_003441,ZNF141
NM_152228,TAS1R3
NM_000930,PLAT
NM_001322937,DSE
NM_001128608,MAPKBP1
NM_016091,EIF3L
NM_025057,BBOF1
NM_032646,TTYH2
NM_001291641,GGA3
NM_001145165,DOHH
NM_006738,AKAP13
NM_001080449,DNA2
NM_001199140,AMMECR1L
NM_024908,WDR76
NM_001284388,NOLC1
NM_016094,COMMD2
NM_000454,SOD1
NM_006380,APPBP2
NM_006387,CHERP
NM_001085458,CTNND1
NM_001085457,CBWD6
NM_001085454,GIT1
NM_199131,VAX1
NM_199136,FAM221A
NM_024907,FBXO17
NM_203314,BDH1
NM_000867,HTR2B
NM_024901,DENND2D
NM_012088,PGLS
NM_001144890,SLC23A3
NM_012089,ABCB10
NM_018984,SSH1
NM_181468,EIF6
NM_001317895,PARP10
NM_134268,CYGB
NM_001346565,FIGNL1
NM_138317,KCNK10
NM_002710,PPP1CC
NM_002712,PPP1R7
NM_002715,PPP2CA
NM_002714,PPP1R10
NM_002717,PPP2R2A
NM_002718,PPP2R3A
NM_001003676,C11orf49
NM_001287343,PHPT1
NM_024678,NARS2
NM_001287349,ZNF852
NM_024671,ZNF768
NM_024675,PALB2
NM_005845,ABCC4
NM_001130849,CAB39
NM_005843,STAM2
NM_001130845,BCL6
NM_001130841,RTCA
NM_001271023,ATRIP
NM_006389,HYOU1
NM_001300900,MRPS34
NM_003017,SRSF3
NM_001349117,GRM2
NM_001349115,TMCO4
NM_001349440,NEIL2
NM_024587,TMEM53
NM_001199692,SLC4A2
NM_031923,TAF3
NM_152384,BBS5
NM_152387,KCTD18
NM_152381,XIRP2
NM_152383,DIS3L2
NM_152388,TMEM237
NM_001199849,DAP3
