AccNum,GeneName
NM_024612,DHX40
NM_024345,DCAF10
NM_001130823,DNMT1
NM_001013627,NHSL2
NM_025136,OPA3
NM_001160305,SETD6
NM_138720,HIST1H2BD
NM_001257102,NDUFB3
NM_001349178,XYLB
NM_005899,NBR1
NM_031232,NECAB3
NM_001134878,KIF9
NM_001114748,TMEM240
NM_001024227,ARF1
NM_175066,DDX51
NM_006098,RACK1
NM_003579,RAD54L
NM_178502,DTX3
NM_175063,EMC10
NM_021831,AGBL5
NM_175061,JAZF1
NM_001011544,MAGEA11
NM_078474,TM2D3
NM_001011546,DSTN
NM_178508,SMIM29
NM_001330183,SLFN5
NM_001031703,ELP6
NM_014739,BCLAF1
NM_012118,NOCT
NM_024165,PHF1
NM_014730,MLEC
NM_014734,SUSD6
NM_014735,JADE3
NM_014736,PCLAF
NM_001318844,SNW1
NM_005202,COL8A2
NM_001323544,GALNS
NM_005207,CRKL
NM_005204,MAP3K8
NM_032182,ABRAXAS2
NM_001317931,SPAG4
NM_152490,B3GALNT2
NM_032184,SYDE2
NM_133328,DEDD2
NM_001289394,ZFAT
NM_174891,CLBA1
NM_024790,CSPP1
NM_001146276,NCEH1
NM_001318339,FNBP4
NM_001357734,EIF2S3B
NM_001145054,C2orf81
NM_005895,GOLGA3
NM_001145408,NONO
NM_054025,B3GAT1
NM_018275,C7orf43
NM_152272,CHMP7
NM_001283035,RTF2
NM_001105251,ZFYVE16
NM_152278,TCEAL7
NM_152279,ZNF585B
NM_032765,TRIM52
NM_017602,OTUD5
NM_053002,MED12L
NM_001301227,TPM2
NM_001354429,PCDH15
NM_015311,OBSL1
NM_152423,MUM1L1
NM_018270,MRGBP
NM_001142470,C6orf203
NM_015313,ARHGEF12
NM_001322130,ZNF160
NM_001286756,ANAPC4
NM_020775,KIAA1324
NM_016265,ZNF12
NM_001350139,ZMYM4
NM_001321445,TMED2
NM_198182,GRHL1
NM_022768,RBM15
NM_022769,CRTC3
NM_022766,CERK
NM_022767,AEN
NM_022763,FNDC3B
NM_003388,CLIP2
NM_015179,RRP12
NM_018909,PCDHA6
NM_001172674,ZNF347
NM_018903,PCDHA12
NM_018902,PCDHA11
NM_018901,PCDHA10
NM_015172,PRRC2C
NM_018907,PCDHA4
NM_001037442,RUFY3
NM_001305108,PTOV1
NM_001308429,FAM71E1
NM_178448,SAPCD2
NM_001177382,CPEB2
NM_001308426,NME6
NM_020870,SH3RF1
NM_020871,LRCH2
NM_020872,CNTN3
NM_001316307,RAC3
NM_018201,TBC1D13
NM_001113575,CDKL3
NM_019059,TOMM7
NM_181861,APAF1
NM_001012758,NUDT17
NM_003365,UQCRC1
NM_001310321,MFGE8
NM_001310326,UBE2T
NM_019050,USP53
NM_019051,MRPL50
NM_001143995,LPXN
NM_012335,MYO1F
NM_001143993,RASSF7
NM_001997,FAU
NM_001010851,ZNF766
NM_015310,PSD3
NM_020772,NUFIP2
NM_021807,EXOC4
NM_201400,EEF2KMT
NM_001012756,ZNF260
NM_017727,TMEM214
NM_001195129,PRSS56
NM_001101401,SBK2
NM_001170714,BCAR1
NM_183050,BCKDHB
NM_205847,GMPPA
NM_205842,NCKAP1
NM_205843,NFIC
NM_181425,FXN
NM_001329674,CAND1
NM_001452,FOXF2
NM_001329670,ARRDC3
NM_001300887,AP1M2
NM_001455,FOXO3
NM_001454,FOXJ1
NM_001282748,TLE4
NM_015131,WDR43
NM_001458,FLNC
NM_000320,QDPR
NM_000493,COL10A1
NM_007110,TEP1
NM_000495,COL4A5
NM_001350508,RARS2
NM_007113,TCHH
NM_015420,DCAF13
NM_007118,TRIO
NM_001350503,AHI1
NM_003362,UNG
NM_001320795,PSMG1
NM_021239,RBM25
NM_005439,MLF2
NM_001195386,TMEM99
NM_147223,NCOA1
NM_005438,FOSL1
NM_138796,SPATA17
NM_138795,ARL8A
NM_012199,AGO1
NM_138793,CANT1
NM_014505,KCNMB4
NM_012193,FZD4
NM_012197,RABGAP1
NM_020724,RNF150
NM_001146106,PARP9
NM_020722,KIAA1211
NM_001351314,MTHFD2L
NM_032298,SYT3
NM_020728,ESYT2
NM_001146108,PTGR1
NM_000146,FTL
NM_000147,FUCA1
NM_025233,COASY
NM_001080512,BICC1
NM_000143,FH
NM_000148,FUT1
NM_001320421,TTC7B
NM_178238,PILRB
NM_001142645,NEMP2
NM_021052,HIST1H2AE
NM_001142648,SAR1A
NM_173050,SCUBE1
NM_173500,TTBK2
NM_021058,HIST1H2BJ
NM_173505,ANKRD29
NM_021994,ZNF277
NM_001281463,SMC1A
NM_001174129,SLC11A2
NM_004799,ZFYVE9
NM_004798,KIF3B
NM_001297647,CNKSR1
NM_001297646,TNNT3
NM_001286488,TMEM14B
NM_004793,LONP1
NM_001297642,C1RL
NM_000968,RPL4
NM_005990,STK10
NM_182706,SCRIB
NM_175902,OGFOD3
NM_001351264,C17orf80
NM_001114974,SMTNL2
NM_175907,ZADH2
NM_006247,PPP5C
NM_001042519,C2orf88
NM_145062,ZUFSP
NM_006243,PPP2R5A
NM_001145033,C11orf96
NM_006793,PRDX3
NM_006240,PPEF1
NM_001281460,SLC35C2
NM_001002021,PFKL
NM_001286732,GRTP1
NM_004864,GDF15
NM_020182,PMEPA1
NM_020183,ARNTL2
NM_020184,CNNM4
NM_004860,FXR2
NM_001324094,GLCE
NM_020189,ENY2
NM_001324098,GLYR1
NM_004869,VPS4B
NM_031297,RNF208
NM_003124,SPR
NM_144679,TEPSIN
NM_032970,SEC22C
NM_198150,ARSK
NM_017934,PHIP
NM_004003,CRAT
NM_003141,TRIM21
NM_006420,ARFGEF2
NM_006427,SIVA1
NM_003146,SSRP1
NM_001302688,APOE
NM_003144,SSR1
NM_018427,RRN3
NM_001128850,RRAD
NM_013301,CCDC106
NM_000937,POLR2A
NM_005222,DLX6
NM_002898,RBMS2
NM_002894,RBBP8
NM_001257370,EME2
NM_002892,ARID4A
NM_002893,RBBP7
NM_002890,RASA1
NM_001348651,ANKRD9
NM_181725,METTL2A
NM_153232,EID2
NM_020778,ALPK3
NM_001134793,HYLS1
NM_018077,RBM28
NM_001040454,SLC26A6
NM_004924,ACTN4
NM_001352379,PPP6R3
NM_001762,CCT6A
NM_001040450,MINDY2
NM_001040451,RUFY1
NM_001330208,USP47
NM_004925,AQP3
NM_173793,C22orf39
NM_002096,GTF2F1
NM_002097,GTF3A
NM_003369,UVRAG
NM_002095,GTF2E2
NM_002092,GRSF1
NM_002093,GSK3B
NM_002090,CXCL3
NM_015921,CUTA
NM_001282101,YAP1
NM_002098,GUCA1B
NM_014033,METTL7A
NM_004546,NDUFB2
NM_001318471,ZFP1
NM_014037,SLC6A16
NM_014035,SNX24
NM_014034,ASF1A
NM_001819,CHGB
NM_001126328,LNX1
NM_018222,PARVA
NM_015343,CTDNEP1
NM_015340,LARS2
NM_015617,PYGO1
NM_015346,ZFYVE26
NM_018227,UBA6
NM_015344,LEPROTL1
NM_015345,DAAM2
NM_145663,DBF4B
NM_015348,TMEM131
NM_018229,AP5M1
NM_001278716,FBXL4
NM_001278717,FXYD1
NM_002239,KCNJ3
NM_002231,CD82
NM_002236,KCNF1
NM_002541,OGDH
NM_024409,NPPC
NM_001270520,DAAM1
NM_001252100,KIF21B
NM_001126060,NOS1AP
NM_001318784,OCRL
NM_001323017,PFKFB3
NM_024407,NDUFS7
NM_001256424,GUCY1A2
NM_001256426,PDLIM5
NM_032510,PARD6G
NM_032511,FAXC
NM_001122770,ZBTB37
NM_002833,PTPN9
NM_001261390,CALCOCO2
NM_032515,BOK
NM_001271650,AZI2
NM_032208,ANTXR1
NM_018044,NSUN5
NM_003913,PRPF4B
NM_019885,CYP26B1
NM_001352599,LIG4
NM_001130031,ZNF562
NM_033171,B3GALT5
NM_001352592,NCAM2
NM_018049,PLEKHJ1
NM_033452,TRIM47
NM_001346506,SASH1
NM_001349232,ATG7
NM_001242841,ZNF195
NM_001242844,RNF146
NM_001025205,AP2M1
NM_014699,ZNF646
NM_014698,TMEM63A
NM_014691,AQR
NM_080647,TBX1
NM_001160133,KCNQ5
NM_032530,ZNF594
NM_001348041,BBS9
NM_033390,ZC3H12C
NM_033397,ITPRIP
NM_033396,TNKS1BP1
NM_001099415,POM121C
NM_001270384,MIGA1
NM_012345,NUFIP1
NM_012343,NNT
NM_012341,GTPBP4
NM_012340,NFATC2
NM_152772,TCP11L2
NM_016041,DERL2
NM_001098801,FAM210A
NM_014964,EPN2
NM_014963,SBNO2
NM_005017,PCYT1A
NM_213602,SIGLEC15
NM_005015,OXA1L
NM_213604,ADAMTSL5
NM_177433,MAGED2
NM_176818,GATC
NM_080391,PTP4A2
NM_020888,KIAA1522
NM_176812,CHMP4B
NM_176816,CCDC125
NM_176814,ZNF800
NM_001185080,CLDN15
NM_001848,COL6A1
NM_003594,TTF2
NM_001042683,SHPRH
NM_006983,MMP23B
NM_001844,COL2A1
NM_001845,COL4A1
NM_001846,COL4A2
NM_001330556,DOK4
NM_001330552,NLRC5
NM_001206945,CSPG5
NM_001267868,HSD11B1L
NM_001348014,ZNF136
NM_001348017,ZNF83
NM_001189,NKX3-2
NM_001350995,USP54
NM_001354355,GTDC1
NM_001350332,TOM1L2
NM_001350339,LATS1
NM_001355017,PDGFRB
NM_001351060,KLRD1
NM_025238,BTBD1
NM_153810,CACUL1
NM_001152,SLC25A5
NM_001300968,CCDC181
NM_001150,ANPEP
NM_004307,APBB2
NM_004300,ACP1
NM_025230,DCAF11
NM_001154,ANXA5
NM_001155,ANXA6
NM_001321307,NPAT
NM_007075,WDR45
NM_001317781,SNX25
NM_001143835,NFRKB
NM_001199417,ARHGAP23
NM_001291310,PPP2R2D
NM_001317785,STYXL1
NM_004598,SPOCK1
NM_016194,GNB5
NM_020921,NIN
NM_000797,DRD4
NM_000795,DRD2
NM_001320653,NUP88
NM_001171155,PET100
NM_001018024,CMC4
NM_001300801,PITPNM2
NM_017825,ADPRHL2
NM_017824,Mar-05
NM_001032410,USP16
NM_001345965,DHX29
NM_001324315,SLC25A16
NM_020062,SLC2A4RG
NM_025205,MED28
NM_145901,HMGA1
NM_016047,SF3B6
NM_001324318,SHCBP1
NM_001348484,RIMS2
NM_001106,ACVR2B
NM_016448,DTL
NM_198098,AQP1
NM_020466,LYRM2
NM_016444,ZNF226
NM_198097,CCZ1B
NM_016331,ZNF639
NM_016440,VRK3
NM_016441,CRIM1
NM_172069,PLEKHH2
NM_181093,SCYL3
NM_015971,MRPS7
NM_015973,GAL
NM_024980,GPR157
NM_015974,CRYL1
NM_015976,SNX7
NM_001037165,FOXK1
NM_001037163,FAM220A
NM_001037161,ACOT1
NM_015276,USP22
NM_001289103,PRKCSH
NM_015264,KIAA0930
NM_138473,SP1
NM_138471,SPINDOC
NM_138477,CDAN1
NM_130469,JDP2
NM_001289108,FAM96A
NM_202002,FOXM1
NM_001330309,ARPP19
NM_025208,PDGFD
NM_172240,POC1B
NM_182493,MYLK3
NM_025209,EPC1
NM_007300,BRCA1
NM_181672,OGT
NM_198892,BMP2K
NM_000182,HADHA
NM_001164440,ANKRD33B
NM_001303439,HEXIM2
NM_004031,IRF7
NM_001290046,CECR2
NM_001290040,ROBO2
NM_001130142,VWA5A
NM_001350070,RCOR3
NM_001024674,LIN52
NM_032689,ZNF607
NM_001308240,C19orf70
NM_199418,PRCP
NM_006651,CPLX1
NM_006653,FRS3
NM_001351246,SMUG1
NM_001293228,MYCN
NM_001257291,SLC9A7
NM_001257293,HNRNPH1
NM_002931,RING1
NM_031438,NUDT12
NM_031439,SOX7
NM_031434,TMUB1
NM_002939,RNH1
NM_031430,RILP
NM_031431,COG3
NM_152595,PGBD4
NM_001256155,ARMCX4
NM_001272036,LRRC14
NM_022834,VWA1
NM_181503,EXOSC8
NM_001272051,C16orf91
NM_003366,UQCRC2
NM_001358,DHX15
NM_001278464,DNM1L
NM_001025071,RPS14
NM_001166175,NKX2-5
NM_175738,RAB37
NM_153605,CRYBG3
NM_175732,PTPMT1
NM_178526,SLC25A42
NM_003550,MAD1L1
NM_003559,PIP4K2B
NM_001746,CANX
NM_001145206,KIAA1671
NM_001330540,MMACHC
NM_001172435,RAB3GAP1
NM_001315530,RPL26
NM_020734,RIMKLB
NM_139021,MAPK15
NM_001039803,CDK20
NM_001039802,CDC42
NM_001318864,IL17RD
NM_014758,SNX19
NM_001300791,KIF3A
NM_014205,ZNHIT2
NM_014206,TMEM258
NM_005223,DNASE1
NM_024953,NAA25
NM_005225,E2F1
NM_005226,S1PR3
NM_005227,EFNA4
NM_032160,DSEL
NM_152470,RNF165
NM_032164,ZNF394
NM_001143757,LRRC27
NM_004398,DDX10
NM_032169,ACAD11
NM_152478,ZNF583
NM_001314033,ZNF526
NM_001098536,USP5
NM_018697,LANCL2
NM_001172567,MYD88
NM_018699,PRDM5
NM_018698,NXT2
NM_000271,NPC1
NM_144588,ZFYVE27
NM_001171990,SETD9
NM_001352299,ZNF841
NM_006886,ATP5F1E
NM_052950,WDFY2
NM_052951,DNTTIP1
NM_052957,GCNA
NM_203342,EPB41
NM_052959,PANX3
NM_001129908,FAM198A
NM_002528,NTHL1
NM_030567,PRR7
NM_032701,KMT5C
NM_032709,PYROXD2
NM_001040667,HSF4
NM_001352127,CHD9
NM_001104577,SLC52A1
NM_001040661,SLC29A4
NM_016816,OAS1
NM_002523,NPTX2
NM_001098621,TMEM251
NM_022744,C16orf58
NM_022745,ATPAF1
NM_022746,Mar-01
NM_022036,GPRC5C
NM_022742,CCDC136
NM_021090,MTMR3
NM_022039,FBXW4
NM_022748,TNS3
NM_015401,HDAC7
NM_015404,WHRN
NM_015409,EP400
NM_015156,RCOR1
NM_002525,NRDC
NM_015150,RFTN1
NM_020892,DTX2
NM_020893,CCDC180
NM_020890,CIP2A
NM_020896,OSBPL5
NM_020894,UVSSA
NM_144974,CCDC122
NM_020898,CALCOCO1
NM_019074,DLL4
NM_001302545,AAMP
NM_019071,ING3
NM_019072,SGTB
NM_019073,SPATA6
NM_181847,AMIGO2
NM_181846,ZSCAN22
NM_181845,ZNF283
NM_181842,ZBTB12
NM_016836,RBMS1
NM_000808,GABRA3
NM_018359,UFSP2
NM_001171508,MCFD2
NM_001304452,PGD
NM_058190,FAM207A
NM_001284501,NUBP2
NM_001040272,ADAMTSL1
NM_001101426,ISPD
NM_015274,MAN2B2
NM_016497,MRPL51
NM_002705,PPL
NM_015949,GET4
NM_001282766,POLR1E
NM_015272,RPGRIP1L
NM_001278299,WIPI2
NM_001282761,CFAP36
NM_001305,CLDN4
NM_001304,CPD
NM_001303,COX10
NM_001300,KLF6
NM_001353657,WDR20
NM_001276471,CORO1C
NM_001024809,RARA
NM_030624,KLHL15
NM_001350073,ZNF692
NM_001024807,APLP1
NM_001244950,SPOCK2
NM_001350077,PBRM1
NM_021217,ZNF77
NM_021216,ZNF71
NM_020755,SERINC1
NM_021214,ABHD17C
NM_021211,ZBED5
NM_021210,TRAPPC1
NM_177455,BHLHA15
NM_014078,MRPL13
NM_001322845,EFL1
NM_021219,JAM2
NM_001322841,ABR
NM_020433,JPH2
NM_001329434,NUP205
NM_001308381,COPS7B
NM_207644,LRRC75B
NM_001081550,THOC2
NM_019556,MOSPD1
NM_203327,SLC23A2
NM_021079,NMT1
NM_021078,KAT2A
NM_016172,UBAC1
NM_021077,NMB
NM_021076,NEFH
NM_021075,NDUFV3
NM_021074,NDUFV2
NM_001347830,PDGFRA
NM_173074,PIGF
NM_006451,PAIP1
NM_001297665,TTC39A
NM_001330349,UBIAD1
NM_001001671,MAP3K15
NM_001174103,SGK494
NM_001174100,PCBP4
NM_001174104,CD14
NM_178507,OAF
NM_001317994,FAM114A2
NM_015015,KDM4B
NM_201520,SLC25A35
NM_001309434,SRP14
NM_001164277,SLC37A4
NM_000303,PMM2
NM_000304,PMP22
NM_000305,PON2
NM_001164273,MGA
NM_181462,MRPL55
NM_001102420,ZFAND5
NM_175921,C5orf51
NM_006224,PITPNA
NM_006221,PIN1
NM_001011713,NAA30
NM_001195249,APTX
NM_178120,DLX1
NM_004849,ATG5
NM_004130,GYG1
NM_017744,ST7L
NM_001042537,SLC9A6
NM_001042539,MAZ
NM_004840,ARHGEF6
NM_004514,FOXK2
NM_004844,SH3BP5
NM_006809,TOMM34
NM_001317199,CXXC5
NM_001244008,KIF1A
NM_001317194,SNF8
NM_001317195,CDH3
NM_198426,CHMP2A
NM_144693,ZNF558
NM_144695,BROX
NM_000169,GLA
NM_144697,CIART
NM_000161,GCH1
NM_007098,CLTCL1
NM_138423,CASC4
NM_173825,RABL3
NM_001160223,RNF170
NM_005513,GTF2E1
NM_020309,SLC17A7
NM_000362,TIMP3
NM_001113490,AMOT
NM_001166222,CARNS1
NM_001348677,SAP25
NM_019554,S100A4
NM_004891,MRPL33
NM_001282512,TXNRD2
NM_001257964,BOD1L2
NM_006750,SNTB2
NM_001282515,ZFP37
NM_001351372,NBPF26
NM_006753,SURF6
NM_001345922,POLK
NM_001278458,COBLL1
NM_001015878,AURKC
NM_213599,ANO5
NM_003327,TNFRSF4
NM_006212,PFKFB2
NM_006300,ZNF230
NM_004413,DPEP1
NM_001167741,MTX3
NM_024798,SNX22
NM_001039127,ZNF718
NM_013254,TBK1
NM_001282167,PORCN
NM_001282169,VPS36
NM_001171818,PPARD
NM_001320714,DOPEY2
NM_001080533,UNC119B
NM_015256,ACSL6
NM_001170905,ZNF736
NM_001126121,SLC25A19
NM_002210,ITGAV
NM_002211,ITGB1
NM_002213,ITGB5
NM_002214,ITGB8
NM_001172696,TSFM
NM_002218,ITIH4
NM_031370,HNRNPD
NM_031372,HNRNPDL
NM_153329,ALDH16A1
NM_001166108,PALLD
NM_001323072,PFKP
NM_001136033,PUF60
NM_001190980,YAF2
NM_001171816,RNF166
NM_001165928,DAG1
NM_001256404,DENND2C
NM_032574,DPY30
NM_001256409,LRRC42
NM_001160183,ZNF138
NM_001314059,ZNF510
NM_033625,RPL34
NM_033624,FBXO21
NM_001331097,ZNF114
NM_001193523,RIPOR1
NM_033158,HYAL2
NM_004416,DTX1
NM_001242860,PRKACB
NM_001421,ELF4
NM_001242865,PRMT2
NM_001167940,CADPS2
NM_001242868,SLAIN1
NM_001931,DLAT
NM_001353403,NDUFAF8
NM_001346186,RHBDD2
NM_001933,DLST
NM_001163335,SYTL5
NM_001283018,NAPB
NM_015368,PANX1
NM_001330243,ACSS3
NM_080664,DTD2
NM_001145418,TTC28
NM_080660,ZC3HAV1L
NM_001145415,SETDB1
NM_018202,MACO1
NM_004530,MMP2
NM_015364,LY96
NM_001145412,NFE2L2
NM_080668,CDCA5
NM_012329,MMD
NM_001130913,ZNF720
NM_012325,MAPRE1
NM_004418,DUSP2
NM_016608,ARMCX1
NM_012326,MAPRE3
NM_012321,LSM4
NM_012320,PLA2G15
NM_001939,DRP2
NM_013324,CISH
NM_014949,KHDC4
NM_014948,UBOX5
NM_001190329,ATP5MC3
NM_014943,ZHX2
NM_001190457,CORO2B
NM_014941,MORC2
NM_014940,MON1B
NM_014417,BBC3
NM_001195131,TSTD3
NM_005072,SLC12A4
NM_032390,NIFK
NM_001005340,GPNMB
NM_005078,TLE3
NM_005620,S100A11
NM_002392,MDM2
NM_001307978,TRABD2A
NM_018064,AKIRIN2
NM_015097,CLASP2
NM_015094,HIC2
NM_018060,IARS2
NM_015093,TAB2
NM_174898,LYG1
NM_001206929,AGER
NM_130463,ATP6V1G2
NM_001798,CDK2
NM_022089,ATP13A2
NM_130466,UBE3B
NM_130468,CHST14
NM_001825,CKMT2
NM_174894,TRAPPC5
NM_001823,CKB
NM_001792,CDH2
NM_003324,TULP3
NM_022739,SMURF2
NM_022489,INF2
NM_178509,STXBP4
NM_022483,TMEM267
NM_022481,ARAP3
NM_022480,KLHL25
NM_001348077,DIMT1
NM_001352964,DENND1A
NM_206855,QKI
NM_006842,SF3B2
NM_182965,SPHK1
NM_000181,GUSB
NM_183373,PXDC1
NM_020931,KIAA1586
NM_000186,CFH
NM_020933,ZNF317
NM_020932,MAGEE1
NM_020935,USP37
NM_032611,PTP4A3
NM_020937,FANCM
NM_020936,DDX55
NM_001345867,GUF1
NM_025212,CXXC4
NM_025211,GKAP1
NM_025217,ULBP2
NM_001176,ARHGDIG
NM_001177,ARL1
NM_025219,DNAJC5
NM_152653,UBE2E2
NM_014907,FRMPD1
NM_001252007,PAPOLA
NM_004157,PRKAR2A
NM_001197026,PLEKHA8
NM_015932,POMP
NM_017803,DUS2
NM_018972,GDAP1
NM_017807,OSGEP
NM_001098821,TMEM91
NM_018973,DPM3
NM_015490,SEC31B
NM_001354783,CASP3
NM_018976,SLC38A2
NM_024339,THOC6
NM_172002,HSCB
NM_001322278,METAP1D
NM_016312,WBP11
NM_003184,TAF2
NM_001330192,NUP107
NM_001441,FAAH
NM_001323563,CRLS1
NM_001104554,PAQR5
NM_018124,RFWD3
NM_015957,APIP
NM_015955,MEMO1
NM_015954,DERA
NM_015953,NOSIP
NM_015950,MRPL2
NM_001289125,IFNAR2
NM_001130415,APOLD1
NM_001323903,LEO1
NM_001206541,CAPZB
NM_001130413,SCNN1D
NM_022740,HIPK2
NM_138455,CTHRC1
NM_001101676,SAMD12
NM_138458,WDR92
NM_001351001,ZNF789
NM_001244014,PIANP
NM_001318066,SEC24D
NM_024331,TTPAL
NM_001354247,ST3GAL5
NM_001199297,UIMC1
NM_001199295,ZNF549
NM_001199291,HSD17B4
NM_024335,IRX6
NM_024334,TMEM43
NM_001290062,SEMA3B
NM_001024613,FEZF1
NM_001308268,PTPRN2
NM_001308269,ZNF121
NM_001032296,STK24
NM_178863,KCTD13
NM_001122955,BSCL2
NM_001329456,ZNF304
NM_004073,PLK3
NM_015378,VPS13D
NM_001349809,ZNF7
NM_001324276,CXorf40A
NM_031417,MARK4
NM_031412,GABARAPL1
NM_030786,SYNC
NM_031419,NFKBIZ
NM_001256695,PRDM11
NM_001078171,RTL8C
NM_001080539,CCDC150
NM_017738,CNTLN
NM_020771,HACE1
NM_181724,TMEM119
NM_203487,PCDH9
NM_001042496,SLC12A6
NM_020770,CGN
NM_001042492,NF1
NM_001042493,SMIM8
NM_003955,SOCS3
NM_017734,PALMD
NM_001001484,PTER
NM_032752,ZNF496
NM_001001481,UBE2W
NM_001184691,NPNT
NM_001329746,DPCD
NM_014337,PPIL2
NM_021873,CDC25B
NM_018125,ARHGEF10L
NM_001102657,ZNF836
NM_145806,ZNF511
NM_001102651,ZNF554
NM_145804,ABTB2
NM_001007226,SPOP
NM_003534,HIST1H3G
NM_001145772,ADGRG1
NM_003532,HIST1H3E
NM_003533,HIST1H3I
NM_003530,HIST1H3D
NM_003531,HIST1H3C
NM_032871,RELT
NM_003538,HIST1H4A
NM_003539,HIST1H4D
NM_014053,FLVCR1
NM_001042481,FRMD6
NM_002918,RFX1
NM_024775,GEMIN6
NM_000983,RPL22
NM_001297598,MIER3
NM_002917,RFNG
NM_001300866,FILIP1
NM_002915,RFC3
NM_001166357,SHMT2
NM_001190844,TMEM221
NM_001195833,RINL
NM_014771,RNF40
NM_001006933,TCEAL3
NM_014773,KIAA0141
NM_152450,FAM81A
NM_001256090,ATF2
NM_005244,EYA2
NM_005245,FAT1
NM_001345949,ZNF383
NM_152457,ZNF597
NM_032146,ARL6
NM_032145,FBXO30
NM_032142,CEP192
NM_032141,NSRP1
NM_001348156,ZNF525
NM_001286205,GAS8
NM_032148,SLC41A2
NM_001271082,NKD2
NM_001271087,VPS72
NM_001123385,BCOR
NM_017983,WIPI1
NM_001267864,SLIRP
NM_032728,PLPP7
NM_032727,INA
NM_032726,PLCD4
NM_003506,FZD6
NM_153253,SIPA1
NM_001185181,PFDN6
NM_001271886,AAGAB
NM_002669,PLRG1
NM_002668,PLP2
NM_031213,ABHD17A
NM_003953,MPZL1
NM_002661,PLCG2
NM_002660,PLCG1
NM_002663,PLD2
NM_002662,PLD1
NM_001404,EEF1G
NM_013448,BAZ1A
NM_013447,ADGRE2
NM_013446,MKRN1
NM_001318337,FRMD4A
NM_013444,UBQLN2
NM_013443,ST6GALNAC6
NM_013442,STOML2
NM_013441,RCAN3
NM_014824,FCHSD2
NM_015425,POLR1A
NM_015136,STAB1
NM_015423,AASDHPPT
NM_015130,TBC1D9
NM_015421,TMEM186
NM_001030001,RPS29
NM_006938,SNRPD1
NM_015139,SLC35D1
NM_015138,RTF1
NM_015428,ZNF473
NM_001082486,ACD
NM_014351,SULT4A1
NM_014059,RGCC
NM_001015072,UFSP1
NM_001099857,IKBKG
NM_001320,CSNK2B
NM_001190241,IFT80
NM_012290,TLK1
NM_052970,HSPA12B
NM_018838,NDUFA12
NM_001353095,PCID2
NM_170677,MEIS2
NM_001304433,LOC101928841
NM_000690,ALDH2
NM_001304430,TGDS
NM_005335,HCLS1
NM_016447,MPP6
NM_152784,CATSPERD
NM_033450,ABCC10
NM_182633,ZNF713
NM_001369,DNAH5
NM_001278651,RANGAP1
NM_001365,DLG4
NM_016930,STX18
NM_001329632,FBXO46
NM_152787,TAB3
NM_001361,DHODH
NM_001360,DHCR7
NM_001363,DKC1
NM_001353891,SH3KBP1
NM_012292,ARHGAP45
NM_001320808,LPGAT1
NM_001353899,KATNAL2
NM_003628,PKP4
NM_001320801,ORMDL3
NM_001320755,SUPT6H
NM_001320757,MASTL
NM_001320750,STS
NM_001354023,ANKMY1
NM_022338,C11orf24
NM_145814,CACNG6
NM_006635,ZNF460
NM_006570,RRAGA
NM_032290,SLF1
NM_003501,ACOX3
NM_001242739,ZNF691
NM_006572,GNA13
NM_174978,C14orf39
NM_174976,ZDHHC22
NM_001172705,EIF4G2
NM_001321988,ENTPD5
NM_178042,ACTL6A
NM_001320141,RPL6
NM_178040,ERC1
NM_001142684,ZMYM5
NM_001142685,ARHGAP32
NM_021095,SLC5A6
NM_021098,CACNA1H
NM_015194,MYO1D
NM_001007233,ERCC8
NM_001281495,CTNNBL1
NM_153461,IL17RC
NM_001303236,ISG20
NM_001286440,NME4
NM_001355197,ZNF66
NM_001323585,SUPV3L1
NM_001330320,SNX11
NM_001330321,ANAPC15
NM_001199752,CPT1C
NM_001174166,SLC16A6
NM_001076785,SLC7A6
NM_017914,C19orf24
NM_007145,ZNF146
NM_001291291,MISP3
NM_001199042,STRA6
NM_006808,SEC61B
NM_000368,TSC1
NM_006801,KDELR1
NM_001164211,LRCH1
NM_006802,SF3A3
NM_006805,HNRNPA0
NM_006804,STARD3
NM_006807,CBX1
NM_000361,THBD
NM_003321,TUFM
NM_003320,TUB
NM_006755,TALDO1
NM_003325,HIRA
NM_006759,UGP2
NM_006208,ENPP1
NM_003981,PRC1
NM_003980,MAP7
NM_153607,CREBRF
NM_153603,COG7
NM_004539,NARS
NM_004538,NAP1L3
NM_004537,NAP1L1
NM_004535,MYT1
NM_004533,MYBPC2
NM_030653,DDX11
NM_004531,MOCS2
NM_000538,RFXAP
NM_198449,EMB
NM_001199629,MYL6B
NM_001297742,BTBD10
NM_001256295,ETS2
NM_198446,C1orf122
NM_001199620,NCOA7
NM_001282290,ARHGAP27
NM_032936,TMEM60
NM_032932,RAB11FIP4
NM_032930,C11orf70
NM_000189,HK2
NM_001258438,TARS
NM_001331037,GPBP1
NM_001331036,ELF2
NM_003185,TAF4
NM_001160243,RPAIN
NM_003183,ADAM17
NM_003182,TAC1
NM_001004339,ZYG11A
NM_001318927,RPE
NM_001331039,TRMT2A
NM_002904,NELFE
NM_005044,PRKX
NM_020325,ABCD4
NM_001282880,ZNF502
NM_020328,ACVR1B
NM_178523,ZNF616
NM_201649,SLC6A9
NM_002907,RECQL
NM_001166347,SLC26A11
NM_000980,RPL18A
NM_000986,RPL24
NM_000984,RPL23A
NM_003861,DCAF5
NM_001286416,SUMO3
NM_003165,STXBP1
NM_004317,ASNA1
NM_002053,GBP1
NM_001278926,PPWD1
